 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.1,0.15,0.18,0.17,0.18,0.09,0.07
01:00 - 02:00,0.2,0.33,0.35,0.32,0.35,0.13,0.08
02:00 - 03:00,0.63,0.69,0.72,0.74,0.61,0.19,0.14
03:00 - 04:00,0.72,0.68,0.81,0.76,0.72,0.33,0.18
04:00 - 05:00,0.34,0.42,0.37,0.37,0.36,0.16,0.14
05:00 - 06:00,0.32,0.39,0.43,0.36,0.38,0.11,0.17
06:00 - 07:00,0.66,0.86,0.71,0.84,0.74,0.14,0.15
07:00 - 08:00,0.98,1.16,1.21,1.0,1.07,0.26,0.24
08:00 - 09:00,1.33,1.47,1.28,1.37,1.42,0.2,0.27
09:00 - 10:00,1.66,1.38,1.54,1.56,1.41,0.24,0.23
10:00 - 11:00,1.43,1.23,1.28,1.37,1.31,0.27,0.16
11:00 - 12:00,2.36,1.04,1.19,1.13,0.99,0.21,0.22
12:00 - 13:00,3.63,1.14,1.4,1.31,1.0,0.21,0.22
13:00 - 14:00,1.6,1.18,1.3,1.47,1.19,0.17,0.21
14:00 - 15:00,1.2,1.17,1.27,1.19,1.02,0.19,0.2
15:00 - 16:00,1.03,1.08,1.13,1.09,0.96,0.22,0.2
16:00 - 17:00,0.77,0.86,0.97,0.72,0.74,0.2,0.19
17:00 - 18:00,0.56,0.67,0.63,0.56,0.57,0.12,0.19
18:00 - 19:00,0.46,0.47,0.42,0.39,0.34,0.09,0.21
19:00 - 20:00,0.34,0.39,0.34,0.32,0.31,0.08,0.12
20:00 - 21:00,0.25,0.28,0.29,0.31,0.28,0.06,0.13
21:00 - 22:00,0.25,0.26,0.29,0.3,0.21,0.06,0.1
22:00 - 23:00,0.25,0.27,0.26,0.18,0.16,0.07,0.09
23:00 - 00:00,0.26,0.22,0.18,0.16,0.11,0.04,0.13
