 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.3,1.68,2.13,1.07,2.59,1.68,0.0
01:00 - 02:00,0.15,1.83,0.76,1.07,1.98,2.29,0.15
02:00 - 03:00,0.0,1.68,3.05,1.37,1.37,1.07,0.0
03:00 - 04:00,0.0,1.68,1.37,1.52,1.52,1.07,0.0
04:00 - 05:00,0.0,2.44,1.68,0.76,0.76,0.46,0.0
05:00 - 06:00,0.0,0.61,0.91,0.76,1.68,1.52,0.0
06:00 - 07:00,0.0,0.46,0.91,0.3,0.61,0.3,0.0
07:00 - 08:00,0.0,0.91,1.07,0.61,0.76,0.61,0.0
08:00 - 09:00,0.0,0.15,1.07,0.76,0.46,0.91,0.0
09:00 - 10:00,0.0,0.46,2.13,0.15,0.61,0.15,0.0
10:00 - 11:00,0.0,0.15,0.15,0.46,0.15,0.46,0.0
11:00 - 12:00,0.0,0.46,0.15,0.3,0.0,0.3,0.0
12:00 - 13:00,0.0,0.0,0.0,0.0,0.15,0.0,0.0
13:00 - 14:00,0.0,0.15,0.15,0.0,0.0,0.0,0.0
14:00 - 15:00,0.0,0.15,0.0,0.15,0.46,0.0,0.0
15:00 - 16:00,0.15,0.0,0.76,0.3,0.15,0.0,0.0
16:00 - 17:00,0.15,0.3,0.15,0.15,0.15,0.0,0.15
17:00 - 18:00,0.3,0.3,0.15,0.61,0.61,0.0,0.0
18:00 - 19:00,1.22,0.91,0.3,1.22,0.46,0.0,0.15
19:00 - 20:00,0.46,1.52,0.15,1.07,1.07,0.46,0.0
20:00 - 21:00,0.15,1.22,1.07,0.61,0.91,0.0,0.15
21:00 - 22:00,1.68,1.37,1.52,1.22,0.91,0.91,0.3
22:00 - 23:00,1.52,1.37,1.07,1.98,1.83,0.15,0.0
23:00 - 00:00,0.46,0.91,1.07,1.68,0.3,0.0,0.0
