2010-02-08 14:40:00,2010-02-09 11:33:00,2010-02-09 11:33:00,2010-02-09 11:37:00,2010-02-09 11:38:00,2010-02-09 11:39:00,2010-02-09 11:40:00,2010-02-09 11:40:00,2010-02-09 11:41:00,2010-02-09 11:42:00,2010-02-09 11:43:00,2010-02-09 11:44:00,2010-02-09 11:45:00,2010-02-09 11:46:00,2010-02-09 11:46:00,2010-02-10 11:53:00,2010-02-15 15:16:00,2010-02-15 15:18:00,2010-02-15 15:25:00,2010-02-18 08:31:00,2010-02-18 08:44:00,2010-02-23 13:04:00,2010-02-23 13:16:00,2010-02-24 11:12:00,2010-02-24 11:13:00,2010-02-24 11:13:00,2010-02-24 11:14:00,2010-02-24 11:15:00,2010-02-24 11:16:00,2010-02-24 11:17:00,2010-02-24 11:18:00,2010-02-24 11:18:00,2010-02-24 11:19:00,2010-02-24 11:20:00,2010-02-24 11:21:00,2010-02-24 11:22:00,2010-02-24 11:25:00,2010-02-24 11:28:00,2010-02-24 11:29:00,2010-02-24 11:30:00,2010-02-24 11:32:00,2010-02-24 11:34:00,2010-02-24 12:24:00,2010-02-24 12:26:00,2010-03-03 18:29:00,2010-03-12 09:38:00,2010-03-16 13:16:00,2010-03-16 13:18:00,2010-03-16 13:24:00,2010-03-16 13:26:00,2010-03-16 13:53:00,2010-03-16 15:34:00,2010-03-18 08:20:00,2010-03-18 16:13:00,2010-03-19 13:19:00,2010-03-19 14:57:00,2010-03-29 15:46:00,2010-03-29 15:48:00,2010-03-29 15:50:00,2010-03-30 12:20:00,2010-03-30 12:21:00,2010-04-02 10:51:00,2010-04-02 11:00:00,2010-04-06 10:57:00,2010-04-06 10:58:00,2010-04-06 11:02:00,2010-04-06 11:04:00,2010-04-16 15:14:00,2010-04-19 10:31:00,2010-04-19 11:38:00,2010-04-28 16:32:00,2010-04-29 10:09:00,2010-04-29 11:10:00,2010-05-04 17:07:00,2010-05-17 16:11:00,2010-05-18 09:50:00
112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187
