System,Group,Duration Analysed (days),Start Date & Time (date),End Date & Time (date),Total PBIs (PBIs),Filtered PBIs (PBIs),Planned Arrivals (PBIs),Unplanned Arrivals (PBIs),Cancelled Arrivals (PBIs),Net Arrivals (PBIs),Services (PBIs),Measured System Size (PBIs),Planned Arrival Rate - alpha (PBIs/day),Unplanned Arrival Rate - epsilon (PBIs/day),Cancelled Rate - gamma (PBIs/day),Service Rate - mu (PBIs/day),Psi,Nu,Zeta,Inventory Days,Strategy,alpha R^2,epsilon R^2,gamma R^2,mu R^2,Date/Time of Analysis,Notes
MTOMCAT,All,1720,2006-11-25 09:35:00,2011-08-12 04:02:00,92,92,18,74,14,78,48,30,0.011,0.045,0.025,0.049,1.581,0.196,0.554,612.245,Catch-up,0.958,0.875,0.858,0.949,2025-03-25 00:15:58.023041,,
