 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,7,4,8,2,7,0
01:00 - 02:00,0,4,3,4,9,1,0
02:00 - 03:00,0,2,1,6,2,2,0
03:00 - 04:00,0,6,4,3,5,2,0
04:00 - 05:00,0,1,6,3,1,3,1
05:00 - 06:00,1,0,5,3,4,1,0
06:00 - 07:00,1,4,6,0,3,4,1
07:00 - 08:00,0,2,1,3,4,0,0
08:00 - 09:00,0,1,2,3,1,1,3
09:00 - 10:00,3,3,6,0,1,2,0
10:00 - 11:00,2,3,2,1,1,0,1
11:00 - 12:00,5,1,6,0,3,1,0
12:00 - 13:00,4,2,9,0,4,2,0
13:00 - 14:00,0,3,4,0,5,3,0
14:00 - 15:00,5,2,5,5,6,0,1
15:00 - 16:00,4,5,7,9,3,0,0
16:00 - 17:00,8,6,3,11,11,1,1
17:00 - 18:00,5,10,2,7,8,0,1
18:00 - 19:00,7,7,7,3,7,1,0
19:00 - 20:00,4,9,8,7,12,0,0
20:00 - 21:00,10,8,8,5,7,1,1
21:00 - 22:00,16,5,7,3,4,0,0
22:00 - 23:00,14,2,9,7,11,1,0
23:00 - 00:00,6,6,17,4,6,2,0
