 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.08,0.01,0.0,0.0,0.05,0.03
01:00 - 02:00,0.0,0.01,0.01,0.03,0.0,0.03,0.02
02:00 - 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00 - 04:00,0.0,0.01,0.0,0.0,0.0,0.0,0.0
04:00 - 05:00,0.0,0.08,0.01,0.0,0.0,0.0,0.0
05:00 - 06:00,0.0,0.26,0.1,0.02,0.0,0.0,0.0
06:00 - 07:00,0.11,0.3,0.26,0.21,0.1,0.0,0.0
07:00 - 08:00,0.72,1.41,0.64,0.56,0.49,0.01,0.02
08:00 - 09:00,1.2,1.65,1.56,1.33,1.16,0.0,0.04
09:00 - 10:00,1.76,1.81,1.86,2.0,1.44,0.03,0.08
10:00 - 11:00,2.24,2.61,3.82,3.18,2.67,0.0,0.1
11:00 - 12:00,2.14,2.46,2.65,2.43,2.14,0.02,0.13
12:00 - 13:00,2.03,2.29,2.65,2.27,2.24,0.04,0.24
13:00 - 14:00,2.22,2.45,2.01,2.04,1.6,0.05,0.16
14:00 - 15:00,2.05,1.98,2.0,1.66,1.34,0.16,0.07
15:00 - 16:00,1.75,1.5,1.34,1.32,1.42,0.18,0.03
16:00 - 17:00,1.09,1.43,1.09,0.99,1.03,0.21,0.03
17:00 - 18:00,0.57,0.78,0.6,0.63,0.58,0.25,0.03
18:00 - 19:00,0.16,0.2,0.35,0.14,0.05,0.01,0.02
19:00 - 20:00,0.03,0.29,0.02,0.03,0.06,0.03,0.02
20:00 - 21:00,0.07,0.32,0.1,0.02,0.03,0.05,0.16
21:00 - 22:00,0.02,0.23,0.03,0.08,0.13,0.05,0.11
22:00 - 23:00,0.03,0.07,0.03,0.12,0.12,0.03,0.03
23:00 - 00:00,0.02,0.05,0.03,0.04,0.14,0.03,0.01
