 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,1,0,2,1,1,0
01:00 - 02:00,2,0,0,1,3,0,0
02:00 - 03:00,0,1,0,0,0,0,0
03:00 - 04:00,0,0,1,2,0,0,1
04:00 - 05:00,1,0,1,0,0,0,0
05:00 - 06:00,1,0,2,1,2,0,0
06:00 - 07:00,1,7,5,1,4,0,0
07:00 - 08:00,9,4,6,2,10,0,0
08:00 - 09:00,7,18,4,4,13,0,0
09:00 - 10:00,10,10,8,12,5,0,0
10:00 - 11:00,3,12,7,4,5,0,0
11:00 - 12:00,5,6,17,8,9,0,0
12:00 - 13:00,15,8,22,22,19,0,2
13:00 - 14:00,7,29,16,19,8,0,0
14:00 - 15:00,5,17,21,15,8,0,1
15:00 - 16:00,12,14,29,18,19,0,0
16:00 - 17:00,8,8,14,11,3,0,0
17:00 - 18:00,7,7,7,3,2,0,0
18:00 - 19:00,5,9,10,3,5,0,0
19:00 - 20:00,1,14,7,6,5,0,0
20:00 - 21:00,0,10,3,11,3,0,0
21:00 - 22:00,2,3,4,2,1,0,0
22:00 - 23:00,1,1,3,1,5,0,0
23:00 - 00:00,2,0,1,4,0,0,1
