 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1.26,1.18,1.89,0.79,0.79,0.86,0.24
01:00 - 02:00,0.31,1.26,1.18,1.1,1.1,0.55,0.16
02:00 - 03:00,0.55,0.39,0.63,0.63,1.34,0.31,0.16
03:00 - 04:00,0.39,0.31,0.39,0.71,0.31,0.71,0.31
04:00 - 05:00,0.31,1.26,0.63,0.94,0.55,0.31,0.24
05:00 - 06:00,0.08,1.26,1.34,0.39,0.71,0.55,0.39
06:00 - 07:00,0.08,0.94,0.55,0.47,0.31,0.24,0.39
07:00 - 08:00,0.08,0.94,0.63,0.55,0.31,0.31,0.24
08:00 - 09:00,0.39,0.94,0.31,0.94,0.24,0.39,0.08
09:00 - 10:00,0.16,0.16,0.55,0.08,0.24,0.08,0.08
10:00 - 11:00,0.08,0.08,0.31,0.31,0.55,0.0,0.16
11:00 - 12:00,0.39,0.71,0.24,0.16,0.39,0.24,0.24
12:00 - 13:00,0.47,0.08,0.47,0.39,0.08,0.47,0.16
13:00 - 14:00,0.47,0.08,0.16,0.31,0.24,0.0,0.08
14:00 - 15:00,0.39,0.24,0.08,0.86,0.24,0.16,0.71
15:00 - 16:00,0.16,0.55,0.55,1.1,0.63,0.24,0.71
16:00 - 17:00,0.16,0.55,1.34,0.79,0.31,0.31,0.39
17:00 - 18:00,1.02,0.55,1.1,0.47,0.79,0.31,0.16
18:00 - 19:00,0.79,1.02,1.34,0.39,0.63,0.31,0.39
19:00 - 20:00,1.34,1.1,1.49,0.63,0.86,0.39,0.71
20:00 - 21:00,0.71,1.02,0.79,0.63,1.49,0.08,0.39
21:00 - 22:00,0.86,1.57,1.73,1.02,0.71,0.47,0.24
22:00 - 23:00,1.26,1.26,1.73,1.18,1.34,0.39,0.47
23:00 - 00:00,1.26,1.41,1.57,1.34,1.49,0.08,0.55
