 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.99,1.13,1.46,0.73,1.06,0.6,0.33
01:00 - 02:00,0.99,0.4,0.53,0.6,0.73,0.46,0.07
02:00 - 03:00,0.53,0.46,0.73,0.6,0.73,0.2,0.33
03:00 - 04:00,0.46,0.4,0.26,0.4,0.46,0.26,0.2
04:00 - 05:00,0.26,0.66,0.33,0.33,0.33,0.2,0.13
05:00 - 06:00,0.07,0.6,0.66,0.4,0.53,0.4,0.2
06:00 - 07:00,0.07,0.86,0.13,0.46,0.2,0.2,1.32
07:00 - 08:00,0.26,0.53,0.53,0.66,0.07,0.07,0.46
08:00 - 09:00,0.13,0.79,0.2,0.73,0.0,0.07,0.07
09:00 - 10:00,0.13,0.66,0.2,0.6,0.26,0.07,0.13
10:00 - 11:00,0.53,0.4,0.4,0.73,0.46,0.4,0.07
11:00 - 12:00,0.26,0.73,0.6,0.26,0.46,0.6,0.2
12:00 - 13:00,0.66,0.33,0.46,0.46,0.26,0.4,0.13
13:00 - 14:00,0.53,0.53,0.73,0.46,0.2,0.4,0.2
14:00 - 15:00,0.66,0.6,0.46,0.99,0.53,0.33,0.4
15:00 - 16:00,0.46,0.86,0.4,0.79,0.66,0.2,0.66
16:00 - 17:00,1.65,0.79,0.93,0.99,0.79,0.46,0.13
17:00 - 18:00,1.19,0.66,0.99,0.86,1.06,0.4,0.46
18:00 - 19:00,1.13,1.06,0.99,0.86,0.79,0.33,0.33
19:00 - 20:00,1.32,1.06,1.13,0.79,0.93,0.53,0.46
20:00 - 21:00,0.86,1.52,1.06,0.86,1.59,0.53,0.26
21:00 - 22:00,0.93,1.52,1.59,1.19,0.53,0.26,0.26
22:00 - 23:00,1.13,1.26,1.06,1.46,0.79,0.46,0.66
23:00 - 00:00,1.19,1.06,0.79,0.99,1.26,0.33,0.6
