 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,7,14,2,19,10,13,5
01:00 - 02:00,8,17,5,4,9,7,7
02:00 - 03:00,11,10,10,6,12,14,8
03:00 - 04:00,12,13,19,29,19,14,11
04:00 - 05:00,10,11,16,17,17,9,19
05:00 - 06:00,9,13,12,19,11,18,1
06:00 - 07:00,8,14,15,6,4,5,18
07:00 - 08:00,7,9,9,5,13,7,5
08:00 - 09:00,6,7,14,16,9,12,9
09:00 - 10:00,5,5,12,7,12,9,7
10:00 - 11:00,6,8,9,11,5,4,8
11:00 - 12:00,3,4,4,15,3,2,3
12:00 - 13:00,5,3,7,18,7,1,2
13:00 - 14:00,1,5,5,3,4,2,2
14:00 - 15:00,2,5,3,3,2,1,3
15:00 - 16:00,2,1,6,7,2,1,6
16:00 - 17:00,0,3,3,7,4,0,2
17:00 - 18:00,2,5,4,6,2,1,2
18:00 - 19:00,6,4,8,2,4,2,5
19:00 - 20:00,3,12,3,2,4,4,2
20:00 - 21:00,6,4,15,8,6,6,7
21:00 - 22:00,4,8,11,8,9,5,3
22:00 - 23:00,8,6,9,10,7,11,9
23:00 - 00:00,11,11,13,14,14,5,7
