 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.49,0.45,0.59,0.66,0.56,0.55,0.53
01:00 - 02:00,0.53,0.41,0.59,0.51,0.52,0.59,0.49
02:00 - 03:00,0.3,0.32,0.36,0.39,0.36,0.35,0.37
03:00 - 04:00,0.17,0.25,0.26,0.29,0.26,0.19,0.21
04:00 - 05:00,0.16,0.21,0.33,0.35,0.23,0.18,0.14
05:00 - 06:00,0.21,0.24,0.27,0.24,0.26,0.21,0.2
06:00 - 07:00,0.12,0.2,0.18,0.22,0.23,0.29,0.19
07:00 - 08:00,0.08,0.25,0.17,0.13,0.18,0.16,0.13
08:00 - 09:00,0.1,0.13,0.13,0.17,0.27,0.14,0.09
09:00 - 10:00,0.26,0.24,0.32,0.27,0.21,0.14,0.07
10:00 - 11:00,0.33,0.41,0.48,0.41,0.31,0.26,0.27
11:00 - 12:00,2.26,0.65,0.87,1.18,0.38,0.1,0.18
12:00 - 13:00,2.59,0.83,0.9,0.59,0.5,0.1,0.1
13:00 - 14:00,1.92,0.73,1.05,0.77,0.96,0.89,0.36
14:00 - 15:00,2.02,1.72,1.38,2.06,1.47,1.13,1.22
15:00 - 16:00,1.14,1.78,1.13,1.07,1.06,0.8,0.74
16:00 - 17:00,0.98,1.0,1.19,1.14,0.94,0.35,0.33
17:00 - 18:00,0.9,1.62,1.12,1.15,1.48,0.54,0.58
18:00 - 19:00,0.85,1.31,0.9,1.19,0.96,0.55,0.54
19:00 - 20:00,0.8,1.26,0.75,0.7,0.79,0.5,0.44
20:00 - 21:00,0.64,0.74,0.61,0.64,0.54,0.54,0.56
21:00 - 22:00,0.57,0.67,0.79,0.63,0.66,0.48,0.49
22:00 - 23:00,0.44,0.5,0.63,0.67,0.62,0.49,0.5
23:00 - 00:00,0.52,0.56,0.57,0.51,0.53,0.57,0.55
