 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1,0,0,0,0,0,0
01:00 - 02:00,0,0,0,0,0,0,0
02:00 - 03:00,0,0,0,0,0,0,0
03:00 - 04:00,0,0,0,0,0,0,0
04:00 - 05:00,0,0,0,0,0,0,0
05:00 - 06:00,0,0,0,0,0,0,0
06:00 - 07:00,0,0,2,0,0,0,0
07:00 - 08:00,3,2,10,4,2,0,0
08:00 - 09:00,7,9,17,5,7,0,0
09:00 - 10:00,16,11,8,16,6,0,0
10:00 - 11:00,19,16,17,11,7,0,0
11:00 - 12:00,14,18,13,10,17,0,0
12:00 - 13:00,19,10,18,9,13,0,0
13:00 - 14:00,11,51,25,19,22,0,0
14:00 - 15:00,20,35,19,11,22,0,0
15:00 - 16:00,20,20,7,8,16,1,0
16:00 - 17:00,4,5,4,13,10,0,0
17:00 - 18:00,1,4,2,0,1,0,0
18:00 - 19:00,0,1,1,0,1,0,0
19:00 - 20:00,0,0,0,1,0,0,0
20:00 - 21:00,1,0,0,0,0,0,0
21:00 - 22:00,0,0,0,0,3,1,0
22:00 - 23:00,0,1,0,3,0,1,0
23:00 - 00:00,0,0,0,0,0,0,0
