System,Group,Duration Analysed (days),Start Date & Time (date),End Date & Time (date),Total PBIs (PBIs),Filtered PBIs (PBIs),Planned Arrivals (PBIs),Unplanned Arrivals (PBIs),Cancelled Arrivals (PBIs),Net Arrivals (PBIs),Services (PBIs),Measured System Size (PBIs),Planned Arrival Rate - alpha (PBIs/day),Unplanned Arrival Rate - epsilon (PBIs/day),Cancelled Rate - gamma (PBIs/day),Service Rate - mu (PBIs/day),Psi,Nu,Zeta,Inventory Days,Strategy,alpha R^2,epsilon R^2,gamma,mu R^2,Date/Time of Analysis,Notes
JBEE,Last100,50,2021-08-03 15:10:41,2021-09-22 15:42:42, , ,1,2,1,N/A,3,-2,NaN,0.02,NaN,0.03,NaN,NaN,NaN,NaN,Scale-up,NaN,1.0,NaN,0.75,2025-03-17 21:54:43.471636,,
