 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.3,1.52,1.18,1.18,1.3,0.91,0.18
01:00 - 02:00,0.2,0.77,0.59,1.02,0.77,0.5,0.16
02:00 - 03:00,0.3,0.39,0.41,0.3,0.52,0.36,0.07
03:00 - 04:00,0.3,0.46,0.5,0.41,0.46,0.32,0.07
04:00 - 05:00,0.39,0.59,0.55,0.68,0.77,0.46,0.09
05:00 - 06:00,0.32,0.61,0.66,0.96,0.77,0.3,0.05
06:00 - 07:00,0.11,0.61,0.34,0.41,0.25,0.18,0.11
07:00 - 08:00,0.02,0.18,0.25,0.16,0.16,0.2,0.09
08:00 - 09:00,0.07,0.14,0.09,0.2,0.11,0.02,0.11
09:00 - 10:00,0.09,0.07,0.0,0.09,0.09,0.05,0.0
10:00 - 11:00,0.02,0.07,0.0,0.07,0.0,0.05,0.0
11:00 - 12:00,0.07,0.09,0.05,0.07,0.02,0.05,0.0
12:00 - 13:00,0.02,0.05,0.07,0.02,0.02,0.0,0.07
13:00 - 14:00,0.02,0.07,0.11,0.23,0.09,0.05,0.09
14:00 - 15:00,0.2,0.23,0.57,0.39,0.52,0.02,0.05
15:00 - 16:00,0.91,0.96,0.84,1.12,1.3,0.11,0.02
16:00 - 17:00,1.27,1.78,2.18,1.8,1.39,0.07,0.14
17:00 - 18:00,1.78,2.05,1.8,1.96,2.0,0.09,0.09
18:00 - 19:00,1.27,1.21,1.21,1.37,1.59,0.11,0.18
19:00 - 20:00,0.84,0.98,0.98,1.07,1.02,0.14,0.18
20:00 - 21:00,1.5,1.27,1.39,1.27,1.91,0.16,0.16
21:00 - 22:00,2.03,1.34,2.12,1.66,1.91,0.18,0.25
22:00 - 23:00,1.59,1.09,1.96,1.73,1.55,0.16,0.23
23:00 - 00:00,1.68,1.23,1.8,1.46,1.64,0.32,0.3
