 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.16,0.08,0.25,0.08,0.07,0.02,0.0
01:00 - 02:00,0.2,0.34,0.21,0.25,0.33,0.03,0.02
02:00 - 03:00,0.15,0.44,0.21,0.34,0.38,0.03,0.02
03:00 - 04:00,0.39,0.48,0.41,0.48,0.48,0.0,0.0
04:00 - 05:00,0.95,0.98,0.89,0.94,0.59,0.02,0.0
05:00 - 06:00,0.98,1.2,1.56,1.23,1.15,0.02,0.0
06:00 - 07:00,1.16,1.38,1.44,1.44,1.41,0.03,0.0
07:00 - 08:00,0.84,1.18,1.08,1.21,1.38,0.0,0.05
08:00 - 09:00,1.2,1.26,1.2,1.35,1.21,0.05,0.03
09:00 - 10:00,1.54,2.07,1.87,1.99,1.41,0.03,0.03
10:00 - 11:00,1.48,2.12,2.36,2.54,1.82,0.03,0.07
11:00 - 12:00,1.71,1.67,1.77,2.07,1.71,0.02,0.05
12:00 - 13:00,0.98,1.23,1.31,1.2,1.87,0.02,0.1
13:00 - 14:00,1.26,1.39,1.66,1.43,1.3,0.07,0.1
14:00 - 15:00,1.2,1.1,1.02,1.0,1.1,0.0,0.05
15:00 - 16:00,1.18,0.85,1.03,0.61,0.72,0.02,0.02
16:00 - 17:00,0.64,1.21,0.74,0.53,0.44,0.0,0.07
17:00 - 18:00,0.56,0.28,0.48,0.39,0.26,0.0,0.05
18:00 - 19:00,0.25,0.34,0.51,0.23,0.28,0.02,0.0
19:00 - 20:00,0.34,0.23,0.25,0.25,0.15,0.0,0.07
20:00 - 21:00,0.13,0.31,0.26,0.21,0.08,0.0,0.03
21:00 - 22:00,0.25,0.26,0.21,0.23,0.05,0.0,0.1
22:00 - 23:00,0.21,0.3,0.21,0.18,0.05,0.0,0.13
23:00 - 00:00,0.16,0.23,0.15,0.16,0.02,0.0,0.1
