 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,1,1,0,0,0
01:00 - 02:00,0,1,3,0,0,0,0
02:00 - 03:00,1,0,1,0,0,0,0
03:00 - 04:00,1,1,1,3,0,0,0
04:00 - 05:00,0,1,0,3,0,0,0
05:00 - 06:00,1,2,3,3,3,0,0
06:00 - 07:00,1,7,1,6,1,0,0
07:00 - 08:00,0,3,5,7,3,0,2
08:00 - 09:00,6,12,1,5,1,0,0
09:00 - 10:00,6,6,20,6,6,4,2
10:00 - 11:00,5,13,13,6,10,1,0
11:00 - 12:00,4,17,2,13,8,0,1
12:00 - 13:00,19,15,12,21,9,0,0
13:00 - 14:00,30,17,19,19,10,0,1
14:00 - 15:00,35,21,15,35,10,2,0
15:00 - 16:00,36,15,15,11,15,0,0
16:00 - 17:00,18,7,11,26,11,1,1
17:00 - 18:00,9,3,14,2,8,0,0
18:00 - 19:00,4,4,7,4,3,0,0
19:00 - 20:00,8,11,5,7,3,0,0
20:00 - 21:00,0,1,14,0,1,0,0
21:00 - 22:00,1,1,4,3,0,0,1
22:00 - 23:00,0,1,0,0,0,0,0
23:00 - 00:00,0,1,1,0,0,0,0
