System,Group,Duration Analysed (days),Start Date & Time (date),End Date & Time (date),Total PBIs (PBIs),Filtered PBIs (PBIs),Planned Arrivals (PBIs),Unplanned Arrivals (PBIs),Cancelled Arrivals (PBIs),Net Arrivals (PBIs),Services (PBIs),Measured System Size (PBIs),Planned Arrival Rate - alpha (PBIs/day),Unplanned Arrival Rate - epsilon (PBIs/day),Cancelled Rate - gamma (PBIs/day),Service Rate - mu (PBIs/day),Net Arrival Rate - lambda (PBIs/day),LS Arrival Rate - lambda_LS (PBIs/day),Psi,Nu,Zeta,Inventory Days,Strategy,Inter-service rate (Days/PBI),alpha R^2,epsilon R^2,gamma,mu R^2,Date/Time of Analysis,Notes
JENA,Last100,99,2021-09-27 07:13:07,2022-01-04 22:58:15, , ,25,46,7,N/A,59,4,0.239,0.413,0.073,0.518,0.579,0.553,0.895,0.367,0.888,281.853,Scale-up,1.931,0.684,0.985,0.91,0.957,2025-06-17 02:58:49.995195,,
