 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.26,0.64,0.64,0.9,0.39,0.77,0.26
01:00 - 02:00,0.26,0.64,0.9,0.39,1.54,0.51,0.39
02:00 - 03:00,0.0,0.77,0.9,0.9,1.03,0.51,0.64
03:00 - 04:00,0.39,0.39,1.16,1.16,0.77,0.77,0.0
04:00 - 05:00,0.0,0.77,0.77,0.9,1.03,0.39,0.0
05:00 - 06:00,0.39,0.51,0.64,0.39,0.51,0.51,0.0
06:00 - 07:00,0.0,0.77,0.64,0.64,1.29,0.64,0.39
07:00 - 08:00,0.0,0.77,1.67,1.03,0.26,0.77,0.13
08:00 - 09:00,0.51,0.26,0.64,1.16,0.51,0.39,0.39
09:00 - 10:00,0.26,0.77,0.77,1.03,0.77,0.64,0.13
10:00 - 11:00,0.0,0.9,0.51,0.64,0.77,0.77,0.13
11:00 - 12:00,0.26,0.39,0.51,0.13,1.54,0.26,0.13
12:00 - 13:00,0.39,0.26,0.13,0.39,0.9,0.51,0.26
13:00 - 14:00,0.26,0.77,0.9,0.64,1.29,0.77,0.13
14:00 - 15:00,0.13,0.0,0.39,0.77,0.39,0.39,0.26
15:00 - 16:00,0.51,0.64,1.03,0.51,0.9,0.26,0.39
16:00 - 17:00,0.51,0.9,0.77,0.64,1.16,0.0,0.13
17:00 - 18:00,0.77,0.39,0.64,1.16,0.13,0.0,0.0
18:00 - 19:00,1.16,1.29,0.64,0.77,1.42,0.26,0.26
19:00 - 20:00,0.51,0.77,1.03,0.64,0.51,0.39,0.26
20:00 - 21:00,0.51,0.26,0.39,0.77,0.51,0.0,0.13
21:00 - 22:00,0.9,1.03,0.51,0.51,1.54,0.51,0.51
22:00 - 23:00,0.64,0.77,1.03,1.42,0.39,0.13,0.26
23:00 - 00:00,1.03,0.64,1.67,1.8,1.16,0.26,0.51
