 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,8,1,0,6,6,1,4
01:00 - 02:00,8,1,2,3,7,1,1
02:00 - 03:00,2,0,3,4,1,0,0
03:00 - 04:00,0,1,2,4,1,3,0
04:00 - 05:00,0,1,0,0,0,0,0
05:00 - 06:00,1,1,3,2,0,0,0
06:00 - 07:00,6,5,4,3,4,1,0
07:00 - 08:00,9,5,8,2,5,0,2
08:00 - 09:00,12,9,9,7,7,5,2
09:00 - 10:00,10,10,17,10,14,6,10
10:00 - 11:00,19,9,10,13,13,14,10
11:00 - 12:00,8,13,8,14,10,14,3
12:00 - 13:00,6,6,12,11,7,15,16
13:00 - 14:00,19,11,10,5,17,2,5
14:00 - 15:00,17,11,13,7,17,13,6
15:00 - 16:00,13,10,8,15,7,2,7
16:00 - 17:00,6,5,8,9,5,6,5
17:00 - 18:00,4,9,3,9,6,6,8
18:00 - 19:00,9,13,12,19,16,8,5
19:00 - 20:00,12,15,8,8,16,5,22
20:00 - 21:00,21,18,6,5,10,10,24
21:00 - 22:00,19,11,12,16,7,4,6
22:00 - 23:00,5,9,9,5,14,9,11
23:00 - 00:00,8,5,3,5,12,9,3
