 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1.66,1.77,1.72,1.77,1.72,0.02,0.0
01:00 - 02:00,1.75,1.26,1.66,1.65,0.83,0.0,0.0
02:00 - 03:00,1.07,0.82,1.07,0.73,1.1,0.0,0.0
03:00 - 04:00,4.76,2.09,1.72,2.74,0.92,0.0,0.0
04:00 - 05:00,3.98,1.55,1.68,3.02,1.22,0.0,0.02
05:00 - 06:00,1.29,2.04,1.31,2.82,0.95,0.0,0.0
06:00 - 07:00,1.07,1.58,1.14,4.59,0.7,0.02,0.02
07:00 - 08:00,0.68,1.09,0.68,1.1,4.03,0.02,0.0
08:00 - 09:00,0.63,0.48,0.42,0.25,1.33,0.02,0.07
09:00 - 10:00,0.44,1.07,0.22,0.8,0.15,0.0,0.0
10:00 - 11:00,0.59,0.97,0.19,0.46,0.27,0.03,0.02
11:00 - 12:00,0.34,0.29,0.34,0.32,2.55,0.02,0.03
12:00 - 13:00,0.31,0.15,0.44,0.2,0.29,0.07,0.02
13:00 - 14:00,2.02,0.19,0.27,0.31,0.17,0.0,0.02
14:00 - 15:00,0.15,0.12,0.2,0.2,0.27,0.0,0.0
15:00 - 16:00,0.17,0.17,0.17,0.14,0.17,0.0,0.0
16:00 - 17:00,0.17,0.22,0.08,0.08,0.02,0.0,0.0
17:00 - 18:00,0.05,0.07,0.05,0.1,0.03,0.02,0.0
18:00 - 19:00,0.07,0.1,0.08,0.03,0.03,0.02,0.0
19:00 - 20:00,0.03,0.02,0.12,0.05,0.02,0.0,0.0
20:00 - 21:00,0.03,0.07,0.03,0.15,0.07,0.02,0.02
21:00 - 22:00,0.15,0.19,0.42,0.2,0.02,0.0,0.22
22:00 - 23:00,1.16,0.63,0.56,0.61,0.07,0.0,0.59
23:00 - 00:00,1.77,0.82,0.82,0.92,0.02,0.0,1.07
