 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,0,0,0,0,0
01:00 - 02:00,0,0,0,0,0,0,0
02:00 - 03:00,0,0,0,0,3,0,0
03:00 - 04:00,0,0,0,0,0,0,0
04:00 - 05:00,0,0,0,0,0,0,0
05:00 - 06:00,0,0,0,0,0,0,0
06:00 - 07:00,0,1,0,0,0,0,0
07:00 - 08:00,0,0,0,0,0,0,0
08:00 - 09:00,1,2,5,1,2,0,0
09:00 - 10:00,20,13,19,8,18,0,0
10:00 - 11:00,20,14,30,24,26,0,1
11:00 - 12:00,23,37,22,30,27,0,0
12:00 - 13:00,14,24,23,21,25,0,0
13:00 - 14:00,14,20,20,36,81,0,0
14:00 - 15:00,20,39,26,34,131,0,0
15:00 - 16:00,14,36,17,26,79,0,1
16:00 - 17:00,15,32,15,24,20,0,3
17:00 - 18:00,15,19,7,9,1,0,0
18:00 - 19:00,3,8,2,1,1,0,0
19:00 - 20:00,0,3,0,0,0,0,1
20:00 - 21:00,0,0,0,0,0,0,1
21:00 - 22:00,1,1,0,1,0,0,0
22:00 - 23:00,4,0,1,0,0,0,0
23:00 - 00:00,4,0,0,0,0,0,0
