Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
SHUTPROSEVEN-146,109820,SHUTPROSEVEN,,software,Closed,New Feature,31/08/2012 11:29,26/11/2012 13:04
SHUTPROSEVEN-145,109819,SHUTPROSEVEN,,software,Closed,Improvement,31/08/2012 11:26,26/11/2012 13:04
SHUTPROSEVEN-144,109818,SHUTPROSEVEN,,software,Closed,Improvement,31/08/2012 11:23,26/11/2012 13:04
SHUTPROSEVEN-143,109817,SHUTPROSEVEN,,software,Closed,Improvement,31/08/2012 11:21,26/11/2012 13:05
SHUTPROSEVEN-142,104081,SHUTPROSEVEN,,software,Closed,Bug,28/06/2012 11:22,04/07/2012 10:45
SHUTPROSEVEN-141,103123,SHUTPROSEVEN,,software,Closed,Task,20/06/2012 09:22,27/11/2012 09:30
SHUTPROSEVEN-140,103122,SHUTPROSEVEN,,software,Closed,Task,20/06/2012 09:15,27/11/2012 09:32
SHUTPROSEVEN-139,103121,SHUTPROSEVEN,,software,Closed,Task,20/06/2012 09:11,27/11/2012 09:32
SHUTPROSEVEN-138,102195,SHUTPROSEVEN,,software,Closed,Bug,13/06/2012 09:22,13/06/2012 11:09
SHUTPROSEVEN-137,102194,SHUTPROSEVEN,,software,Closed,Task,13/06/2012 09:17,13/06/2012 12:57
SHUTPROSEVEN-136,102021,SHUTPROSEVEN,,software,Closed,Task,11/06/2012 14:56,28/06/2012 12:17
SHUTPROSEVEN-135,101904,SHUTPROSEVEN,,software,Closed,Bug,08/06/2012 08:30,11/06/2012 11:09
SHUTPROSEVEN-134,101903,SHUTPROSEVEN,,software,Closed,Bug,08/06/2012 08:26,11/06/2012 11:09
SHUTPROSEVEN-133,101902,SHUTPROSEVEN,,software,Closed,Bug,08/06/2012 08:24,11/06/2012 12:32
SHUTPROSEVEN-132,101901,SHUTPROSEVEN,,software,Closed,Improvement,08/06/2012 08:20,27/11/2012 09:31
