Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
GOODTHREEPRO-188,148635,GOODTHREEPRO,,software,Open,Task,23/09/2013 14:03,
GOODTHREEPRO-187,87028,GOODTHREEPRO,,software,Resolved,Task,02/01/2012 11:51,05/11/2012 19:10
GOODTHREEPRO-186,75102,GOODTHREEPRO,,software,Resolved,Task,31/08/2011 14:17,23/01/2012 10:21
GOODTHREEPRO-183,74008,GOODTHREEPRO,,software,Resolved,Task,19/08/2011 22:16,29/08/2011 16:50
GOODTHREEPRO-182,74007,GOODTHREEPRO,,software,Resolved,Bug,19/08/2011 22:04,19/08/2011 22:05
GOODTHREEPRO-181,74006,GOODTHREEPRO,,software,Resolved,Bug,19/08/2011 22:02,19/08/2011 22:06
GOODTHREEPRO-179,73145,GOODTHREEPRO,,software,Resolved,Task,09/08/2011 14:14,12/08/2011 14:26
GOODTHREEPRO-178,73133,GOODTHREEPRO,,software,Resolved,Bug,09/08/2011 13:33,09/08/2011 13:41
GOODTHREEPRO-177,72883,GOODTHREEPRO,,software,Resolved,New Feature,05/08/2011 17:17,17/08/2011 19:38
GOODTHREEPRO-176,72707,GOODTHREEPRO,,software,Closed,Bug,03/08/2011 14:38,13/02/2012 09:54
GOODTHREEPRO-175,72703,GOODTHREEPRO,,software,Resolved,Bug,03/08/2011 14:11,03/08/2011 14:13
GOODTHREEPRO-174,72655,GOODTHREEPRO,,software,Resolved,Bug,03/08/2011 11:12,08/08/2011 12:33
GOODTHREEPRO-173,72573,GOODTHREEPRO,,software,Resolved,Task,02/08/2011 13:58,08/02/2012 14:09
GOODTHREEPRO-172,72395,GOODTHREEPRO,,software,Resolved,Bug,29/07/2011 16:40,09/08/2011 14:02
GOODTHREEPRO-171,72373,GOODTHREEPRO,,software,Resolved,Task,29/07/2011 14:52,15/09/2011 12:30
GOODTHREEPRO-170,72060,GOODTHREEPRO,,software,Resolved,Task,26/07/2011 11:02,30/08/2011 15:44
GOODTHREEPRO-169,71981,GOODTHREEPRO,,software,Resolved,Task,25/07/2011 13:26,09/08/2011 14:09
GOODTHREEPRO-168,71978,GOODTHREEPRO,,software,Resolved,Task,25/07/2011 13:09,25/07/2011 14:39
GOODTHREEPRO-167,71908,GOODTHREEPRO,,software,Resolved,Task,22/07/2011 18:38,19/08/2011 22:07
GOODTHREEPRO-166,67769,GOODTHREEPRO,,software,Resolved,Task,15/07/2011 17:31,19/08/2011 22:06
GOODTHREEPRO-165,63544,GOODTHREEPRO,,software,Resolved,New Feature,07/07/2011 15:26,17/08/2011 18:46
GOODTHREEPRO-162,60872,GOODTHREEPRO,,software,Resolved,Task,29/06/2011 12:15,19/07/2011 12:53
GOODTHREEPRO-159,60868,GOODTHREEPRO,,software,Closed,New Feature,29/06/2011 12:11,11/07/2011 15:12
GOODTHREEPRO-158,60865,GOODTHREEPRO,,software,Resolved,New Feature,29/06/2011 12:09,08/07/2011 09:47
