Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
DTHPFB-77,151299,DTHPFB,,software,Closed,Sub-task,21/10/2013 15:25,22/08/2014 14:20
DTHPFB-76,150525,DTHPFB,,software,Closed,Sub-task,14/10/2013 09:45,22/08/2014 14:20
DTHPFB-75,149141,DTHPFB,,software,Closed,Bug,27/09/2013 13:00,22/08/2014 14:20
DTHPFB-74,149046,DTHPFB,,software,Resolved,Sub-task,26/09/2013 13:16,30/09/2013 16:15
DTHPFB-73,148232,DTHPFB,,software,Resolved,Sub-task,17/09/2013 13:42,20/09/2013 12:26
DTHPFB-72,148231,DTHPFB,,software,Resolved,Sub-task,17/09/2013 13:41,20/09/2013 12:26
DTHPFB-71,147805,DTHPFB,,software,Closed,Sub-task,11/09/2013 10:44,17/09/2013 13:43
DTHPFB-70,147804,DTHPFB,,software,Closed,Sub-task,11/09/2013 10:43,17/09/2013 14:45
DTHPFB-69,147460,DTHPFB,,software,Closed,Sub-task,05/09/2013 12:08,17/09/2013 15:23
DTHPFB-68,146348,DTHPFB,,software,Closed,Sub-task,20/08/2013 12:27,20/08/2013 14:11
DTHPFB-67,146331,DTHPFB,,software,Closed,Sub-task,20/08/2013 11:18,17/09/2013 13:44
DTHPFB-66,145853,DTHPFB,,software,Closed,Sub-task,09/08/2013 15:02,09/08/2013 15:03
DTHPFB-65,145764,DTHPFB,,software,Closed,Sub-task,08/08/2013 14:39,17/09/2013 13:44
DTHPFB-64,142677,DTHPFB,,software,Closed,Sub-task,28/06/2013 14:43,28/06/2013 16:05
DTHPFB-63,141223,DTHPFB,,software,Closed,Sub-task,10/06/2013 09:37,28/06/2013 13:08
DTHPFB-61,140122,DTHPFB,,software,Closed,Sub-task,23/05/2013 11:48,31/07/2013 12:13
DTHPFB-60,140121,DTHPFB,,software,Closed,Sub-task,23/05/2013 11:37,25/06/2013 09:12
DTHPFB-59,140119,DTHPFB,,software,Closed,Sub-task,23/05/2013 11:36,06/06/2013 15:20
DTHPFB-58,140117,DTHPFB,,software,Closed,Sub-task,23/05/2013 11:33,23/05/2013 19:04
DTHPFB-57,139652,DTHPFB,,software,Closed,Sub-task,16/05/2013 15:29,17/09/2013 13:43
DTHPFB-56,139651,DTHPFB,,software,Closed,Task,16/05/2013 15:27,22/08/2014 14:21
DTHPFB-55,135571,DTHPFB,,software,Resolved,Sub-task,25/03/2013 18:11,26/03/2013 12:47
DTHPFB-54,135448,DTHPFB,,software,Closed,Task,25/03/2013 10:49,22/08/2014 14:22
DTHPFB-53,134591,DTHPFB,,software,Closed,Bug,14/03/2013 18:59,26/03/2013 17:48
DTHPFB-52,134295,DTHPFB,,software,Closed,Sub-task,12/03/2013 15:27,22/08/2014 14:21
DTHPFB-51,133922,DTHPFB,,software,Closed,Sub-task,07/03/2013 14:41,22/08/2014 14:22
DTHPFB-50,133885,DTHPFB,,software,Resolved,Sub-task,07/03/2013 12:12,08/03/2013 13:32
DTHPFB-49,133438,DTHPFB,,software,Resolved,Sub-task,04/03/2013 11:27,05/03/2013 11:04
DTHPFB-48,133436,DTHPFB,,software,Resolved,Sub-task,04/03/2013 11:15,12/03/2013 09:10
DTHPFB-47,133383,DTHPFB,,software,Resolved,Sub-task,01/03/2013 16:25,06/03/2013 16:32
DTHPFB-46,133304,DTHPFB,,software,Closed,Bug,01/03/2013 09:49,22/08/2014 14:21
DTHPFB-45,133123,DTHPFB,,software,Closed,Sub-task,27/02/2013 14:45,22/08/2014 14:21
