Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
IPTVMIDDLEWARE-259,35877,IPTVMIDDLEWARE,,software,Closed,Task,30/07/2010 09:11,23/11/2010 17:54
IPTVMIDDLEWARE-258,35876,IPTVMIDDLEWARE,,software,Resolved,Task,30/07/2010 09:10,30/09/2010 11:09
IPTVMIDDLEWARE-257,35106,IPTVMIDDLEWARE,,software,Resolved,Improvement,14/07/2010 13:41,16/07/2010 14:45
IPTVMIDDLEWARE-256,35105,IPTVMIDDLEWARE,,software,Resolved,New Feature,14/07/2010 13:40,19/07/2010 16:26
IPTVMIDDLEWARE-255,35004,IPTVMIDDLEWARE,,software,Resolved,New Feature,13/07/2010 13:58,16/07/2010 10:01
IPTVMIDDLEWARE-254,34865,IPTVMIDDLEWARE,,software,Closed,Bug,09/07/2010 14:49,
IPTVMIDDLEWARE-253,34842,IPTVMIDDLEWARE,,software,Resolved,New Feature,09/07/2010 12:44,16/07/2010 11:32
IPTVMIDDLEWARE-252,34787,IPTVMIDDLEWARE,,software,Closed,Bug,08/07/2010 14:05,
IPTVMIDDLEWARE-251,34678,IPTVMIDDLEWARE,,software,Resolved,Task,07/07/2010 11:00,08/07/2010 09:45
IPTVMIDDLEWARE-250,34609,IPTVMIDDLEWARE,,software,Closed,Task,06/07/2010 11:27,13/01/2011 13:13
IPTVMIDDLEWARE-249,34301,IPTVMIDDLEWARE,,software,Resolved,Bug,30/06/2010 15:26,19/07/2010 13:59
IPTVMIDDLEWARE-248,34180,IPTVMIDDLEWARE,,software,Resolved,Bug,29/06/2010 13:14,16/07/2010 12:08
IPTVMIDDLEWARE-247,34165,IPTVMIDDLEWARE,,software,Resolved,Improvement,29/06/2010 11:23,02/07/2010 15:14
IPTVMIDDLEWARE-246,34164,IPTVMIDDLEWARE,,software,Resolved,Bug,29/06/2010 11:20,02/07/2010 11:18
IPTVMIDDLEWARE-245,34154,IPTVMIDDLEWARE,,software,Resolved,Bug,29/06/2010 10:22,02/07/2010 11:19
IPTVMIDDLEWARE-244,34144,IPTVMIDDLEWARE,,software,Resolved,Bug,29/06/2010 09:16,08/07/2010 14:06
IPTVMIDDLEWARE-243,34143,IPTVMIDDLEWARE,,software,Resolved,Bug,29/06/2010 09:11,16/07/2010 15:01
IPTVMIDDLEWARE-242,34142,IPTVMIDDLEWARE,,software,Closed,Bug,29/06/2010 09:07,
IPTVMIDDLEWARE-241,34058,IPTVMIDDLEWARE,,software,Closed,Task,28/06/2010 10:13,03/04/2015 08:48
IPTVMIDDLEWARE-240,34009,IPTVMIDDLEWARE,,software,Closed,Bug,25/06/2010 17:11,29/06/2010 08:57
IPTVMIDDLEWARE-239,33997,IPTVMIDDLEWARE,,software,Closed,Bug,25/06/2010 15:23,
IPTVMIDDLEWARE-238,33993,IPTVMIDDLEWARE,,software,Closed,New Feature,25/06/2010 14:59,25/11/2010 16:41
IPTVMIDDLEWARE-237,33960,IPTVMIDDLEWARE,,software,Closed,Task,25/06/2010 09:18,03/04/2015 08:48
IPTVMIDDLEWARE-236,33938,IPTVMIDDLEWARE,,software,Closed,Task,24/06/2010 16:43,07/07/2010 10:11
IPTVMIDDLEWARE-235,33916,IPTVMIDDLEWARE,,software,Resolved,Task,24/06/2010 13:56,24/06/2010 14:40
IPTVMIDDLEWARE-234,33914,IPTVMIDDLEWARE,,software,Closed,Task,24/06/2010 13:30,
IPTVMIDDLEWARE-233,33906,IPTVMIDDLEWARE,,software,Closed,Bug,24/06/2010 12:53,
IPTVMIDDLEWARE-232,33811,IPTVMIDDLEWARE,,software,Resolved,Bug,23/06/2010 13:27,23/06/2010 17:02
IPTVMIDDLEWARE-231,33751,IPTVMIDDLEWARE,,software,Closed,Bug,23/06/2010 09:27,24/06/2010 10:15
IPTVMIDDLEWARE-230,33709,IPTVMIDDLEWARE,,software,Closed,Bug,22/06/2010 14:30,22/06/2010 16:44
IPTVMIDDLEWARE-229,33706,IPTVMIDDLEWARE,,software,Resolved,Bug,22/06/2010 14:19,23/06/2010 11:54
IPTVMIDDLEWARE-228,33700,IPTVMIDDLEWARE,,software,Closed,Bug,22/06/2010 14:06,23/06/2010 11:53
IPTVMIDDLEWARE-227,33699,IPTVMIDDLEWARE,,software,Closed,Bug,22/06/2010 13:50,24/06/2010 14:17
IPTVMIDDLEWARE-226,33688,IPTVMIDDLEWARE,,software,Closed,Task,22/06/2010 13:15,28/09/2010 08:30
IPTVMIDDLEWARE-225,33647,IPTVMIDDLEWARE,,software,Closed,Bug,22/06/2010 09:54,22/06/2010 16:46
IPTVMIDDLEWARE-224,33350,IPTVMIDDLEWARE,,software,Resolved,Task,16/06/2010 11:13,16/06/2010 11:14
IPTVMIDDLEWARE-223,33344,IPTVMIDDLEWARE,,software,Resolved,Task,16/06/2010 10:27,18/06/2010 15:20
IPTVMIDDLEWARE-222,33087,IPTVMIDDLEWARE,,software,Closed,New Feature,11/06/2010 15:37,11/06/2010 15:38
IPTVMIDDLEWARE-221,32800,IPTVMIDDLEWARE,,software,Closed,Task,08/06/2010 10:27,25/11/2010 16:41
IPTVMIDDLEWARE-220,32799,IPTVMIDDLEWARE,,software,Closed,Task,08/06/2010 10:21,16/06/2010 09:47
IPTVMIDDLEWARE-219,32485,IPTVMIDDLEWARE,,software,Resolved,Task,01/06/2010 12:17,15/06/2011 14:50
IPTVMIDDLEWARE-218,32314,IPTVMIDDLEWARE,,software,Resolved,Task,31/05/2010 11:28,24/06/2010 15:43
