Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
MAFFD-283,524584,MAFFD,,software,Done,Bug,03/05/2018 16:25,
MAFFD-282,504710,MAFFD,,software,Done,Bug,22/02/2018 11:06,
MAFFD-281,503500,MAFFD,,software,Open,Bug,16/02/2018 16:16,
MAFFD-280,502168,MAFFD,,software,Done,Story,13/02/2018 10:43,
MAFFD-279,502165,MAFFD,,software,Done,Task,13/02/2018 10:41,
MAFFD-278,501689,MAFFD,,software,Done,Bug,12/02/2018 10:11,
MAFFD-277,501687,MAFFD,,software,Done,Bug,12/02/2018 10:10,
MAFFD-276,501685,MAFFD,,software,Done,Story,12/02/2018 10:07,
MAFFD-275,501677,MAFFD,,software,Done,Story,12/02/2018 09:59,
MAFFD-274,494233,MAFFD,,software,Done,Story,12/01/2018 13:53,
MAFFD-273,493668,MAFFD,,software,Done,Story,11/01/2018 12:49,
MAFFD-272,493513,MAFFD,,software,Done,Story,10/01/2018 17:21,
MAFFD-271,493411,MAFFD,,software,Ready for Review,Bug,10/01/2018 14:35,
MAFFD-270,493392,MAFFD,,software,Open,Bug,10/01/2018 13:57,
MAFFD-269,493165,MAFFD,,software,Open,Task,09/01/2018 17:10,
MAFFD-268,493054,MAFFD,,software,Done,Bug,09/01/2018 14:15,
MAFFD-267,491184,MAFFD,,software,Done,Bug,03/01/2018 12:19,
MAFFD-266,491161,MAFFD,,software,Done,Bug,03/01/2018 11:59,
MAFFD-265,491146,MAFFD,,software,Done,Bug,03/01/2018 11:33,
MAFFD-264,490984,MAFFD,,software,Done,Bug,02/01/2018 16:11,
MAFFD-263,490983,MAFFD,,software,Done,Bug,02/01/2018 16:06,
MAFFD-262,490982,MAFFD,,software,Done,Bug,02/01/2018 15:59,
MAFFD-261,490978,MAFFD,,software,Done,Bug,02/01/2018 15:19,
MAFFD-260,490971,MAFFD,,software,Done,Bug,02/01/2018 14:36,
MAFFD-259,490899,MAFFD,,software,Done,Story,02/01/2018 10:39,
MAFFD-258,488490,MAFFD,,software,Done,Task,14/12/2017 17:11,
MAFFD-257,488484,MAFFD,,software,Done,Task,14/12/2017 16:57,
