Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
WPRACY-344,138507,WPRACY,,software,Closed,Bug,25/04/2013 19:43,25/04/2013 20:59
WPRACY-343,138441,WPRACY,,software,Closed,Bug,25/04/2013 08:29,25/04/2013 10:08
WPRACY-342,138422,WPRACY,,software,Closed,Improvement,24/04/2013 17:23,25/04/2013 09:51
WPRACY-341,138421,WPRACY,,software,Closed,Improvement,24/04/2013 17:14,25/04/2013 11:46
WPRACY-340,138416,WPRACY,,software,Closed,Improvement,24/04/2013 16:55,25/04/2013 08:03
WPRACY-339,138415,WPRACY,,software,Closed,Improvement,24/04/2013 16:52,25/04/2013 13:49
WPRACY-338,138414,WPRACY,,software,Closed,Bug,24/04/2013 16:46,25/04/2013 07:58
WPRACY-337,138078,WPRACY,,software,Closed,Bug,22/04/2013 01:35,22/04/2013 09:09
WPRACY-336,138077,WPRACY,,software,Closed,Bug,22/04/2013 01:03,22/04/2013 10:00
WPRACY-335,138076,WPRACY,,software,Resolved,Bug,21/04/2013 21:04,22/04/2013 14:40
WPRACY-334,138075,WPRACY,,software,Closed,Bug,21/04/2013 18:47,21/04/2013 20:02
WPRACY-333,138074,WPRACY,,software,Closed,Bug,21/04/2013 17:11,22/04/2013 11:51
WPRACY-332,138073,WPRACY,,software,Closed,Bug,21/04/2013 16:47,21/04/2013 20:07
WPRACY-331,138072,WPRACY,,software,Closed,Bug,21/04/2013 15:36,21/04/2013 19:46
WPRACY-330,138071,WPRACY,,software,Closed,Bug,21/04/2013 15:28,21/04/2013 19:56
WPRACY-329,138070,WPRACY,,software,Resolved,Bug,20/04/2013 19:24,25/04/2013 15:26
WPRACY-328,138069,WPRACY,,software,Closed,Bug,20/04/2013 13:26,21/04/2013 18:48
WPRACY-327,138060,WPRACY,,software,Closed,Improvement,19/04/2013 23:21,21/04/2013 16:27
WPRACY-326,138059,WPRACY,,software,Closed,Improvement,19/04/2013 23:03,21/04/2013 18:22
WPRACY-325,138058,WPRACY,,software,Closed,Improvement,19/04/2013 22:55,20/04/2013 00:28
WPRACY-324,138057,WPRACY,,software,Closed,Improvement,19/04/2013 22:48,21/04/2013 23:04
WPRACY-323,138056,WPRACY,,software,Closed,Improvement,19/04/2013 22:40,22/04/2013 13:07
WPRACY-322,138055,WPRACY,,software,Closed,Question,19/04/2013 22:33,19/04/2013 23:36
WPRACY-321,137945,WPRACY,,software,Closed,Question,19/04/2013 01:58,22/04/2013 14:43
WPRACY-320,137944,WPRACY,,software,Closed,Bug,19/04/2013 01:55,19/04/2013 12:06
WPRACY-319,137943,WPRACY,,software,Closed,Bug,19/04/2013 01:50,19/04/2013 10:11
WPRACY-318,137942,WPRACY,,software,Closed,Question,19/04/2013 01:44,22/04/2013 16:29
WPRACY-317,137941,WPRACY,,software,Closed,Bug,19/04/2013 01:26,22/04/2013 14:39
WPRACY-316,137940,WPRACY,,software,Closed,Bug,19/04/2013 01:18,19/04/2013 13:22
WPRACY-315,137939,WPRACY,,software,Closed,Bug,19/04/2013 00:31,22/04/2013 13:00
WPRACY-314,137938,WPRACY,,software,Closed,Improvement,18/04/2013 23:53,22/04/2013 14:42
WPRACY-313,137937,WPRACY,,software,Closed,Bug,18/04/2013 23:18,19/04/2013 00:38
