Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
TEQCYCLEMA-110,660782,TEQCYCLEMA,,software,Done,Bug,04/02/2020 10:36,04/02/2020 12:29
TEQCYCLEMA-109,660781,TEQCYCLEMA,,software,Done,Bug,04/02/2020 10:33,04/02/2020 12:29
TEQCYCLEMA-108,660779,TEQCYCLEMA,,software,Done,Bug,04/02/2020 10:30,04/02/2020 12:29
TEQCYCLEMA-107,660690,TEQCYCLEMA,,software,To Do,Bug,03/02/2020 15:21,
TEQCYCLEMA-106,660688,TEQCYCLEMA,,software,To Do,Bug,03/02/2020 15:15,
TEQCYCLEMA-105,660487,TEQCYCLEMA,,software,Done,Bug,03/02/2020 09:24,03/02/2020 15:09
TEQCYCLEMA-104,660324,TEQCYCLEMA,,software,Done,Bug,31/01/2020 11:22,05/02/2020 10:29
TEQCYCLEMA-103,660264,TEQCYCLEMA,,software,Done,Bug,31/01/2020 09:13,03/02/2020 15:23
TEQCYCLEMA-102,658836,TEQCYCLEMA,,software,Done,Task,21/01/2020 16:15,04/02/2020 12:25
TEQCYCLEMA-101,658835,TEQCYCLEMA,,software,Done,Task,21/01/2020 16:15,03/02/2020 08:57
TEQCYCLEMA-100,658824,TEQCYCLEMA,,software,Done,Task,21/01/2020 15:43,05/02/2020 10:29
TEQCYCLEMA-99,658818,TEQCYCLEMA,,software,To Do,Epic,21/01/2020 15:31,
TEQCYCLEMA-98,657781,TEQCYCLEMA,,software,Done,Task,15/01/2020 14:06,04/02/2020 12:24
TEQCYCLEMA-97,657780,TEQCYCLEMA,,software,Done,Task,15/01/2020 14:06,31/01/2020 11:05
TEQCYCLEMA-96,657779,TEQCYCLEMA,,software,Done,Task,15/01/2020 14:04,04/02/2020 10:38
TEQCYCLEMA-95,657778,TEQCYCLEMA,,software,Done,Task,15/01/2020 14:04,31/01/2020 11:01
TEQCYCLEMA-94,657777,TEQCYCLEMA,,software,Done,Task,15/01/2020 14:04,04/02/2020 10:39
TEQCYCLEMA-93,657776,TEQCYCLEMA,,software,Done,Task,15/01/2020 14:04,04/02/2020 08:42
TEQCYCLEMA-92,657774,TEQCYCLEMA,,software,To Do,Task,15/01/2020 13:52,
TEQCYCLEMA-91,657768,TEQCYCLEMA,,software,To Do,Sub-task,15/01/2020 13:39,
TEQCYCLEMA-90,657767,TEQCYCLEMA,,software,To Do,Sub-task,15/01/2020 13:39,
TEQCYCLEMA-89,657760,TEQCYCLEMA,,software,Done,Task,15/01/2020 13:24,04/02/2020 10:39
TEQCYCLEMA-88,657759,TEQCYCLEMA,,software,Done,Task,15/01/2020 13:21,05/02/2020 15:12
TEQCYCLEMA-87,657758,TEQCYCLEMA,,software,Done,Task,15/01/2020 13:20,03/02/2020 17:51
