Issue key,Issue id,Project key,Column1,Project type,Status,Issue Type,Created,Resolved
NEDGEX-217,685418,NEDGEX,,software,Closed,Bug,07/08/2020 10:37,07/08/2020 10:49
NEDGEX-216,685270,NEDGEX,,software,Closed,Sub-task,06/08/2020 12:57,
NEDGEX-215,685225,NEDGEX,,software,Closed,Sub-task,06/08/2020 11:35,
NEDGEX-214,685224,NEDGEX,,software,Closed,Sub-task,06/08/2020 11:35,
NEDGEX-213,685222,NEDGEX,,software,Closed,Sub-task,06/08/2020 11:34,07/08/2020 13:37
NEDGEX-212,685221,NEDGEX,,software,Closed,Sub-task,06/08/2020 11:34,
NEDGEX-211,685217,NEDGEX,,software,Closed,Sub-bug,06/08/2020 11:08,
NEDGEX-210,685205,NEDGEX,,software,Closed,Sub-task,06/08/2020 10:37,07/08/2020 09:07
NEDGEX-209,685204,NEDGEX,,software,Closed,Task,06/08/2020 10:32,
NEDGEX-208,685096,NEDGEX,,software,Closed,User Story,05/08/2020 13:33,31/08/2020 14:27
NEDGEX-207,684599,NEDGEX,,software,Closed,Sub-task,31/07/2020 10:17,
NEDGEX-206,684550,NEDGEX,,software,Closed,Sub-task,30/07/2020 16:02,31/07/2020 10:15
NEDGEX-205,684543,NEDGEX,,software,Closed,Task,30/07/2020 15:04,
NEDGEX-204,684533,NEDGEX,,software,To Do,Task,30/07/2020 14:15,
NEDGEX-203,684477,NEDGEX,,software,Closed,Sub-task,30/07/2020 10:39,31/07/2020 09:10
NEDGEX-202,684475,NEDGEX,,software,Closed,Sub-task,30/07/2020 10:38,17/08/2020 10:21
NEDGEX-201,684474,NEDGEX,,software,Closed,Sub-task,30/07/2020 10:38,30/07/2020 13:07
NEDGEX-200,684473,NEDGEX,,software,Closed,Task,30/07/2020 10:37,
NEDGEX-199,684461,NEDGEX,,software,Closed,Sub-task,30/07/2020 09:02,
NEDGEX-198,684407,NEDGEX,,software,Closed,Bug,29/07/2020 14:08,07/08/2020 10:31
NEDGEX-197,684280,NEDGEX,,software,Closed,Bug,28/07/2020 15:04,05/08/2020 11:24
NEDGEX-196,684260,NEDGEX,,software,Closed,Sub-task,28/07/2020 14:24,
NEDGEX-195,684178,NEDGEX,,software,Ready for Refinement,User Story,28/07/2020 09:54,
NEDGEX-194,684166,NEDGEX,,software,Blocked,User Story,28/07/2020 09:15,
NEDGEX-193,684157,NEDGEX,,software,Closed,Sub-task,28/07/2020 08:42,
NEDGEX-192,684077,NEDGEX,,software,Closed,Sub-task,27/07/2020 11:10,
NEDGEX-191,684076,NEDGEX,,software,Closed,Sub-task,27/07/2020 11:06,
NEDGEX-190,684067,NEDGEX,,software,Closed,Sub-task,27/07/2020 10:35,03/08/2020 11:47
NEDGEX-189,684045,NEDGEX,,software,Closed,Sub-task,27/07/2020 09:24,
NEDGEX-188,683897,NEDGEX,,software,Closed,Sub-task,24/07/2020 09:16,
NEDGEX-187,683863,NEDGEX,,software,To Do,Epic,23/07/2020 15:33,
NEDGEX-186,683862,NEDGEX,,software,Closed,User Story,23/07/2020 15:32,22/09/2020 14:34
NEDGEX-185,683850,NEDGEX,,software,Closed,Sub-task,23/07/2020 14:13,
NEDGEX-184,683848,NEDGEX,,software,Closed,Task,23/07/2020 14:11,
NEDGEX-183,683775,NEDGEX,,software,Closed,Sub-task,23/07/2020 10:29,
NEDGEX-182,683762,NEDGEX,,software,Closed,Task,23/07/2020 09:55,05/08/2020 13:16
NEDGEX-181,683761,NEDGEX,,software,Closed,User Story,23/07/2020 09:46,
NEDGEX-180,683601,NEDGEX,,software,Closed,User Story,21/07/2020 16:30,23/09/2020 16:37
NEDGEX-179,683572,NEDGEX,,software,Closed,Task,21/07/2020 14:27,
NEDGEX-178,683396,NEDGEX,,software,Closed,Sub-task,20/07/2020 13:39,20/07/2020 13:40
NEDGEX-177,683379,NEDGEX,,software,Closed,Sub-task,20/07/2020 13:15,20/07/2020 13:38
