Issue key,Issue id,Project key,Column1,Project type,Status,Issue Type,Created,Resolved
NEDGEX-176,683378,NEDGEX,,software,Closed,Sub-task,20/07/2020 13:15,20/07/2020 13:16
NEDGEX-175,683302,NEDGEX,,software,Closed,Task,20/07/2020 09:52,21/07/2020 08:50
NEDGEX-174,683298,NEDGEX,,software,Closed,Task,20/07/2020 09:25,
NEDGEX-173,683292,NEDGEX,,software,Closed,Bug,20/07/2020 08:56,
NEDGEX-172,683286,NEDGEX,,software,Closed,Task,20/07/2020 07:40,
NEDGEX-171,683078,NEDGEX,,software,Open,User Story,17/07/2020 10:15,
NEDGEX-170,683077,NEDGEX,,software,In progress,User Story,17/07/2020 10:15,
NEDGEX-169,682998,NEDGEX,,software,To Do,User Story,16/07/2020 14:08,
NEDGEX-167,682937,NEDGEX,,software,Closed,User Story,16/07/2020 10:02,23/09/2020 16:37
NEDGEX-166,682908,NEDGEX,,software,Closed,Sub-task,15/07/2020 19:16,
NEDGEX-165,682907,NEDGEX,,software,Closed,Sub-task,15/07/2020 19:09,
NEDGEX-164,682906,NEDGEX,,software,Closed,Sub-task,15/07/2020 19:09,
NEDGEX-163,682702,NEDGEX,,software,To Do,Bug,14/07/2020 15:58,
NEDGEX-162,682700,NEDGEX,,software,Closed,Bug,14/07/2020 15:41,
NEDGEX-161,682617,NEDGEX,,software,Closed,Sub-task,14/07/2020 10:27,
NEDGEX-160,682581,NEDGEX,,software,Closed,Sub-task,13/07/2020 16:04,
NEDGEX-159,682580,NEDGEX,,software,Closed,Task,13/07/2020 16:03,
NEDGEX-158,682566,NEDGEX,,software,Closed,User Story,13/07/2020 14:52,16/09/2020 10:39
NEDGEX-157,682565,NEDGEX,,software,To Do,Epic,13/07/2020 14:52,
NEDGEX-156,682456,NEDGEX,,software,Closed,Sub-task,13/07/2020 09:00,
NEDGEX-155,682218,NEDGEX,,software,Closed,Sub-task,09/07/2020 09:00,
NEDGEX-154,682217,NEDGEX,,software,Closed,Sub-task,09/07/2020 08:57,
NEDGEX-153,682216,NEDGEX,,software,Closed,Sub-task,09/07/2020 08:56,
NEDGEX-152,682215,NEDGEX,,software,Closed,Sub-task,09/07/2020 08:56,
NEDGEX-151,681930,NEDGEX,,software,Closed,Sub-bug,08/07/2020 07:58,08/07/2020 10:44
NEDGEX-150,681928,NEDGEX,,software,Closed,Sub-bug,08/07/2020 07:52,08/07/2020 10:44
NEDGEX-149,681926,NEDGEX,,software,Closed,Sub-task,08/07/2020 07:44,08/07/2020 10:45
NEDGEX-148,681871,NEDGEX,,software,Closed,User Story,07/07/2020 14:46,
NEDGEX-146,681865,NEDGEX,,software,Ready for Development,User Story,07/07/2020 14:34,
NEDGEX-145,681656,NEDGEX,,software,Closed,Sub-task,06/07/2020 09:21,
NEDGEX-144,681653,NEDGEX,,software,Closed,Sub-task,06/07/2020 09:19,08/07/2020 10:46
NEDGEX-143,681631,NEDGEX,,software,Closed,Task,06/07/2020 07:27,
NEDGEX-142,681526,NEDGEX,,software,Closed,User Story,03/07/2020 11:46,
NEDGEX-141,681451,NEDGEX,,software,Closed,User Story,03/07/2020 09:16,05/08/2020 10:56
NEDGEX-140,681450,NEDGEX,,software,To Do,Epic,03/07/2020 09:16,
NEDGEX-139,681449,NEDGEX,,software,To Do,Epic,03/07/2020 09:15,
NEDGEX-138,681236,NEDGEX,,software,Closed,User Story,02/07/2020 09:56,16/09/2020 12:58
NEDGEX-137,681233,NEDGEX,,software,Closed,Task,02/07/2020 09:42,
NEDGEX-136,681019,NEDGEX,,software,Closed,Sub-task,01/07/2020 08:41,
NEDGEX-135,680961,NEDGEX,,software,Closed,Bug,30/06/2020 14:43,03/07/2020 11:06
NEDGEX-134,680890,NEDGEX,,software,Closed,Bug,30/06/2020 12:38,03/07/2020 11:05
NEDGEX-133,680821,NEDGEX,,software,Closed,Sub-task,30/06/2020 10:05,
NEDGEX-132,680636,NEDGEX,,software,Closed,Sub-task,29/06/2020 10:23,
NEDGEX-131,680610,NEDGEX,,software,Closed,Sub-task,29/06/2020 08:11,
NEDGEX-130,680609,NEDGEX,,software,Closed,Sub-task,29/06/2020 08:11,
NEDGEX-129,680512,NEDGEX,,software,Closed,Sub-task,26/06/2020 14:08,29/06/2020 08:11
NEDGEX-128,680422,NEDGEX,,software,Closed,Sub-task,26/06/2020 09:26,
NEDGEX-127,680331,NEDGEX,,software,Closed,User Story,25/06/2020 11:12,19/08/2020 11:14
NEDGEX-126,680290,NEDGEX,,software,Closed,Sub-task,25/06/2020 08:53,
NEDGEX-125,680287,NEDGEX,,software,Closed,Sub-task,25/06/2020 08:30,
NEDGEX-124,680207,NEDGEX,,software,To Do,Sub-task,24/06/2020 12:56,
NEDGEX-123,680149,NEDGEX,,software,Closed,User Story,24/06/2020 08:31,
NEDGEX-122,680133,NEDGEX,,software,Closed,User Story,23/06/2020 17:55,19/08/2020 12:08
NEDGEX-119,680112,NEDGEX,,software,Ready for Development,User Story,23/06/2020 13:43,
NEDGEX-117,680103,NEDGEX,,software,To Do,User Story,23/06/2020 13:29,
NEDGEX-116,680087,NEDGEX,,software,Done,User Story,23/06/2020 13:04,28/09/2020 12:03
NEDGEX-115,680086,NEDGEX,,software,Closed,Sub-task,23/06/2020 13:02,
NEDGEX-114,680085,NEDGEX,,software,Closed,Sub-task,23/06/2020 13:02,
NEDGEX-113,680084,NEDGEX,,software,Closed,User Story,23/06/2020 13:00,31/07/2020 10:14
NEDGEX-112,679835,NEDGEX,,software,Closed,Task,22/06/2020 11:07,
NEDGEX-110,679757,NEDGEX,,software,Closed,User Story,19/06/2020 15:45,
NEDGEX-109,679604,NEDGEX,,software,Closed,Sub-task,18/06/2020 15:57,24/06/2020 08:40
NEDGEX-108,679461,NEDGEX,,software,Closed,Sub-task,18/06/2020 09:46,22/06/2020 14:28
NEDGEX-107,679411,NEDGEX,,software,Closed,Sub-task,17/06/2020 17:11,
NEDGEX-106,679410,NEDGEX,,software,Closed,Sub-task,17/06/2020 17:06,
NEDGEX-104,679339,NEDGEX,,software,Closed,User Story,17/06/2020 11:06,
NEDGEX-102,679336,NEDGEX,,software,Closed,User Story,17/06/2020 10:39,08/07/2020 10:47
NEDGEX-99,679060,NEDGEX,,software,Closed,Sub-task,12/06/2020 14:56,16/06/2020 15:19
NEDGEX-98,679059,NEDGEX,,software,Closed,Sub-task,12/06/2020 14:56,16/06/2020 08:03
NEDGEX-97,679058,NEDGEX,,software,Closed,Sub-task,12/06/2020 14:55,15/06/2020 09:28
NEDGEX-96,679057,NEDGEX,,software,Closed,Sub-task,12/06/2020 14:55,15/06/2020 09:09
NEDGEX-95,679055,NEDGEX,,software,Closed,Sub-task,12/06/2020 14:55,15/06/2020 08:44
NEDGEX-94,679053,NEDGEX,,software,Closed,Sub-task,12/06/2020 14:54,15/06/2020 08:13
NEDGEX-92,678709,NEDGEX,,software,To Do,User Story,09/06/2020 11:30,
NEDGEX-91,678687,NEDGEX,,software,Closed,Sub-task,09/06/2020 09:45,24/06/2020 12:48
NEDGEX-90,678684,NEDGEX,,software,Closed,User Story,09/06/2020 09:13,
NEDGEX-87,678677,NEDGEX,,software,Closed,User Story,09/06/2020 08:47,
NEDGEX-86,678575,NEDGEX,,software,To Do,Task,08/06/2020 13:39,
NEDGEX-82,678309,NEDGEX,,software,To Do,Epic,04/06/2020 14:12,
NEDGEX-81,678211,NEDGEX,,software,Closed,Sub-task,04/06/2020 09:37,
NEDGEX-80,678177,NEDGEX,,software,Closed,Sub-task,04/06/2020 07:09,04/06/2020 13:24
NEDGEX-79,678103,NEDGEX,,software,To Do,Sub-task,03/06/2020 13:32,
NEDGEX-78,678102,NEDGEX,,software,To Do,Sub-task,03/06/2020 13:32,
NEDGEX-77,678100,NEDGEX,,software,To Do,User Story,03/06/2020 13:30,
NEDGEX-76,678069,NEDGEX,,software,Closed,Sub-task,03/06/2020 13:10,12/06/2020 13:19
NEDGEX-75,677936,NEDGEX,,software,Closed,Sub-task,02/06/2020 14:44,03/06/2020 14:47
NEDGEX-74,677830,NEDGEX,,software,Closed,Sub-task,02/06/2020 10:11,05/06/2020 11:36
NEDGEX-73,677476,NEDGEX,,software,Closed,Sub-task,29/05/2020 13:33,
NEDGEX-72,677283,NEDGEX,,software,Closed,Sub-task,28/05/2020 14:35,
NEDGEX-70,676862,NEDGEX,,software,To Do,Sub-task,27/05/2020 11:23,
NEDGEX-69,676860,NEDGEX,,software,To Do,Sub-task,27/05/2020 11:22,
NEDGEX-68,676859,NEDGEX,,software,To Do,Sub-task,27/05/2020 11:21,
NEDGEX-67,676857,NEDGEX,,software,Closed,Sub-task,27/05/2020 11:15,02/07/2020 09:45
NEDGEX-66,676856,NEDGEX,,software,Closed,Sub-task,27/05/2020 11:11,
NEDGEX-65,676848,NEDGEX,,software,Closed,Sub-task,27/05/2020 11:02,
NEDGEX-64,676844,NEDGEX,,software,To Do,Task,27/05/2020 10:59,
NEDGEX-63,676840,NEDGEX,,software,Closed,Task,27/05/2020 10:58,
NEDGEX-62,676803,NEDGEX,,software,Closed,User Story,27/05/2020 09:42,04/09/2020 09:37
NEDGEX-61,676802,NEDGEX,,software,To Do,Epic,27/05/2020 09:41,
NEDGEX-60,676770,NEDGEX,,software,To Do,User Story,27/05/2020 08:02,
NEDGEX-59,676768,NEDGEX,,software,To Do,User Story,27/05/2020 07:53,
NEDGEX-58,676767,NEDGEX,,software,To Do,Epic,27/05/2020 07:51,
NEDGEX-57,676428,NEDGEX,,software,Closed,Task,25/05/2020 09:29,16/06/2020 15:03
NEDGEX-56,676427,NEDGEX,,software,Closed,Task,25/05/2020 09:28,
NEDGEX-55,676426,NEDGEX,,software,Closed,Task,25/05/2020 09:27,
NEDGEX-53,674963,NEDGEX,,software,To Do,Epic,13/05/2020 14:41,
NEDGEX-52,674958,NEDGEX,,software,Closed,Sub-task,13/05/2020 14:14,
NEDGEX-50,674789,NEDGEX,,software,To Do,User Story,12/05/2020 15:04,
NEDGEX-49,674761,NEDGEX,,software,To Do,User Story,12/05/2020 14:42,
NEDGEX-48,674757,NEDGEX,,software,To Do,Epic,12/05/2020 14:38,
NEDGEX-47,674728,NEDGEX,,software,To Do,Epic,12/05/2020 12:13,
NEDGEX-46,674727,NEDGEX,,software,To Do,Task,12/05/2020 12:09,
NEDGEX-45,674726,NEDGEX,,software,To Do,Task,12/05/2020 12:08,
NEDGEX-44,674725,NEDGEX,,software,To Do,Task,12/05/2020 12:08,
NEDGEX-43,674724,NEDGEX,,software,To Do,Task,12/05/2020 12:07,
NEDGEX-42,674722,NEDGEX,,software,To Do,Task,12/05/2020 12:06,
NEDGEX-41,674720,NEDGEX,,software,Closed,Task,12/05/2020 12:02,
NEDGEX-40,674719,NEDGEX,,software,Closed,Sub-task,12/05/2020 12:01,12/06/2020 09:00
NEDGEX-39,674718,NEDGEX,,software,Closed,Sub-task,12/05/2020 12:01,12/06/2020 07:18
NEDGEX-38,674717,NEDGEX,,software,Closed,Task,12/05/2020 12:00,
NEDGEX-37,674716,NEDGEX,,software,Closed,Task,12/05/2020 12:00,03/06/2020 09:36
NEDGEX-36,674715,NEDGEX,,software,To Do,Task,12/05/2020 11:59,
NEDGEX-35,674714,NEDGEX,,software,Closed,Task,12/05/2020 11:57,
NEDGEX-34,674713,NEDGEX,,software,Ready for Refinement,Task,12/05/2020 11:57,
NEDGEX-33,674712,NEDGEX,,software,Closed,Task,12/05/2020 11:57,
NEDGEX-32,674711,NEDGEX,,software,To Do,Task,12/05/2020 11:56,
NEDGEX-31,674710,NEDGEX,,software,Closed,Sub-task,12/05/2020 11:52,
NEDGEX-30,674709,NEDGEX,,software,Closed,Sub-task,12/05/2020 11:52,17/07/2020 12:29
NEDGEX-29,674708,NEDGEX,,software,Closed,Sub-task,12/05/2020 11:52,17/07/2020 11:33
NEDGEX-28,674707,NEDGEX,,software,Closed,Sub-task,12/05/2020 11:52,17/07/2020 12:56
NEDGEX-27,674706,NEDGEX,,software,Closed,Sub-task,12/05/2020 11:51,15/07/2020 10:50
NEDGEX-26,674705,NEDGEX,,software,Closed,Task,12/05/2020 11:49,17/07/2020 12:56
NEDGEX-25,674704,NEDGEX,,software,Closed,Task,12/05/2020 11:42,
NEDGEX-24,674703,NEDGEX,,software,Closed,Task,12/05/2020 11:40,
NEDGEX-23,674702,NEDGEX,,software,Closed,Sub-task,12/05/2020 11:37,
NEDGEX-22,674701,NEDGEX,,software,Closed,Sub-task,12/05/2020 11:35,28/05/2020 09:00
NEDGEX-21,674700,NEDGEX,,software,Closed,Task,12/05/2020 11:33,
NEDGEX-20,674699,NEDGEX,,software,Closed,Sub-task,12/05/2020 11:32,02/06/2020 09:43
NEDGEX-19,674698,NEDGEX,,software,Closed,Sub-task,12/05/2020 11:31,01/06/2020 09:12
NEDGEX-18,674697,NEDGEX,,software,Closed,Task,12/05/2020 11:30,02/06/2020 09:43
NEDGEX-17,674696,NEDGEX,,software,Closed,Task,12/05/2020 11:29,
NEDGEX-16,674695,NEDGEX,,software,Closed,Task,12/05/2020 11:29,
NEDGEX-10,673592,NEDGEX,,software,Ready for Development,User Story,04/05/2020 13:18,
NEDGEX-9,673590,NEDGEX,,software,Closed,User Story,04/05/2020 13:18,03/07/2020 11:08
NEDGEX-8,673236,NEDGEX,,software,To Do,Epic,29/04/2020 19:02,
NEDGEX-7,673235,NEDGEX,,software,To Do,Epic,29/04/2020 19:01,
NEDGEX-6,673157,NEDGEX,,software,Closed,User Story,29/04/2020 11:53,24/06/2020 13:26
NEDGEX-5,672914,NEDGEX,,software,To Do,Epic,28/04/2020 09:48,
NEDGEX-4,672913,NEDGEX,,software,To Do,Epic,28/04/2020 09:47,
NEDGEX-3,672912,NEDGEX,,software,To Do,Epic,28/04/2020 09:46,
NEDGEX-1,672909,NEDGEX,,software,To Do,Epic,28/04/2020 09:45,
