Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
NDSUPPORT-190,645299,NDSUPPORT,,software,Open,Task,25/10/2019 15:04,
NDSUPPORT-189,584472,NDSUPPORT,,software,Resolved,Task,28/01/2019 09:13,29/01/2019 11:18
NDSUPPORT-188,583517,NDSUPPORT,,software,Resolved,Task,23/01/2019 09:42,24/01/2019 15:43
NDSUPPORT-187,582954,NDSUPPORT,,software,Closed,Bug,21/01/2019 10:48,21/03/2019 13:18
NDSUPPORT-186,582213,NDSUPPORT,,software,Resolved,Improvement,17/01/2019 09:59,22/01/2019 15:48
NDSUPPORT-185,582157,NDSUPPORT,,software,Closed,Task,17/01/2019 07:59,22/01/2019 15:48
NDSUPPORT-184,576606,NDSUPPORT,,software,Resolved,Improvement,14/12/2018 15:05,18/01/2019 10:55
NDSUPPORT-183,569790,NDSUPPORT,,software,Closed,Bug,20/11/2018 11:43,03/04/2019 15:45
NDSUPPORT-182,567156,NDSUPPORT,,software,Resolved,Task,08/11/2018 10:28,12/03/2019 14:24
NDSUPPORT-181,567138,NDSUPPORT,,software,Closed,Task,08/11/2018 10:01,25/02/2019 12:18
NDSUPPORT-180,567137,NDSUPPORT,,software,Resolved,Task,08/11/2018 10:01,15/04/2019 12:24
NDSUPPORT-179,567136,NDSUPPORT,,software,Open,Task,08/11/2018 10:00,
NDSUPPORT-178,567134,NDSUPPORT,,software,Test,Task,08/11/2018 09:59,
NDSUPPORT-177,567130,NDSUPPORT,,software,Open,Task,08/11/2018 09:58,
NDSUPPORT-176,567129,NDSUPPORT,,software,Resolved,Task,08/11/2018 09:57,12/03/2019 14:22
NDSUPPORT-175,567128,NDSUPPORT,,software,Resolved,Task,08/11/2018 09:56,15/04/2019 12:23
NDSUPPORT-174,567126,NDSUPPORT,,software,Resolved,Task,08/11/2018 09:55,04/04/2019 10:05
NDSUPPORT-173,567124,NDSUPPORT,,software,Open,Task,08/11/2018 09:55,
NDSUPPORT-172,567123,NDSUPPORT,,software,Resolved,Task,08/11/2018 09:54,15/04/2019 12:23
NDSUPPORT-171,567121,NDSUPPORT,,software,Resolved,Task,08/11/2018 09:53,04/04/2019 10:05
NDSUPPORT-170,567120,NDSUPPORT,,software,Resolved,Task,08/11/2018 09:52,09/04/2019 08:43
NDSUPPORT-169,567119,NDSUPPORT,,software,Closed,Task,08/11/2018 09:51,25/02/2019 12:18
NDSUPPORT-168,567118,NDSUPPORT,,software,Resolved,Task,08/11/2018 09:50,09/04/2019 08:42
NDSUPPORT-167,567114,NDSUPPORT,,software,Open,Task,08/11/2018 09:48,
NDSUPPORT-166,567113,NDSUPPORT,,software,Resolved,Task,08/11/2018 09:47,09/04/2019 08:40
NDSUPPORT-165,567106,NDSUPPORT,,software,Open,Task,08/11/2018 09:45,
NDSUPPORT-164,565617,NDSUPPORT,,software,Resolved,Task,31/10/2018 10:24,31/10/2018 11:29
NDSUPPORT-163,563957,NDSUPPORT,,software,In progress,Task,23/10/2018 12:12,
NDSUPPORT-162,556066,NDSUPPORT,,software,Closed,Task,17/09/2018 15:13,19/09/2018 09:39
NDSUPPORT-161,555558,NDSUPPORT,,software,Resolved,Task,14/09/2018 12:14,08/02/2019 09:35
NDSUPPORT-160,553132,NDSUPPORT,,software,Resolved,Task,04/09/2018 12:46,11/09/2018 10:43
NDSUPPORT-159,552802,NDSUPPORT,,software,Closed,Bug,03/09/2018 12:34,20/09/2018 14:54
NDSUPPORT-158,551628,NDSUPPORT,,software,Resolved,Bug,28/08/2018 12:25,13/09/2018 13:02
NDSUPPORT-157,545459,NDSUPPORT,,software,Resolved,Task,31/07/2018 13:37,07/08/2018 08:43
NDSUPPORT-156,543293,NDSUPPORT,,software,Resolved,Task,20/07/2018 10:24,19/09/2018 09:42
