 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.17,0.06,0.11,0.0,0.06,0.0
01:00 - 02:00,0.06,0.0,0.0,0.06,0.17,0.0,0.0
02:00 - 03:00,0.06,0.17,0.06,0.17,0.11,0.0,0.0
03:00 - 04:00,0.0,0.17,0.0,0.28,0.06,0.0,0.0
04:00 - 05:00,0.06,0.22,0.06,0.06,0.28,0.06,0.0
05:00 - 06:00,0.17,0.44,0.22,0.22,0.39,0.22,0.0
06:00 - 07:00,0.22,0.61,0.17,1.11,0.17,0.0,0.0
07:00 - 08:00,0.83,0.61,0.94,1.55,0.44,0.06,0.11
08:00 - 09:00,1.27,1.61,1.16,1.39,1.94,0.0,0.0
09:00 - 10:00,1.11,1.44,1.44,1.22,1.72,0.06,0.0
10:00 - 11:00,1.5,1.83,2.11,1.33,1.11,0.06,0.06
11:00 - 12:00,1.27,1.61,1.5,1.72,0.83,0.06,0.11
12:00 - 13:00,1.33,1.11,2.33,1.22,1.11,0.22,0.0
13:00 - 14:00,1.33,2.11,2.16,2.05,1.11,0.06,0.06
14:00 - 15:00,2.61,2.05,2.11,1.55,1.16,0.0,0.06
15:00 - 16:00,1.27,1.83,1.61,1.27,1.22,0.17,0.17
16:00 - 17:00,0.72,1.44,1.5,2.61,0.94,0.0,0.0
17:00 - 18:00,0.61,0.72,1.77,0.72,0.61,0.0,0.06
18:00 - 19:00,0.44,0.55,1.05,1.88,0.33,0.0,0.0
19:00 - 20:00,0.61,1.66,0.33,0.67,0.78,0.0,0.0
20:00 - 21:00,0.55,0.78,0.72,0.17,0.44,0.0,0.0
21:00 - 22:00,0.22,0.44,0.44,0.22,0.67,0.06,0.0
22:00 - 23:00,0.33,0.22,0.17,0.17,0.17,0.0,0.0
23:00 - 00:00,0.28,0.06,0.11,0.06,0.0,0.0,0.11
