 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.0,0.13,0.0,0.0,0.13,0.0
01:00 - 02:00,0.26,0.26,0.0,0.13,0.0,0.0,0.0
02:00 - 03:00,0.0,0.0,0.0,0.38,0.38,0.0,0.0
03:00 - 04:00,0.13,0.26,0.0,0.0,0.13,0.0,0.0
04:00 - 05:00,0.26,0.0,0.0,0.13,0.26,0.13,0.0
05:00 - 06:00,0.0,0.13,0.26,0.26,0.0,0.0,0.0
06:00 - 07:00,0.38,0.77,0.13,0.0,0.0,0.0,0.0
07:00 - 08:00,0.26,0.38,0.26,0.38,0.26,0.0,0.0
08:00 - 09:00,1.54,2.05,0.51,1.79,0.64,0.13,0.13
09:00 - 10:00,0.38,1.41,0.51,0.64,1.03,0.0,0.0
10:00 - 11:00,0.9,1.15,0.51,0.77,0.9,0.0,0.0
11:00 - 12:00,1.54,0.51,0.38,0.77,0.38,0.0,0.0
12:00 - 13:00,1.15,1.54,1.15,0.51,1.67,0.64,0.13
13:00 - 14:00,2.69,1.79,3.59,1.54,1.03,0.0,0.77
14:00 - 15:00,2.31,2.56,2.69,1.41,1.28,0.0,0.0
15:00 - 16:00,2.18,2.69,1.03,2.44,2.05,0.0,0.26
16:00 - 17:00,0.9,1.41,1.67,1.54,0.9,0.0,0.0
17:00 - 18:00,1.67,1.79,1.28,0.9,1.28,0.0,0.0
18:00 - 19:00,1.79,0.9,3.59,1.28,0.26,0.0,0.0
19:00 - 20:00,0.9,0.77,0.9,1.03,1.28,0.0,0.0
20:00 - 21:00,1.54,0.38,0.51,0.9,0.64,0.26,0.0
21:00 - 22:00,0.64,0.64,0.51,0.13,0.13,0.0,0.13
22:00 - 23:00,0.9,0.38,0.13,0.38,0.13,0.0,0.0
23:00 - 00:00,0.64,0.26,0.13,0.26,0.26,0.0,0.0
