 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.42,0.92,0.98,1.24,0.7,0.94,0.3
01:00 - 02:00,0.68,1.12,0.8,0.86,0.6,0.84,0.42
02:00 - 03:00,0.38,0.94,1.24,0.82,0.76,0.9,0.34
03:00 - 04:00,0.3,1.08,0.7,1.0,0.92,0.98,0.32
04:00 - 05:00,0.4,0.78,0.9,0.8,0.74,0.64,0.56
05:00 - 06:00,0.28,1.06,0.76,0.66,0.7,0.62,0.44
06:00 - 07:00,0.42,0.62,0.74,0.84,0.78,0.42,0.3
07:00 - 08:00,0.44,0.5,0.4,0.7,0.34,0.3,0.28
08:00 - 09:00,0.36,0.38,0.5,0.5,0.42,0.36,0.22
09:00 - 10:00,0.32,0.46,0.68,0.62,0.48,0.2,0.16
10:00 - 11:00,0.36,0.38,0.4,0.5,0.4,0.36,0.18
11:00 - 12:00,0.18,0.58,0.42,0.36,0.38,0.32,0.2
12:00 - 13:00,0.32,0.22,0.2,0.44,0.22,0.32,0.34
13:00 - 14:00,0.34,0.58,0.34,0.48,0.22,0.34,0.18
14:00 - 15:00,0.36,0.38,0.5,0.48,0.58,0.1,0.18
15:00 - 16:00,0.3,0.74,0.62,0.82,0.58,0.06,0.08
16:00 - 17:00,0.68,0.84,0.74,0.88,0.84,0.14,0.26
17:00 - 18:00,0.76,0.78,0.8,0.62,0.48,0.16,0.1
18:00 - 19:00,0.66,0.5,0.72,0.82,0.78,0.18,0.14
19:00 - 20:00,0.74,0.66,0.64,0.88,1.2,0.22,0.16
20:00 - 21:00,0.88,1.02,0.78,1.04,0.88,0.2,0.34
21:00 - 22:00,1.22,1.14,1.26,1.16,1.28,0.12,0.36
22:00 - 23:00,1.12,1.26,1.28,1.1,1.14,0.18,0.34
23:00 - 00:00,1.46,1.28,0.84,1.12,1.16,0.46,0.2
