 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,5,10,8,18,13,10,9
01:00 - 02:00,6,11,8,14,12,16,1
02:00 - 03:00,5,10,10,14,14,8,7
03:00 - 04:00,1,14,9,15,12,11,3
04:00 - 05:00,2,11,26,7,12,16,5
05:00 - 06:00,6,7,10,10,16,14,4
06:00 - 07:00,6,12,18,12,16,9,3
07:00 - 08:00,4,6,6,13,11,5,3
08:00 - 09:00,6,6,11,12,6,11,3
09:00 - 10:00,3,5,7,9,13,11,2
10:00 - 11:00,2,5,6,10,5,9,5
11:00 - 12:00,5,9,3,4,4,7,2
12:00 - 13:00,4,5,7,2,9,7,3
13:00 - 14:00,2,5,9,3,10,6,3
14:00 - 15:00,7,8,4,2,8,8,4
15:00 - 16:00,11,5,4,8,8,7,3
16:00 - 17:00,5,12,5,12,6,8,2
17:00 - 18:00,37,12,10,7,13,8,5
18:00 - 19:00,6,8,10,9,6,1,6
19:00 - 20:00,5,7,6,5,5,5,3
20:00 - 21:00,11,4,7,6,11,4,5
21:00 - 22:00,5,13,15,11,14,2,4
22:00 - 23:00,12,19,12,24,18,2,3
23:00 - 00:00,13,11,15,14,16,1,4
