 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,11,6,18,13,7,0,0
01:00 - 02:00,3,4,14,7,14,1,0
02:00 - 03:00,10,10,6,6,11,0,0
03:00 - 04:00,5,8,6,8,5,1,1
04:00 - 05:00,6,5,6,3,2,2,2
05:00 - 06:00,3,5,5,6,5,1,0
06:00 - 07:00,3,5,4,14,5,3,1
07:00 - 08:00,6,6,4,9,4,1,0
08:00 - 09:00,8,5,5,3,4,1,1
09:00 - 10:00,5,11,12,5,5,0,0
10:00 - 11:00,8,7,9,16,7,2,1
11:00 - 12:00,10,17,17,17,7,2,1
12:00 - 13:00,9,6,11,7,10,1,1
13:00 - 14:00,6,15,11,16,10,1,1
14:00 - 15:00,14,20,74,12,11,2,0
15:00 - 16:00,13,14,13,11,8,3,1
16:00 - 17:00,14,11,17,14,8,1,16
17:00 - 18:00,19,19,18,26,8,1,8
18:00 - 19:00,24,20,10,18,6,0,23
19:00 - 20:00,15,15,6,15,4,3,16
20:00 - 21:00,16,18,10,10,0,0,27
21:00 - 22:00,24,13,14,9,0,1,12
22:00 - 23:00,11,14,17,21,1,1,15
23:00 - 00:00,15,19,21,15,0,0,11
