 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,6,13,9,16,15,2,0
01:00 - 02:00,33,30,25,19,33,14,0
02:00 - 03:00,20,29,31,20,42,4,8
03:00 - 04:00,28,37,21,31,30,17,7
04:00 - 05:00,6,12,6,8,4,0,1
05:00 - 06:00,8,8,4,6,4,0,1
06:00 - 07:00,22,27,30,33,33,7,1
07:00 - 08:00,36,33,20,29,29,7,10
08:00 - 09:00,29,41,47,37,23,17,4
09:00 - 10:00,12,43,44,31,22,4,1
10:00 - 11:00,11,6,6,12,5,5,1
11:00 - 12:00,12,25,2,13,5,0,1
12:00 - 13:00,18,14,7,17,5,2,2
13:00 - 14:00,8,18,2,13,1,3,2
14:00 - 15:00,12,2,5,20,3,3,2
15:00 - 16:00,2,2,7,7,2,2,3
16:00 - 17:00,3,0,2,2,1,1,1
17:00 - 18:00,0,0,0,1,0,0,0
18:00 - 19:00,2,0,0,0,0,0,0
19:00 - 20:00,0,0,0,0,0,1,0
20:00 - 21:00,0,0,0,0,0,0,0
21:00 - 22:00,0,0,0,0,0,0,0
22:00 - 23:00,1,0,1,0,3,0,0
23:00 - 00:00,0,0,0,2,3,0,1
