 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,7,11,18,9,11,9,5
01:00 - 02:00,4,17,13,14,18,14,6
02:00 - 03:00,12,21,16,14,15,6,3
03:00 - 04:00,9,8,11,20,16,3,3
04:00 - 05:00,9,5,9,10,5,5,3
05:00 - 06:00,7,4,11,14,12,2,2
06:00 - 07:00,7,13,10,6,11,4,3
07:00 - 08:00,11,9,11,14,7,4,3
08:00 - 09:00,12,14,28,19,19,1,6
09:00 - 10:00,16,24,24,19,26,5,2
10:00 - 11:00,35,24,37,19,30,2,6
11:00 - 12:00,12,39,19,18,29,4,8
12:00 - 13:00,12,23,33,32,18,3,3
13:00 - 14:00,39,58,49,45,46,5,12
14:00 - 15:00,53,66,54,59,48,8,8
15:00 - 16:00,48,65,75,65,46,13,9
16:00 - 17:00,72,64,41,58,49,7,5
17:00 - 18:00,62,55,40,48,45,8,8
18:00 - 19:00,41,50,63,35,34,4,7
19:00 - 20:00,37,56,52,41,55,3,5
20:00 - 21:00,54,60,51,49,56,32,12
21:00 - 22:00,43,49,37,53,48,6,8
22:00 - 23:00,33,35,38,30,20,7,6
23:00 - 00:00,22,24,21,16,14,5,9
