 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,1,0,0,0,0,0
01:00 - 02:00,0,0,0,0,0,0,0
02:00 - 03:00,0,0,0,0,0,0,0
03:00 - 04:00,0,0,0,0,0,1,0
04:00 - 05:00,0,1,0,0,3,0,0
05:00 - 06:00,0,0,0,1,0,0,0
06:00 - 07:00,3,7,5,5,4,2,1
07:00 - 08:00,15,13,17,20,13,0,1
08:00 - 09:00,28,26,15,22,26,0,1
09:00 - 10:00,21,24,21,21,22,1,0
10:00 - 11:00,28,39,32,22,34,1,0
11:00 - 12:00,21,25,26,24,26,4,0
12:00 - 13:00,18,28,31,30,27,1,0
13:00 - 14:00,32,28,31,30,31,3,2
14:00 - 15:00,36,34,24,31,38,43,0
15:00 - 16:00,52,39,45,33,47,1,2
16:00 - 17:00,19,19,14,31,28,2,0
17:00 - 18:00,6,8,8,4,9,1,1
18:00 - 19:00,1,2,6,2,1,2,0
19:00 - 20:00,1,1,0,1,0,0,0
20:00 - 21:00,0,0,1,0,0,0,1
21:00 - 22:00,1,0,0,0,0,0,0
22:00 - 23:00,1,0,0,0,1,0,0
23:00 - 00:00,0,0,0,1,0,0,0
