 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,12,147,136,146,162,150,14
01:00 - 02:00,26,117,98,114,114,85,13
02:00 - 03:00,37,81,92,69,90,52,16
03:00 - 04:00,47,77,72,67,63,44,13
04:00 - 05:00,58,80,94,89,60,30,18
05:00 - 06:00,59,94,111,92,67,22,18
06:00 - 07:00,62,87,77,82,94,33,19
07:00 - 08:00,57,103,80,100,73,36,26
08:00 - 09:00,59,76,57,82,82,11,22
09:00 - 10:00,63,83,67,76,68,20,8
10:00 - 11:00,66,80,66,64,63,16,13
11:00 - 12:00,70,62,68,62,73,13,8
12:00 - 13:00,45,60,64,61,47,22,10
13:00 - 14:00,43,80,64,69,58,12,15
14:00 - 15:00,63,67,80,64,69,23,16
15:00 - 16:00,75,73,81,67,78,25,21
16:00 - 17:00,95,104,126,137,108,28,27
17:00 - 18:00,136,148,153,147,177,28,17
18:00 - 19:00,171,178,180,181,161,25,23
19:00 - 20:00,138,145,181,140,125,25,21
20:00 - 21:00,117,169,148,150,115,26,19
21:00 - 22:00,172,160,163,184,149,11,17
22:00 - 23:00,209,170,208,162,193,20,13
23:00 - 00:00,144,158,170,176,163,15,26
