 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,4,4,1,2,8,1,0
01:00 - 02:00,2,0,0,2,2,1,0
02:00 - 03:00,2,5,4,14,11,14,11
03:00 - 04:00,19,17,13,19,78,2,0
04:00 - 05:00,21,51,52,32,145,0,1
05:00 - 06:00,49,43,43,40,30,2,1
06:00 - 07:00,57,41,52,28,26,0,0
07:00 - 08:00,41,57,51,39,48,7,0
08:00 - 09:00,70,79,81,84,63,0,0
09:00 - 10:00,62,136,72,115,95,0,0
10:00 - 11:00,49,83,59,94,97,0,1
11:00 - 12:00,102,91,60,74,68,0,1
12:00 - 13:00,73,74,77,70,36,0,0
13:00 - 14:00,67,56,80,34,44,0,1
14:00 - 15:00,71,85,240,44,29,2,1
15:00 - 16:00,71,61,41,40,29,2,0
16:00 - 17:00,41,19,31,27,22,0,0
17:00 - 18:00,25,22,28,17,25,0,1
18:00 - 19:00,20,28,23,15,11,0,0
19:00 - 20:00,9,16,14,32,7,0,0
20:00 - 21:00,7,10,8,29,4,0,1
21:00 - 22:00,8,2,13,21,5,1,0
22:00 - 23:00,7,4,3,12,4,6,1
23:00 - 00:00,3,3,0,11,1,2,0
