 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2,0,0,2,0,1,1
01:00 - 02:00,0,4,0,1,1,1,0
02:00 - 03:00,0,2,0,0,0,0,0
03:00 - 04:00,0,1,1,0,1,0,1
04:00 - 05:00,1,6,1,2,0,2,0
05:00 - 06:00,2,0,1,0,0,0,1
06:00 - 07:00,2,3,0,3,1,0,1
07:00 - 08:00,0,2,0,3,0,0,0
08:00 - 09:00,1,3,0,4,7,2,0
09:00 - 10:00,6,6,8,2,8,2,0
10:00 - 11:00,3,10,9,3,6,2,0
11:00 - 12:00,6,6,1,8,3,4,0
12:00 - 13:00,4,2,8,2,6,2,0
13:00 - 14:00,5,7,9,6,4,1,2
14:00 - 15:00,7,7,12,11,7,2,4
15:00 - 16:00,3,6,9,5,4,1,4
16:00 - 17:00,3,5,4,2,7,2,2
17:00 - 18:00,4,1,3,1,2,0,4
18:00 - 19:00,1,0,6,2,2,3,6
19:00 - 20:00,2,2,4,0,4,1,1
20:00 - 21:00,0,2,2,3,0,0,5
21:00 - 22:00,1,4,6,3,0,1,0
22:00 - 23:00,2,3,2,3,1,0,1
23:00 - 00:00,1,1,0,0,1,1,0
