 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,1,1,2,0,0,0
01:00 - 02:00,0,1,1,2,2,0,0
02:00 - 03:00,1,4,4,1,2,0,1
03:00 - 04:00,10,4,5,9,3,0,2
04:00 - 05:00,4,2,8,0,6,2,0
05:00 - 06:00,5,2,4,4,4,1,0
06:00 - 07:00,8,7,4,4,8,2,1
07:00 - 08:00,5,14,12,11,3,3,0
08:00 - 09:00,8,1,5,3,4,1,0
09:00 - 10:00,7,7,5,3,3,2,0
10:00 - 11:00,3,4,8,6,3,1,3
11:00 - 12:00,5,6,8,1,3,1,1
12:00 - 13:00,4,6,6,5,4,1,0
13:00 - 14:00,3,2,1,4,1,2,2
14:00 - 15:00,4,2,6,6,0,5,3
15:00 - 16:00,3,5,9,9,5,3,2
16:00 - 17:00,4,1,2,3,1,0,1
17:00 - 18:00,4,5,1,1,1,1,4
18:00 - 19:00,0,2,2,1,1,2,4
19:00 - 20:00,1,1,1,1,3,0,1
20:00 - 21:00,2,0,0,1,0,0,1
21:00 - 22:00,1,0,0,2,0,1,1
22:00 - 23:00,2,0,2,1,0,0,1
23:00 - 00:00,0,0,0,0,0,1,2
