Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
GOODINQ-63,37217,GOODINQ,,software,Closed,Bug,19/08/2010 19:40,23/08/2010 10:03
GOODINQ-62,37211,GOODINQ,,software,Resolved,Bug,19/08/2010 16:21,23/08/2010 10:06
GOODINQ-61,37036,GOODINQ,,software,Resolved,Sub-task,18/08/2010 12:00,19/08/2010 19:38
GOODINQ-60,37035,GOODINQ,,software,Resolved,Sub-task,18/08/2010 11:58,19/08/2010 19:37
GOODINQ-59,37025,GOODINQ,,software,Resolved,Task,18/08/2010 11:53,23/08/2010 10:03
GOODINQ-58,36891,GOODINQ,,software,Resolved,Task,17/08/2010 10:31,23/08/2010 10:05
GOODINQ-57,36890,GOODINQ,,software,Resolved,Bug,17/08/2010 10:28,23/08/2010 10:06
GOODINQ-56,36692,GOODINQ,,software,Resolved,Bug,13/08/2010 09:53,17/08/2010 10:26
GOODINQ-55,36535,GOODINQ,,software,Resolved,Sub-task,11/08/2010 19:17,19/08/2010 19:38
GOODINQ-54,36450,GOODINQ,,software,Resolved,Sub-task,11/08/2010 09:51,13/08/2010 18:03
GOODINQ-53,36449,GOODINQ,,software,Resolved,Sub-task,11/08/2010 09:48,11/08/2010 19:09
GOODINQ-52,36448,GOODINQ,,software,Resolved,Sub-task,11/08/2010 09:45,11/08/2010 09:46
GOODINQ-51,36446,GOODINQ,,software,Resolved,Task,11/08/2010 09:39,13/08/2010 18:02
GOODINQ-50,36399,GOODINQ,,software,Resolved,Bug,10/08/2010 14:50,23/08/2010 10:07
GOODINQ-49,36398,GOODINQ,,software,Resolved,Bug,10/08/2010 14:49,10/08/2010 16:04
GOODINQ-48,36396,GOODINQ,,software,Resolved,Bug,10/08/2010 14:47,10/08/2010 14:47
GOODINQ-47,36395,GOODINQ,,software,Resolved,Bug,10/08/2010 14:46,10/08/2010 14:46
GOODINQ-46,36237,GOODINQ,,software,Resolved,Task,06/08/2010 14:40,09/08/2010 10:12
GOODINQ-45,36238,GOODINQ,,software,Resolved,Task,06/08/2010 14:42,10/08/2010 14:52
GOODINQ-43,36244,GOODINQ,,software,Resolved,Sub-task,06/08/2010 15:53,11/08/2010 09:24
GOODINQ-42,36243,GOODINQ,,software,Resolved,Sub-task,06/08/2010 15:40,13/08/2010 18:01
GOODINQ-41,36186,GOODINQ,,software,Resolved,Bug,05/08/2010 12:48,05/08/2010 12:48
GOODINQ-38,36071,GOODINQ,,software,Resolved,Bug,03/08/2010 15:42,03/08/2010 15:43
GOODINQ-37,36070,GOODINQ,,software,Resolved,Bug,03/08/2010 15:40,16/08/2010 12:32
GOODINQ-36,36016,GOODINQ,,software,Resolved,Task,03/08/2010 10:25,06/09/2011 15:34
GOODINQ-35,36015,GOODINQ,,software,Resolved,Sub-task,03/08/2010 10:23,06/08/2010 16:05
GOODINQ-34,35960,GOODINQ,,software,Resolved,Sub-task,30/07/2010 18:22,03/08/2010 10:20
GOODINQ-33,35822,GOODINQ,,software,Resolved,Sub-task,29/07/2010 10:46,29/07/2010 18:04
