Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
BMINDER-66,54569,BMINDER,,software,Closed,Task,11/04/2011 14:26,29/04/2011 08:37
BMINDER-65,41587,BMINDER,,software,Resolved,Bug,28/09/2010 14:25,06/10/2010 12:28
BMINDER-64,41414,BMINDER,,software,Resolved,Bug,24/09/2010 18:22,07/10/2010 15:36
BMINDER-63,41347,BMINDER,,software,Resolved,Bug,23/09/2010 19:00,27/09/2010 17:02
BMINDER-62,41185,BMINDER,,software,Resolved,Bug,21/09/2010 19:03,27/09/2010 17:02
BMINDER-61,41184,BMINDER,,software,Resolved,Bug,21/09/2010 19:00,24/09/2010 17:52
BMINDER-60,41183,BMINDER,,software,Resolved,Bug,21/09/2010 18:32,27/09/2010 17:47
BMINDER-59,41023,BMINDER,,software,Closed,Issue,19/09/2010 13:19,01/02/2011 09:11
BMINDER-58,41022,BMINDER,,software,Resolved,Improvement,19/09/2010 13:16,21/09/2010 19:12
BMINDER-57,41021,BMINDER,,software,Resolved,Bug,19/09/2010 13:12,21/09/2010 18:36
BMINDER-56,41020,BMINDER,,software,Resolved,Bug,19/09/2010 13:09,21/09/2010 18:36
BMINDER-55,41018,BMINDER,,software,Resolved,Bug,19/09/2010 13:07,27/09/2010 17:46
BMINDER-54,41016,BMINDER,,software,Resolved,Bug,19/09/2010 13:06,27/09/2010 17:47
BMINDER-53,41015,BMINDER,,software,Resolved,Bug,19/09/2010 13:04,07/10/2010 13:26
BMINDER-52,41014,BMINDER,,software,Resolved,Bug,19/09/2010 12:59,21/09/2010 18:19
BMINDER-51,41013,BMINDER,,software,Resolved,Bug,19/09/2010 12:48,21/09/2010 18:16
BMINDER-50,41012,BMINDER,,software,Resolved,Bug,19/09/2010 12:46,23/09/2010 18:46
BMINDER-49,41011,BMINDER,,software,Resolved,Sub-task,19/09/2010 12:42,21/09/2010 18:11
BMINDER-48,41010,BMINDER,,software,Resolved,Bug,19/09/2010 12:40,27/09/2010 17:04
BMINDER-47,41009,BMINDER,,software,Resolved,Bug,19/09/2010 12:38,23/09/2010 18:42
BMINDER-46,41008,BMINDER,,software,Resolved,Bug,19/09/2010 12:37,27/09/2010 16:58
BMINDER-45,41007,BMINDER,,software,Resolved,Bug,19/09/2010 12:35,21/09/2010 18:04
BMINDER-44,37099,BMINDER,,software,Resolved,Task,18/08/2010 15:01,19/09/2010 12:25
BMINDER-43,37098,BMINDER,,software,Resolved,Task,18/08/2010 14:59,19/09/2010 12:25
BMINDER-42,37097,BMINDER,,software,Resolved,Task,18/08/2010 14:58,19/09/2010 12:25
BMINDER-41,37096,BMINDER,,software,Resolved,Task,18/08/2010 14:55,19/09/2010 12:25
BMINDER-40,37095,BMINDER,,software,Resolved,Task,18/08/2010 14:54,19/09/2010 12:25
BMINDER-39,37093,BMINDER,,software,Resolved,Task,18/08/2010 14:54,19/09/2010 12:25
BMINDER-38,37092,BMINDER,,software,Resolved,Task,18/08/2010 14:53,19/09/2010 12:27
BMINDER-37,35889,BMINDER,,software,Closed,Bug,30/07/2010 10:50,10/08/2010 12:07
BMINDER-36,35888,BMINDER,,software,Closed,Bug,30/07/2010 10:48,10/08/2010 12:07
BMINDER-35,33061,BMINDER,,software,Resolved,Sub-task,11/06/2010 09:54,16/06/2010 07:18
BMINDER-34,32941,BMINDER,,software,Closed,Task,09/06/2010 15:52,25/06/2010 10:44
BMINDER-33,32828,BMINDER,,software,Closed,Risk,08/06/2010 12:34,16/08/2010 10:34
BMINDER-32,32645,BMINDER,,software,Resolved,Task,07/06/2010 10:35,25/06/2010 10:44
BMINDER-31,32643,BMINDER,,software,Closed,Task,07/06/2010 10:32,10/08/2010 12:05
BMINDER-30,32642,BMINDER,,software,Resolved,Task,07/06/2010 10:30,25/06/2010 10:45
BMINDER-29,32641,BMINDER,,software,Resolved,Task,07/06/2010 10:25,25/06/2010 10:45
BMINDER-28,32640,BMINDER,,software,Resolved,Task,07/06/2010 10:24,25/06/2010 10:45
BMINDER-27,32639,BMINDER,,software,Resolved,Bug,07/06/2010 10:21,25/06/2010 10:45
BMINDER-26,32617,BMINDER,,software,Resolved,Task,02/06/2010 16:03,05/07/2010 10:04
BMINDER-25,32579,BMINDER,,software,Closed,Task,02/06/2010 12:47,10/08/2010 12:13
BMINDER-24,32576,BMINDER,,software,Closed,Task,02/06/2010 12:29,10/08/2010 12:12
