Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
MEWABA-241,93745,MEWABA,,software,Open,Bug,13/03/2012 10:35,
MEWABA-240,92803,MEWABA,,software,Resolved,Task,01/03/2012 12:22,01/03/2012 12:23
MEWABA-239,90654,MEWABA,,software,Open,Bug,09/02/2012 06:41,
MEWABA-238,90653,MEWABA,,software,Resolved,Bug,09/02/2012 06:36,14/02/2012 00:21
MEWABA-237,90233,MEWABA,,software,Resolved,Bug,06/02/2012 10:27,09/02/2012 10:17
MEWABA-236,90225,MEWABA,,software,Resolved,Bug,06/02/2012 09:34,09/02/2012 10:16
MEWABA-235,89552,MEWABA,,software,Open,Task,30/01/2012 14:03,
MEWABA-234,89551,MEWABA,,software,Resolved,Task,30/01/2012 14:03,30/01/2012 14:35
MEWABA-233,88836,MEWABA,,software,Resolved,Bug,20/01/2012 15:10,09/02/2012 16:58
MEWABA-232,88737,MEWABA,,software,Open,Bug,20/01/2012 07:43,
MEWABA-231,88736,MEWABA,,software,Resolved,Bug,20/01/2012 07:34,20/01/2012 11:44
MEWABA-230,88735,MEWABA,,software,Resolved,Bug,20/01/2012 07:11,20/01/2012 17:02
MEWABA-229,88734,MEWABA,,software,Resolved,Bug,20/01/2012 06:05,20/01/2012 17:02
MEWABA-228,88733,MEWABA,,software,Closed,Bug,20/01/2012 05:54,20/01/2012 14:40
MEWABA-227,88696,MEWABA,,software,Resolved,Bug,19/01/2012 15:45,20/01/2012 11:43
MEWABA-226,88679,MEWABA,,software,Resolved,New Feature,19/01/2012 12:24,20/01/2012 14:52
MEWABA-225,88643,MEWABA,,software,Resolved,New Feature,19/01/2012 09:22,09/02/2012 16:58
MEWABA-224,88637,MEWABA,,software,Closed,Bug,19/01/2012 07:41,19/01/2012 11:46
MEWABA-223,88546,MEWABA,,software,Closed,Bug,18/01/2012 11:39,18/01/2012 17:34
MEWABA-222,88511,MEWABA,,software,Open,Bug,18/01/2012 08:48,
MEWABA-221,88509,MEWABA,,software,Closed,Bug,18/01/2012 08:35,18/01/2012 17:33
MEWABA-220,88502,MEWABA,,software,Open,Bug,18/01/2012 07:10,
MEWABA-219,88402,MEWABA,,software,Closed,Bug,17/01/2012 08:12,17/01/2012 15:36
MEWABA-218,88401,MEWABA,,software,Closed,Bug,17/01/2012 08:06,19/01/2012 17:20
MEWABA-217,88399,MEWABA,,software,Closed,New Feature,17/01/2012 07:50,17/01/2012 13:13
MEWABA-216,88397,MEWABA,,software,Resolved,Bug,17/01/2012 07:16,17/01/2012 16:50
MEWABA-215,88395,MEWABA,,software,Closed,Bug,17/01/2012 05:11,18/01/2012 17:33
MEWABA-214,88394,MEWABA,,software,Resolved,Bug,17/01/2012 05:07,17/01/2012 15:36
MEWABA-213,88290,MEWABA,,software,Resolved,Bug,16/01/2012 10:26,20/01/2012 11:49
MEWABA-212,88281,MEWABA,,software,Closed,Bug,16/01/2012 09:49,16/01/2012 23:43
MEWABA-211,88277,MEWABA,,software,Reopened,Bug,16/01/2012 09:14,
MEWABA-210,88276,MEWABA,,software,Resolved,Bug,16/01/2012 09:07,17/01/2012 16:52
MEWABA-209,87819,MEWABA,,software,Closed,Bug,10/01/2012 15:39,13/01/2012 10:04
MEWABA-208,87792,MEWABA,,software,Open,Bug,10/01/2012 13:20,
MEWABA-207,87725,MEWABA,,software,Open,Task,09/01/2012 16:27,
MEWABA-206,87422,MEWABA,,software,Closed,Bug,06/01/2012 05:36,09/01/2012 16:33
MEWABA-205,87421,MEWABA,,software,Closed,Bug,06/01/2012 04:22,17/01/2012 06:59
MEWABA-204,87319,MEWABA,,software,Closed,Bug,05/01/2012 09:09,13/01/2012 10:20
MEWABA-203,87317,MEWABA,,software,Closed,Bug,05/01/2012 08:03,06/01/2012 07:12
MEWABA-202,87316,MEWABA,,software,Closed,Bug,05/01/2012 07:08,05/01/2012 09:47
MEWABA-201,87315,MEWABA,,software,Closed,Bug,05/01/2012 06:19,05/01/2012 09:47
MEWABA-200,87314,MEWABA,,software,Closed,Task,05/01/2012 01:11,05/01/2012 01:15
MEWABA-199,87247,MEWABA,,software,Closed,Bug,04/01/2012 14:02,09/01/2012 16:35
MEWABA-198,87241,MEWABA,,software,Closed,Task,04/01/2012 13:40,05/01/2012 07:55
MEWABA-197,86794,MEWABA,,software,Closed,Bug,28/12/2011 03:21,28/12/2011 23:07
MEWABA-196,86771,MEWABA,,software,Closed,Bug,27/12/2011 10:29,27/12/2011 12:36
MEWABA-195,86763,MEWABA,,software,Closed,Bug,26/12/2011 08:12,27/12/2011 02:02
MEWABA-194,86759,MEWABA,,software,Resolved,Bug,23/12/2011 16:12,23/12/2011 16:31
MEWABA-193,86745,MEWABA,,software,Closed,Bug,23/12/2011 14:41,23/12/2011 16:11
MEWABA-192,86690,MEWABA,,software,Closed,Bug,22/12/2011 16:19,06/01/2012 05:32
MEWABA-191,86689,MEWABA,,software,Closed,Bug,22/12/2011 16:11,26/12/2011 04:54
MEWABA-190,86687,MEWABA,,software,Closed,Bug,22/12/2011 15:43,22/12/2011 17:48
MEWABA-189,86676,MEWABA,,software,Closed,Bug,22/12/2011 14:17,06/01/2012 05:28
MEWABA-188,86618,MEWABA,,software,Closed,Bug,22/12/2011 08:33,05/01/2012 11:07
MEWABA-187,86615,MEWABA,,software,Closed,Bug,22/12/2011 05:29,17/01/2012 16:01
MEWABA-186,86614,MEWABA,,software,Closed,Bug,22/12/2011 00:26,13/01/2012 10:02
MEWABA-185,86613,MEWABA,,software,Closed,Bug,22/12/2011 00:20,13/01/2012 10:21
MEWABA-184,86612,MEWABA,,software,Closed,Bug,22/12/2011 00:08,13/01/2012 10:03
MEWABA-183,86611,MEWABA,,software,Closed,Bug,22/12/2011 00:04,13/01/2012 10:03
MEWABA-182,86610,MEWABA,,software,Closed,Bug,21/12/2011 23:08,22/12/2011 21:03
MEWABA-181,86577,MEWABA,,software,Closed,Bug,21/12/2011 14:34,23/12/2011 13:41
MEWABA-180,86457,MEWABA,,software,Closed,Bug,20/12/2011 15:04,09/01/2012 20:16
MEWABA-179,86448,MEWABA,,software,Closed,Bug,20/12/2011 14:23,21/12/2011 22:36
MEWABA-178,86445,MEWABA,,software,Resolved,Bug,20/12/2011 14:15,10/01/2012 12:52
MEWABA-177,86299,MEWABA,,software,Closed,Bug,19/12/2011 13:49,09/01/2012 20:16
MEWABA-176,86294,MEWABA,,software,Closed,Bug,19/12/2011 13:40,22/12/2011 00:44
MEWABA-175,86282,MEWABA,,software,Open,Bug,19/12/2011 12:55,
MEWABA-174,86279,MEWABA,,software,Closed,Bug,19/12/2011 12:46,19/12/2011 21:59
MEWABA-173,86277,MEWABA,,software,Closed,Bug,19/12/2011 12:34,20/12/2011 15:51
MEWABA-172,86275,MEWABA,,software,Closed,Bug,19/12/2011 12:31,23/12/2011 00:39
MEWABA-171,86274,MEWABA,,software,Closed,Bug,19/12/2011 12:30,19/12/2011 21:54
MEWABA-170,86273,MEWABA,,software,Closed,Bug,19/12/2011 12:26,20/12/2011 15:38
MEWABA-169,86228,MEWABA,,software,Closed,Bug,19/12/2011 08:17,19/12/2011 21:58
MEWABA-168,86212,MEWABA,,software,Closed,Bug,19/12/2011 07:38,19/12/2011 21:52
MEWABA-167,86211,MEWABA,,software,Closed,Bug,19/12/2011 07:14,19/12/2011 21:57
MEWABA-166,86123,MEWABA,,software,Closed,Bug,16/12/2011 12:34,19/12/2011 02:43
MEWABA-165,86114,MEWABA,,software,Closed,Bug,16/12/2011 12:05,26/12/2011 06:53
MEWABA-164,86079,MEWABA,,software,Open,Bug,16/12/2011 09:59,
MEWABA-163,86063,MEWABA,,software,Closed,Bug,15/12/2011 20:12,16/12/2011 18:22
MEWABA-162,86062,MEWABA,,software,Closed,Bug,15/12/2011 19:10,17/12/2011 00:36
MEWABA-161,86030,MEWABA,,software,Closed,Bug,15/12/2011 16:28,16/12/2011 18:12
MEWABA-160,86022,MEWABA,,software,Closed,Bug,15/12/2011 16:11,16/12/2011 18:22
MEWABA-159,86002,MEWABA,,software,Closed,Task,15/12/2011 14:14,22/12/2011 06:58
MEWABA-158,85998,MEWABA,,software,Closed,Bug,15/12/2011 14:02,15/12/2011 16:00
MEWABA-157,85994,MEWABA,,software,Closed,Bug,15/12/2011 13:53,18/01/2012 20:57
MEWABA-156,85961,MEWABA,,software,Closed,Bug,15/12/2011 12:43,15/12/2011 13:29
MEWABA-155,85938,MEWABA,,software,Closed,Task,15/12/2011 11:54,15/12/2011 15:48
MEWABA-154,85929,MEWABA,,software,Closed,Bug,15/12/2011 11:07,15/12/2011 12:25
MEWABA-153,85926,MEWABA,,software,Closed,Bug,15/12/2011 10:58,15/12/2011 12:26
MEWABA-152,85924,MEWABA,,software,Closed,Bug,15/12/2011 10:53,16/12/2011 18:24
MEWABA-151,85922,MEWABA,,software,Closed,Bug,15/12/2011 10:51,17/01/2012 07:22
MEWABA-150,85818,MEWABA,,software,Closed,Bug,14/12/2011 11:21,19/01/2012 12:32
MEWABA-149,85815,MEWABA,,software,Closed,Bug,14/12/2011 11:12,15/12/2011 01:16
MEWABA-148,85814,MEWABA,,software,Closed,Bug,14/12/2011 11:09,15/12/2011 01:15
MEWABA-147,85813,MEWABA,,software,Closed,Bug,14/12/2011 11:08,15/12/2011 01:15
MEWABA-146,85785,MEWABA,,software,Closed,Bug,13/12/2011 17:42,15/12/2011 01:14
MEWABA-145,85780,MEWABA,,software,Closed,Bug,13/12/2011 17:14,15/12/2011 01:17
MEWABA-144,85660,MEWABA,,software,Closed,Task,13/12/2011 10:18,13/12/2011 11:42
MEWABA-143,85480,MEWABA,,software,Closed,Task,12/12/2011 01:38,13/12/2011 11:41
MEWABA-142,85472,MEWABA,,software,Closed,Bug,10/12/2011 10:54,13/12/2011 17:04
MEWABA-141,85471,MEWABA,,software,Closed,Bug,10/12/2011 10:49,13/12/2011 17:03
MEWABA-140,85470,MEWABA,,software,Closed,Bug,10/12/2011 10:47,11/12/2011 17:25
MEWABA-139,85469,MEWABA,,software,Closed,Test,10/12/2011 10:06,06/01/2012 05:17
MEWABA-138,85468,MEWABA,,software,Closed,Bug,10/12/2011 10:05,15/12/2011 01:17
MEWABA-137,85467,MEWABA,,software,Closed,Bug,10/12/2011 10:03,11/12/2011 17:11
MEWABA-136,85466,MEWABA,,software,Closed,Bug,10/12/2011 09:57,11/12/2011 17:37
MEWABA-135,85465,MEWABA,,software,Closed,Bug,10/12/2011 09:13,11/12/2011 17:57
MEWABA-134,85464,MEWABA,,software,Closed,Bug,10/12/2011 09:12,19/12/2011 22:14
MEWABA-133,85463,MEWABA,,software,Closed,Bug,10/12/2011 09:11,11/12/2011 16:21
MEWABA-132,85462,MEWABA,,software,Closed,Bug,10/12/2011 09:09,11/12/2011 18:23
MEWABA-131,85461,MEWABA,,software,Closed,Bug,10/12/2011 09:08,11/12/2011 18:06
MEWABA-130,85423,MEWABA,,software,Closed,Bug,09/12/2011 15:10,09/12/2011 16:16
MEWABA-129,85421,MEWABA,,software,Closed,Bug,09/12/2011 14:59,11/12/2011 23:22
MEWABA-128,85420,MEWABA,,software,Closed,Bug,09/12/2011 14:56,11/12/2011 16:17
MEWABA-127,85418,MEWABA,,software,Closed,Bug,09/12/2011 14:53,20/12/2011 14:41
MEWABA-126,85417,MEWABA,,software,Closed,Test,09/12/2011 14:50,09/01/2012 04:10
MEWABA-125,85415,MEWABA,,software,Closed,Task,09/12/2011 14:44,09/12/2011 16:08
