Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
ASA-937,652880,ASA,,software,Done,Task,05/12/2019 16:08,
ASA-936,652877,ASA,,software,Done,Bug,05/12/2019 15:55,
ASA-930,652409,ASA,,software,Rejected,Task,03/12/2019 16:14,
ASA-927,652058,ASA,,software,Done,Bug,02/12/2019 14:26,
ASA-926,651948,ASA,,software,Resolved,Task,02/12/2019 10:59,
ASA-923,651487,ASA,,software,Rejected,Bug,29/11/2019 07:56,
ASA-916,650994,ASA,,software,Rejected,Epic,27/11/2019 08:19,27/11/2019 08:20
ASA-913,649756,ASA,,software,Done,Task,20/11/2019 12:53,
ASA-912,649452,ASA,,software,Done,Task,19/11/2019 15:16,
ASA-910,649434,ASA,,software,Done,Task,19/11/2019 14:10,
ASA-907,649431,ASA,,software,Done,Task,19/11/2019 14:08,
ASA-906,649427,ASA,,software,Rejected,Task,19/11/2019 13:59,
ASA-905,649244,ASA,,software,Done,Task,18/11/2019 15:33,
ASA-904,649148,ASA,,software,Rejected,Task,18/11/2019 12:09,
ASA-903,649142,ASA,,software,Done,Task,18/11/2019 11:52,
ASA-902,649091,ASA,,software,Done,Task,18/11/2019 10:02,
ASA-901,649090,ASA,,software,Tested,Story,18/11/2019 10:01,
ASA-900,649012,ASA,,software,Done,Bug,15/11/2019 16:52,
ASA-899,648974,ASA,,software,Done,Task,15/11/2019 14:53,
ASA-898,648846,ASA,,software,Rejected,Task,15/11/2019 11:07,
ASA-897,648654,ASA,,software,Done,Task,14/11/2019 13:38,
ASA-894,648647,ASA,,software,Done,Task,14/11/2019 13:34,
ASA-893,648646,ASA,,software,Done,Task,14/11/2019 13:34,
ASA-892,648565,ASA,,software,Done,Task,14/11/2019 10:56,
ASA-891,648536,ASA,,software,Open,Epic,14/11/2019 09:42,
ASA-889,646698,ASA,,software,Rejected,Task,04/11/2019 11:44,
ASA-886,645403,ASA,,software,Done,Task,28/10/2019 11:13,
ASA-883,644747,ASA,,software,Rejected,Bug,23/10/2019 15:51,
ASA-882,644741,ASA,,software,Rejected,Bug,23/10/2019 15:40,
ASA-881,644739,ASA,,software,Done,Bug,23/10/2019 15:38,
ASA-880,644724,ASA,,software,Done,Bug,23/10/2019 15:19,
ASA-878,643504,ASA,,software,Done,Task,16/10/2019 15:55,
ASA-877,643441,ASA,,software,Done,Task,16/10/2019 14:51,
ASA-876,643402,ASA,,software,Rejected,Task,16/10/2019 12:49,
ASA-875,643393,ASA,,software,Done,Task,16/10/2019 12:08,
ASA-874,643390,ASA,,software,Done,Task,16/10/2019 12:05,
ASA-873,643384,ASA,,software,Rejected,Task,16/10/2019 11:58,
ASA-872,643300,ASA,,software,Done,Task,16/10/2019 08:48,
ASA-871,643299,ASA,,software,Done,Task,16/10/2019 08:47,
ASA-870,643298,ASA,,software,Done,Task,16/10/2019 08:46,
ASA-869,642798,ASA,,software,Done,Task,11/10/2019 16:29,
ASA-868,642736,ASA,,software,Done,Bug,11/10/2019 13:55,
ASA-867,642567,ASA,,software,Done,Bug,10/10/2019 14:28,
ASA-866,642273,ASA,,software,Resolved,Bug,09/10/2019 16:47,
ASA-865,642265,ASA,,software,Rejected,Task,09/10/2019 16:18,
ASA-864,642005,ASA,,software,Resolved,Task,08/10/2019 17:32,
ASA-863,641728,ASA,,software,Done,Task,07/10/2019 17:06,
