Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
BMWWJCA-166,569837,BMWWJCA,,software,Done,Bug,20/11/2018 13:18,
BMWWJCA-165,569791,BMWWJCA,,software,Done,Bug,20/11/2018 11:44,
BMWWJCA-164,569731,BMWWJCA,,software,Done,Bug,20/11/2018 10:23,
BMWWJCA-163,565747,BMWWJCA,,software,To Do,Bug,31/10/2018 14:23,
BMWWJCA-162,565661,BMWWJCA,,software,To Do,Bug,31/10/2018 12:03,
BMWWJCA-161,562837,BMWWJCA,,software,To Do,Bug,17/10/2018 12:51,
BMWWJCA-160,562066,BMWWJCA,,software,Approved,Task,15/10/2018 07:50,
BMWWJCA-159,561653,BMWWJCA,,software,Approved,Bug,12/10/2018 10:35,
BMWWJCA-158,561556,BMWWJCA,,software,To Do,Improvement,11/10/2018 15:56,
BMWWJCA-157,560693,BMWWJCA,,software,Approved,Improvement,08/10/2018 17:00,
BMWWJCA-156,560689,BMWWJCA,,software,To Do,Improvement,08/10/2018 16:36,
BMWWJCA-155,560688,BMWWJCA,,software,Done,Improvement,08/10/2018 16:22,
BMWWJCA-154,560686,BMWWJCA,,software,Approved,Bug,08/10/2018 16:16,
BMWWJCA-153,560680,BMWWJCA,,software,To Do,Improvement,08/10/2018 15:44,
BMWWJCA-152,559100,BMWWJCA,,software,To Do,Task,01/10/2018 16:05,
BMWWJCA-151,559097,BMWWJCA,,software,Approved,Task,01/10/2018 16:01,
BMWWJCA-150,559095,BMWWJCA,,software,Approved,Task,01/10/2018 15:56,
BMWWJCA-149,559094,BMWWJCA,,software,Approved,Task,01/10/2018 15:54,
BMWWJCA-148,559092,BMWWJCA,,software,To Do,Improvement,01/10/2018 15:53,
BMWWJCA-147,559090,BMWWJCA,,software,Approved,Improvement,01/10/2018 15:52,
BMWWJCA-146,559083,BMWWJCA,,software,Approved,Improvement,01/10/2018 15:34,
BMWWJCA-145,553170,BMWWJCA,,software,Approved,Bug,04/09/2018 15:10,
BMWWJCA-144,552851,BMWWJCA,,software,Approved,Bug,03/09/2018 14:23,
BMWWJCA-143,552712,BMWWJCA,,software,Approved,Bug,03/09/2018 11:09,
BMWWJCA-142,552308,BMWWJCA,,software,Approved,Bug,30/08/2018 16:39,
BMWWJCA-141,552127,BMWWJCA,,software,To Do,Bug,30/08/2018 09:29,
BMWWJCA-140,551655,BMWWJCA,,software,Approved,Bug,28/08/2018 13:16,
BMWWJCA-138,551605,BMWWJCA,,software,Approved,Bug,28/08/2018 11:21,
BMWWJCA-137,551586,BMWWJCA,,software,To Do,Improvement,28/08/2018 10:37,
