Issue key,Issue id,Project key,Column1,Project type,Status,Issue Type,Created,Resolved
ATTORNAVO-136,739353,ATTORNAVO,,software,Resolved,Bug,24/09/2021 11:20,24/09/2021 15:25
ATTORNAVO-135,737872,ATTORNAVO,,software,Resolved,Bug,16/09/2021 08:51,20/09/2021 16:25
ATTORNAVO-134,712899,ATTORNAVO,,software,Resolved,Bug,26/03/2021 11:16,09/04/2021 12:57
ATTORNAVO-133,695692,ATTORNAVO,,software,Resolved,Bug,06/11/2020 14:40,11/02/2021 01:14
ATTORNAVO-132,694070,ATTORNAVO,,software,Resolved,Bug,28/10/2020 15:03,14/07/2022 14:25
ATTORNAVO-131,693346,ATTORNAVO,,software,Resolved,Task,20/10/2020 14:05,14/07/2022 14:25
ATTORNAVO-130,686116,ATTORNAVO,,software,Closed,Task,13/08/2020 15:39,02/03/2021 14:01
ATTORNAVO-129,460834,ATTORNAVO,,software,Closed,Task,12/09/2017 14:57,06/10/2017 09:26
ATTORNAVO-128,460214,ATTORNAVO,,software,Closed,Task,11/09/2017 15:32,18/10/2017 14:05
ATTORNAVO-127,458348,ATTORNAVO,,software,Closed,Task,04/09/2017 12:55,06/10/2017 09:26
ATTORNAVO-126,455857,ATTORNAVO,,software,Closed,Task,28/08/2017 11:55,01/09/2017 15:20
ATTORNAVO-125,455042,ATTORNAVO,,software,Closed,Bug,24/08/2017 09:57,26/02/2019 10:53
ATTORNAVO-124,455041,ATTORNAVO,,software,Closed,Task,24/08/2017 09:56,01/09/2017 15:27
ATTORNAVO-123,455035,ATTORNAVO,,software,Closed,Task,24/08/2017 09:50,26/02/2019 10:53
ATTORNAVO-122,454400,ATTORNAVO,,software,Closed,Bug,22/08/2017 14:17,26/02/2019 10:53
ATTORNAVO-121,453685,ATTORNAVO,,software,Closed,Task,18/08/2017 11:29,24/08/2017 09:41
ATTORNAVO-120,452731,ATTORNAVO,,software,Closed,Task,16/08/2017 10:00,06/10/2017 09:27
ATTORNAVO-119,451310,ATTORNAVO,,software,Closed,Task,08/08/2017 10:50,10/08/2017 10:07
ATTORNAVO-118,451041,ATTORNAVO,,software,Closed,Task,07/08/2017 11:50,10/08/2017 10:07
ATTORNAVO-117,450064,ATTORNAVO,,software,Closed,Task,02/08/2017 14:51,24/08/2017 09:42
ATTORNAVO-116,446203,ATTORNAVO,,software,Closed,Task,20/07/2017 16:09,24/07/2017 12:25
ATTORNAVO-115,443116,ATTORNAVO,,software,Closed,Task,11/07/2017 09:06,21/07/2017 11:51
ATTORNAVO-114,440368,ATTORNAVO,,software,Closed,Task,03/07/2017 10:18,21/07/2017 11:52
ATTORNAVO-113,439400,ATTORNAVO,,software,Closed,Task,29/06/2017 10:22,03/07/2017 09:44
ATTORNAVO-112,438337,ATTORNAVO,,software,Closed,Improvement,26/06/2017 10:54,21/07/2017 11:52
ATTORNAVO-111,438325,ATTORNAVO,,software,Closed,Improvement,26/06/2017 10:51,21/07/2017 11:52
ATTORNAVO-110,438305,ATTORNAVO,,software,Closed,Task,26/06/2017 10:22,03/07/2017 09:45
ATTORNAVO-109,438304,ATTORNAVO,,software,Closed,Task,26/06/2017 10:22,05/07/2017 15:37
ATTORNAVO-108,438285,ATTORNAVO,,software,Closed,Task,26/06/2017 09:43,28/06/2017 13:03
ATTORNAVO-107,438223,ATTORNAVO,,software,Closed,Task,23/06/2017 16:27,03/07/2017 09:46
ATTORNAVO-106,438222,ATTORNAVO,,software,Closed,Task,23/06/2017 16:27,21/07/2017 11:52
ATTORNAVO-105,437936,ATTORNAVO,,software,Closed,Task,22/06/2017 15:02,28/06/2017 13:00
ATTORNAVO-104,437934,ATTORNAVO,,software,Closed,Task,22/06/2017 15:01,28/06/2017 13:00
ATTORNAVO-103,436657,ATTORNAVO,,software,Closed,Task,21/06/2017 09:43,26/02/2019 10:53
ATTORNAVO-102,434035,ATTORNAVO,,software,Closed,Task,12/06/2017 16:59,26/02/2019 10:53
ATTORNAVO-101,431585,ATTORNAVO,,software,Closed,Task,05/06/2017 08:33,18/10/2017 14:04
ATTORNAVO-100,428753,ATTORNAVO,,software,Closed,Task,25/05/2017 13:10,05/06/2017 10:09
ATTORNAVO-99,428173,ATTORNAVO,,software,Closed,Improvement,23/05/2017 16:59,05/06/2017 10:09
ATTORNAVO-98,427963,ATTORNAVO,,software,Closed,Task,23/05/2017 10:54,05/06/2017 10:09
ATTORNAVO-97,427956,ATTORNAVO,,software,Closed,Task,23/05/2017 10:46,05/06/2017 10:27
ATTORNAVO-96,427465,ATTORNAVO,,software,Closed,Task,22/05/2017 09:32,18/10/2017 14:04
ATTORNAVO-95,427076,ATTORNAVO,,software,Closed,Improvement,19/05/2017 11:19,02/06/2017 09:38
ATTORNAVO-94,425360,ATTORNAVO,,software,Closed,Task,12/05/2017 13:40,05/06/2017 10:20
ATTORNAVO-93,424166,ATTORNAVO,,software,Closed,Task,10/05/2017 08:14,05/06/2017 10:26
ATTORNAVO-92,423134,ATTORNAVO,,software,Closed,Task,08/05/2017 11:17,05/06/2017 10:24
ATTORNAVO-91,423062,ATTORNAVO,,software,Closed,Task,08/05/2017 09:57,05/06/2017 10:26
ATTORNAVO-90,423025,ATTORNAVO,,software,Closed,Task,08/05/2017 08:32,05/06/2017 10:25
ATTORNAVO-89,421069,ATTORNAVO,,software,Closed,Task,27/04/2017 10:52,05/06/2017 10:30
ATTORNAVO-88,420988,ATTORNAVO,,software,Closed,Task,27/04/2017 09:10,05/06/2017 10:12
ATTORNAVO-87,420489,ATTORNAVO,,software,Closed,Bug,26/04/2017 07:31,21/07/2017 11:57
ATTORNAVO-86,417239,ATTORNAVO,,software,Closed,Task,21/04/2017 12:18,26/04/2017 10:06
ATTORNAVO-85,416782,ATTORNAVO,,software,Closed,Task,20/04/2017 09:10,26/04/2017 10:06
ATTORNAVO-84,416765,ATTORNAVO,,software,Closed,Task,20/04/2017 08:10,05/06/2017 10:00
ATTORNAVO-83,416106,ATTORNAVO,,software,Closed,Task,18/04/2017 09:30,18/04/2017 12:28
ATTORNAVO-82,416008,ATTORNAVO,,software,Closed,Bug,14/04/2017 14:42,05/06/2017 10:11
ATTORNAVO-81,414950,ATTORNAVO,,software,Closed,New Feature,11/04/2017 11:00,26/02/2019 10:53
ATTORNAVO-80,413903,ATTORNAVO,,software,Closed,Task,07/04/2017 13:06,13/04/2017 10:42
ATTORNAVO-79,413867,ATTORNAVO,,software,Closed,Task,07/04/2017 12:07,26/04/2017 10:09
ATTORNAVO-78,413667,ATTORNAVO,,software,Closed,Task,07/04/2017 07:30,11/04/2017 15:24
ATTORNAVO-77,412737,ATTORNAVO,,software,Closed,Task,05/04/2017 08:09,11/04/2017 10:05
ATTORNAVO-76,412468,ATTORNAVO,,software,Closed,Task,04/04/2017 12:42,13/04/2017 09:53
ATTORNAVO-75,412453,ATTORNAVO,,software,Closed,Task,04/04/2017 12:18,13/04/2017 12:14
ATTORNAVO-74,411945,ATTORNAVO,,software,Closed,Task,03/04/2017 13:26,13/04/2017 09:55
ATTORNAVO-73,411934,ATTORNAVO,,software,Closed,Epic,03/04/2017 13:23,05/06/2017 10:23
ATTORNAVO-72,411765,ATTORNAVO,,software,Closed,Task,03/04/2017 10:48,05/07/2017 15:36
ATTORNAVO-71,411002,ATTORNAVO,,software,Closed,Task,31/03/2017 09:20,13/04/2017 09:55
ATTORNAVO-70,410240,ATTORNAVO,,software,Closed,Task,29/03/2017 09:11,31/03/2017 09:39
ATTORNAVO-69,409715,ATTORNAVO,,software,Closed,Task,28/03/2017 11:19,26/04/2017 10:09
ATTORNAVO-68,409451,ATTORNAVO,,software,Closed,Task,27/03/2017 13:59,27/03/2017 17:16
ATTORNAVO-67,409372,ATTORNAVO,,software,Closed,Task,27/03/2017 12:20,05/06/2017 10:11
ATTORNAVO-66,409335,ATTORNAVO,,software,Closed,New Feature,27/03/2017 11:31,26/04/2017 10:10
ATTORNAVO-65,409328,ATTORNAVO,,software,Closed,Task,27/03/2017 11:29,27/03/2017 17:16
ATTORNAVO-64,408579,ATTORNAVO,,software,Closed,Task,23/03/2017 09:13,28/03/2017 13:26
ATTORNAVO-63,408218,ATTORNAVO,,software,Closed,Task,22/03/2017 08:17,22/03/2017 14:01
ATTORNAVO-62,408099,ATTORNAVO,,software,Closed,Bug,21/03/2017 14:30,05/06/2017 10:11
ATTORNAVO-61,408071,ATTORNAVO,,software,Closed,Task,21/03/2017 13:40,26/04/2017 10:09
ATTORNAVO-60,407368,ATTORNAVO,,software,Closed,Task,20/03/2017 09:47,20/03/2017 13:04
ATTORNAVO-59,406696,ATTORNAVO,,software,Closed,Task,16/03/2017 11:17,17/03/2017 10:11
ATTORNAVO-58,406561,ATTORNAVO,,software,Closed,Task,16/03/2017 07:55,31/03/2017 09:39
ATTORNAVO-57,406460,ATTORNAVO,,software,Closed,Task,15/03/2017 15:38,22/03/2017 10:45
ATTORNAVO-55,403674,ATTORNAVO,,software,Closed,Task,08/03/2017 11:45,05/04/2017 10:36
ATTORNAVO-54,399921,ATTORNAVO,,software,Closed,Task,24/02/2017 13:26,21/03/2017 15:43
ATTORNAVO-53,395608,ATTORNAVO,,software,Closed,Task,22/02/2017 13:21,17/03/2017 10:20
ATTORNAVO-52,395478,ATTORNAVO,,software,Closed,Task,22/02/2017 08:16,17/03/2017 10:24
ATTORNAVO-51,395118,ATTORNAVO,,software,Closed,Task,21/02/2017 08:57,17/03/2017 10:26
ATTORNAVO-50,395053,ATTORNAVO,,software,Closed,Task,20/02/2017 17:12,21/03/2017 15:40
ATTORNAVO-49,394941,ATTORNAVO,,software,Closed,Task,20/02/2017 13:45,21/03/2017 15:35
ATTORNAVO-48,392688,ATTORNAVO,,software,Closed,Task,13/02/2017 09:57,17/03/2017 10:31
ATTORNAVO-47,392565,ATTORNAVO,,software,Closed,Task,10/02/2017 13:59,10/02/2017 14:44
ATTORNAVO-46,392551,ATTORNAVO,,software,Closed,Bug,10/02/2017 13:48,17/03/2017 10:29
ATTORNAVO-45,392357,ATTORNAVO,,software,Closed,Improvement,10/02/2017 11:01,05/06/2017 10:10
ATTORNAVO-44,392292,ATTORNAVO,,software,Closed,Bug,10/02/2017 09:17,13/04/2017 09:56
ATTORNAVO-42,391747,ATTORNAVO,,software,Closed,Task,09/02/2017 09:40,05/04/2017 10:34
ATTORNAVO-41,391029,ATTORNAVO,,software,Closed,Task,07/02/2017 14:17,08/02/2017 09:38
ATTORNAVO-40,391017,ATTORNAVO,,software,Closed,Task,07/02/2017 13:59,09/02/2017 09:32
ATTORNAVO-39,390971,ATTORNAVO,,software,Closed,Task,07/02/2017 13:23,10/02/2017 14:50
ATTORNAVO-38,390865,ATTORNAVO,,software,Closed,Task,07/02/2017 10:37,08/02/2017 09:53
ATTORNAVO-37,390219,ATTORNAVO,,software,Closed,Task,03/02/2017 14:24,08/02/2017 09:53
ATTORNAVO-36,389935,ATTORNAVO,,software,Closed,Task,03/02/2017 07:44,08/02/2017 09:38
ATTORNAVO-35,389626,ATTORNAVO,,software,Closed,Task,02/02/2017 10:29,08/02/2017 09:54
ATTORNAVO-34,389411,ATTORNAVO,,software,Closed,Task,01/02/2017 14:12,08/02/2017 11:17
ATTORNAVO-33,389203,ATTORNAVO,,software,Closed,Task,01/02/2017 10:50,08/02/2017 10:20
ATTORNAVO-32,386995,ATTORNAVO,,software,Closed,Task,30/01/2017 13:19,09/02/2017 10:00
ATTORNAVO-31,386862,ATTORNAVO,,software,Closed,Task,30/01/2017 11:37,21/07/2017 11:57
ATTORNAVO-30,386728,ATTORNAVO,,software,Closed,Bug,30/01/2017 08:54,05/06/2017 10:11
ATTORNAVO-29,386502,ATTORNAVO,,software,Closed,Task,27/01/2017 12:48,13/04/2017 11:04
ATTORNAVO-28,386058,ATTORNAVO,,software,Closed,Task,26/01/2017 12:20,09/02/2017 09:53
ATTORNAVO-27,386057,ATTORNAVO,,software,Closed,Task,26/01/2017 12:19,08/02/2017 11:18
ATTORNAVO-26,385466,ATTORNAVO,,software,Closed,Task,25/01/2017 09:02,25/01/2017 16:22
ATTORNAVO-25,385443,ATTORNAVO,,software,Closed,Task,25/01/2017 08:10,25/01/2017 16:20
ATTORNAVO-24,385143,ATTORNAVO,,software,Closed,Task,24/01/2017 10:46,09/02/2017 09:54
ATTORNAVO-23,385142,ATTORNAVO,,software,Closed,Task,24/01/2017 10:46,09/02/2017 09:55
ATTORNAVO-22,384664,ATTORNAVO,,software,Closed,Task,23/01/2017 08:38,23/01/2017 12:56
ATTORNAVO-21,384568,ATTORNAVO,,software,Closed,Task,20/01/2017 14:54,09/02/2017 09:54
ATTORNAVO-20,384264,ATTORNAVO,,software,Closed,Task,20/01/2017 08:56,09/02/2017 09:55
ATTORNAVO-19,380244,ATTORNAVO,,software,Closed,Task,19/01/2017 07:49,20/01/2017 11:54
ATTORNAVO-18,380163,ATTORNAVO,,software,Closed,Task,18/01/2017 14:14,16/02/2017 14:55
ATTORNAVO-15,378751,ATTORNAVO,,software,Closed,Task,12/01/2017 11:29,13/01/2017 12:14
ATTORNAVO-14,378401,ATTORNAVO,,software,Closed,Task,11/01/2017 11:30,13/01/2017 10:34
ATTORNAVO-13,378263,ATTORNAVO,,software,Closed,Task,11/01/2017 09:11,12/01/2017 10:01
ATTORNAVO-12,378246,ATTORNAVO,,software,Closed,Task,11/01/2017 08:24,21/03/2017 15:07
ATTORNAVO-11,377852,ATTORNAVO,,software,Closed,Task,10/01/2017 12:01,13/01/2017 12:15
ATTORNAVO-10,377174,ATTORNAVO,,software,Closed,Task,05/01/2017 14:18,30/01/2017 09:59
ATTORNAVO-9,377172,ATTORNAVO,,software,Closed,Task,05/01/2017 14:18,30/01/2017 09:59
ATTORNAVO-8,377171,ATTORNAVO,,software,Closed,Task,05/01/2017 14:17,30/01/2017 11:38
ATTORNAVO-7,377170,ATTORNAVO,,software,Closed,Task,05/01/2017 14:17,30/01/2017 09:59
ATTORNAVO-6,377159,ATTORNAVO,,software,Closed,Task,05/01/2017 14:00,30/01/2017 09:59
ATTORNAVO-5,377156,ATTORNAVO,,software,Closed,Task,05/01/2017 13:56,30/01/2017 09:59
ATTORNAVO-4,377154,ATTORNAVO,,software,Closed,Task,05/01/2017 13:55,30/01/2017 09:59
ATTORNAVO-3,377152,ATTORNAVO,,software,Closed,Task,05/01/2017 13:54,30/01/2017 09:59
ATTORNAVO-2,377150,ATTORNAVO,,software,Closed,Task,05/01/2017 13:53,30/01/2017 09:58
ATTORNAVO-1,377080,ATTORNAVO,,software,Closed,Task,05/01/2017 11:50,12/01/2017 09:40
