Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
GROUPS-417,88654,GROUPS,,software,Open,Task,19/01/2012 10:03,
GROUPS-416,88448,GROUPS,,software,Closed,Task,17/01/2012 12:23,06/02/2012 14:29
GROUPS-415,75414,GROUPS,,software,Open,New Feature,01/09/2011 16:42,
GROUPS-414,75391,GROUPS,,software,Open,Bug,01/09/2011 14:20,
GROUPS-413,75350,GROUPS,,software,Open,Bug,01/09/2011 11:50,
GROUPS-412,73291,GROUPS,,software,Resolved,Bug,10/08/2011 16:28,30/07/2012 12:27
GROUPS-411,73221,GROUPS,,software,Resolved,Bug,10/08/2011 11:19,27/07/2012 10:16
GROUPS-410,73203,GROUPS,,software,Open,Bug,10/08/2011 08:40,
GROUPS-409,73198,GROUPS,,software,Resolved,Bug,09/08/2011 18:51,10/08/2011 11:31
GROUPS-408,73197,GROUPS,,software,Resolved,Bug,09/08/2011 18:20,09/08/2011 18:52
GROUPS-407,73194,GROUPS,,software,Open,Bug,09/08/2011 17:44,
GROUPS-406,73193,GROUPS,,software,Resolved,Bug,09/08/2011 17:43,26/07/2012 11:29
GROUPS-405,73191,GROUPS,,software,Resolved,Bug,09/08/2011 17:42,09/08/2011 17:56
GROUPS-404,60738,GROUPS,,software,Resolved,Bug,27/06/2011 22:17,04/07/2011 09:44
GROUPS-403,60737,GROUPS,,software,Resolved,Improvement,27/06/2011 22:16,27/07/2012 13:37
GROUPS-402,60736,GROUPS,,software,Resolved,Task,27/06/2011 22:16,04/07/2011 09:57
GROUPS-401,60735,GROUPS,,software,Resolved,Bug,27/06/2011 22:15,04/07/2011 10:15
GROUPS-400,60734,GROUPS,,software,Resolved,Bug,27/06/2011 22:15,09/08/2011 17:43
GROUPS-399,60733,GROUPS,,software,Resolved,Bug,27/06/2011 22:14,03/08/2011 19:25
GROUPS-398,60732,GROUPS,,software,Resolved,Task,27/06/2011 22:13,26/07/2011 10:54
GROUPS-397,60731,GROUPS,,software,Resolved,Bug,27/06/2011 22:12,01/08/2011 19:31
GROUPS-396,60730,GROUPS,,software,Resolved,Bug,27/06/2011 22:11,30/07/2012 16:55
GROUPS-395,60729,GROUPS,,software,Resolved,Improvement,27/06/2011 22:11,27/07/2012 14:35
GROUPS-394,60728,GROUPS,,software,Resolved,Improvement,27/06/2011 22:10,01/08/2011 20:27
GROUPS-393,60727,GROUPS,,software,Resolved,Improvement,27/06/2011 22:09,03/08/2011 20:01
GROUPS-392,60726,GROUPS,,software,Resolved,Bug,27/06/2011 22:09,04/08/2011 20:07
