Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
TAKTOR-683,490741,TAKTOR,,software,To Do,Task,29/12/2017 10:56,
TAKTOR-681,483376,TAKTOR,,software,To Do,Task,28/11/2017 13:30,
TAKTOR-680,481231,TAKTOR,,software,Rejected,Task,20/11/2017 15:10,
TAKTOR-679,477355,TAKTOR,,software,Done,Sub-task,08/11/2017 09:32,08/11/2017 09:33
TAKTOR-678,477354,TAKTOR,,software,In progress,Sub-task,08/11/2017 09:32,
TAKTOR-677,477353,TAKTOR,,software,Done,Sub-task,08/11/2017 09:32,08/11/2017 09:33
TAKTOR-676,477352,TAKTOR,,software,To Do,Task,08/11/2017 09:32,
TAKTOR-675,477351,TAKTOR,,software,Done,Task,08/11/2017 09:30,08/11/2017 12:40
TAKTOR-674,475071,TAKTOR,,software,To Do,Task,31/10/2017 14:47,
TAKTOR-673,472969,TAKTOR,,software,To Do,Task,25/10/2017 10:41,
TAKTOR-672,472445,TAKTOR,,software,In progress,Sub-task,24/10/2017 08:55,
TAKTOR-671,472004,TAKTOR,,software,Done,Bug,20/10/2017 14:16,25/10/2017 12:58
TAKTOR-670,470644,TAKTOR,,software,To Do,Task,17/10/2017 12:57,
TAKTOR-669,470496,TAKTOR,,software,Done,Sub-task,17/10/2017 10:04,20/10/2017 09:19
TAKTOR-668,470489,TAKTOR,,software,Done,Sub-task,17/10/2017 09:51,19/10/2017 09:24
TAKTOR-667,470488,TAKTOR,,software,Done,Sub-task,17/10/2017 09:51,19/10/2017 09:25
TAKTOR-666,470487,TAKTOR,,software,Done,Sub-task,17/10/2017 09:50,17/10/2017 10:01
TAKTOR-665,469307,TAKTOR,,software,Done,Task,11/10/2017 15:29,20/10/2017 10:59
TAKTOR-664,469306,TAKTOR,,software,Done,Task,11/10/2017 15:28,20/10/2017 09:20
TAKTOR-663,468622,TAKTOR,,software,In progress,Sub-task,10/10/2017 14:05,
TAKTOR-662,468621,TAKTOR,,software,In progress,Sub-task,10/10/2017 14:03,
TAKTOR-661,468620,TAKTOR,,software,In progress,Sub-task,10/10/2017 14:02,
TAKTOR-660,467535,TAKTOR,,software,To Do,Bug,06/10/2017 09:12,
TAKTOR-659,467388,TAKTOR,,software,In progress,Task,05/10/2017 14:46,
TAKTOR-658,467329,TAKTOR,,software,Done,Sub-task,05/10/2017 12:52,11/10/2017 15:12
TAKTOR-657,467328,TAKTOR,,software,Done,Sub-task,05/10/2017 12:49,05/10/2017 12:49
TAKTOR-656,466917,TAKTOR,,software,Done,Task,04/10/2017 11:26,11/10/2017 15:12
TAKTOR-655,457279,TAKTOR,,software,Done,Sub-task,31/08/2017 12:18,01/09/2017 13:45
TAKTOR-654,457278,TAKTOR,,software,Done,Sub-task,31/08/2017 12:18,01/09/2017 10:47
TAKTOR-653,457277,TAKTOR,,software,Done,Sub-task,31/08/2017 12:17,31/08/2017 15:02
TAKTOR-652,457199,TAKTOR,,software,Done,Task,31/08/2017 11:17,01/09/2017 13:45
TAKTOR-651,456208,TAKTOR,,software,To Do,Task,29/08/2017 12:19,
TAKTOR-650,454295,TAKTOR,,software,In progress,Bug,22/08/2017 11:59,
TAKTOR-649,454240,TAKTOR,,software,Done,Bug,22/08/2017 10:03,22/08/2017 12:01
TAKTOR-648,453102,TAKTOR,,software,To Do,Task,17/08/2017 10:24,
TAKTOR-647,452809,TAKTOR,,software,Done,Sub-task,16/08/2017 11:32,23/08/2017 14:12
TAKTOR-646,452006,TAKTOR,,software,Done,Sub-task,10/08/2017 10:04,22/08/2017 14:43
TAKTOR-645,452005,TAKTOR,,software,Done,Sub-task,10/08/2017 10:04,22/08/2017 14:43
TAKTOR-644,452004,TAKTOR,,software,Done,Sub-task,10/08/2017 10:03,14/08/2017 09:48
TAKTOR-643,452003,TAKTOR,,software,Done,Improvement,10/08/2017 10:03,29/08/2017 08:07
TAKTOR-642,452001,TAKTOR,,software,Done,Sub-task,10/08/2017 10:02,10/08/2017 11:44
TAKTOR-641,451433,TAKTOR,,software,Done,Sub-task,08/08/2017 13:49,10/08/2017 10:01
TAKTOR-640,451416,TAKTOR,,software,Done,Sub-task,08/08/2017 13:02,01/09/2017 14:51
TAKTOR-639,451415,TAKTOR,,software,Done,Sub-task,08/08/2017 13:02,29/08/2017 08:08
TAKTOR-638,451414,TAKTOR,,software,Done,Sub-task,08/08/2017 13:02,28/08/2017 14:00
TAKTOR-637,451411,TAKTOR,,software,Done,Sub-task,08/08/2017 13:00,01/09/2017 14:51
TAKTOR-636,451392,TAKTOR,,software,Done,Sub-task,08/08/2017 12:31,08/08/2017 13:01
TAKTOR-635,449982,TAKTOR,,software,Done,Bug,02/08/2017 13:24,02/08/2017 14:20
TAKTOR-634,449357,TAKTOR,,software,Done,Bug,01/08/2017 12:07,03/08/2017 09:24
TAKTOR-633,448822,TAKTOR,,software,Done,Task,31/07/2017 13:46,22/08/2017 08:33
TAKTOR-632,448232,TAKTOR,,software,Done,Task,28/07/2017 11:12,01/09/2017 14:51
TAKTOR-631,447402,TAKTOR,,software,Done,Sub-task,26/07/2017 10:32,24/08/2017 13:19
TAKTOR-630,447401,TAKTOR,,software,Done,Sub-task,26/07/2017 10:32,16/08/2017 11:32
TAKTOR-629,446134,TAKTOR,,software,Done,Sub-task,20/07/2017 14:01,16/08/2017 11:32
TAKTOR-628,444895,TAKTOR,,software,Done,Bug,17/07/2017 12:16,27/07/2017 13:38
TAKTOR-627,444877,TAKTOR,,software,Done,Sub-task,17/07/2017 12:07,17/07/2017 16:56
TAKTOR-626,444876,TAKTOR,,software,Done,Sub-task,17/07/2017 12:06,17/07/2017 16:56
TAKTOR-625,444510,TAKTOR,,software,Done,Bug,14/07/2017 16:34,27/07/2017 13:38
TAKTOR-624,444504,TAKTOR,,software,Done,New Feature,14/07/2017 16:14,08/08/2017 14:26
TAKTOR-623,444356,TAKTOR,,software,Done,Bug,14/07/2017 12:26,31/07/2017 14:43
TAKTOR-622,444306,TAKTOR,,software,Done,Task,14/07/2017 11:29,23/08/2017 12:49
TAKTOR-621,444138,TAKTOR,,software,Done,Sub-task,13/07/2017 15:51,18/07/2017 12:45
TAKTOR-620,444137,TAKTOR,,software,Done,Sub-task,13/07/2017 15:51,18/07/2017 16:41
TAKTOR-619,444135,TAKTOR,,software,Done,Sub-task,13/07/2017 15:50,17/07/2017 12:06
TAKTOR-618,444134,TAKTOR,,software,Done,Sub-task,13/07/2017 15:50,17/07/2017 12:06
TAKTOR-617,444133,TAKTOR,,software,Done,Sub-task,13/07/2017 15:50,17/07/2017 09:57
