Issue key,Issue id,Project key,Column1,Project type,Status,Issue Type,Created,Resolved
SETBUILDER-416,321708,SETBUILDER,,software,Done,Bug,18/11/2016 16:58,22/11/2016 23:02
SETBUILDER-415,321707,SETBUILDER,,software,Done,Bug,18/11/2016 16:55,19/11/2016 15:52
SETBUILDER-414,321706,SETBUILDER,,software,Done,Bug,18/11/2016 16:51,22/11/2016 23:13
SETBUILDER-413,321361,SETBUILDER,,software,Done,Bug,17/11/2016 17:22,23/11/2016 22:21
SETBUILDER-412,321095,SETBUILDER,,software,Done,Bug,16/11/2016 21:22,22/11/2016 23:17
SETBUILDER-411,320940,SETBUILDER,,software,Done,Bug,16/11/2016 18:01,23/11/2016 21:16
SETBUILDER-410,320936,SETBUILDER,,software,Done,Bug,16/11/2016 17:39,18/11/2016 06:01
SETBUILDER-409,320930,SETBUILDER,,software,Done,Improvement,16/11/2016 17:08,19/12/2016 10:26
SETBUILDER-408,320159,SETBUILDER,,software,Done,Improvement,16/11/2016 16:16,23/01/2017 11:46
SETBUILDER-407,320152,SETBUILDER,,software,Done,Improvement,16/11/2016 16:05,23/01/2017 11:48
SETBUILDER-406,320146,SETBUILDER,,software,Done,New Feature,16/11/2016 16:02,23/01/2017 11:51
SETBUILDER-405,320111,SETBUILDER,,software,Done,Improvement,16/11/2016 15:08,23/01/2017 15:45
SETBUILDER-404,320088,SETBUILDER,,software,Done,Improvement,16/11/2016 14:38,16/11/2016 16:39
SETBUILDER-403,319910,SETBUILDER,,software,Done,Bug,16/11/2016 08:22,16/11/2016 21:37
SETBUILDER-402,319904,SETBUILDER,,software,Done,Bug,15/11/2016 21:28,23/11/2016 21:30
SETBUILDER-401,319898,SETBUILDER,,software,Done,Improvement,15/11/2016 17:28,22/11/2016 23:28
SETBUILDER-400,319878,SETBUILDER,,software,Done,Improvement,15/11/2016 16:32,23/01/2017 15:46
SETBUILDER-399,319860,SETBUILDER,,software,Done,Improvement,15/11/2016 15:48,23/01/2017 11:54
SETBUILDER-398,318280,SETBUILDER,,software,Done,New Feature,15/11/2016 14:46,23/01/2017 11:56
SETBUILDER-397,318274,SETBUILDER,,software,Done,Bug,15/11/2016 14:33,23/11/2016 22:30
SETBUILDER-396,317999,SETBUILDER,,software,Done,New Feature,14/11/2016 09:59,23/01/2017 11:57
SETBUILDER-395,317556,SETBUILDER,,software,Done,Bug,11/11/2016 16:12,14/11/2016 12:06
SETBUILDER-394,317555,SETBUILDER,,software,Done,Bug,11/11/2016 16:01,16/11/2016 13:05
SETBUILDER-393,317554,SETBUILDER,,software,Done,Bug,11/11/2016 15:54,15/11/2016 08:40
SETBUILDER-392,317553,SETBUILDER,,software,Done,Bug,11/11/2016 15:51,25/11/2016 12:36
SETBUILDER-391,317552,SETBUILDER,,software,Done,Bug,11/11/2016 15:48,16/11/2016 21:37
SETBUILDER-390,317551,SETBUILDER,,software,Done,Bug,11/11/2016 15:44,16/11/2016 08:24
SETBUILDER-389,317550,SETBUILDER,,software,Done,Bug,11/11/2016 15:42,15/11/2016 21:38
SETBUILDER-388,317549,SETBUILDER,,software,Done,Bug,11/11/2016 15:39,16/11/2016 21:58
SETBUILDER-387,317548,SETBUILDER,,software,Done,Bug,11/11/2016 15:38,16/11/2016 21:26
SETBUILDER-386,317547,SETBUILDER,,software,Done,Bug,11/11/2016 15:36,16/11/2016 21:35
SETBUILDER-385,317546,SETBUILDER,,software,Done,Bug,11/11/2016 15:33,16/11/2016 08:26
SETBUILDER-384,317545,SETBUILDER,,software,Done,Bug,11/11/2016 15:31,15/11/2016 21:36
SETBUILDER-383,317544,SETBUILDER,,software,Done,Bug,11/11/2016 15:30,16/11/2016 21:24
SETBUILDER-382,317543,SETBUILDER,,software,Done,Bug,11/11/2016 15:29,16/11/2016 08:25
SETBUILDER-381,317542,SETBUILDER,,software,Done,Bug,11/11/2016 15:27,16/11/2016 21:14
SETBUILDER-380,317541,SETBUILDER,,software,Done,Bug,11/11/2016 15:26,22/11/2016 23:27
SETBUILDER-379,317540,SETBUILDER,,software,Done,Bug,11/11/2016 15:22,15/11/2016 21:38
SETBUILDER-378,317539,SETBUILDER,,software,Done,Bug,11/11/2016 15:20,15/11/2016 21:58
SETBUILDER-377,317538,SETBUILDER,,software,Done,Bug,11/11/2016 15:19,14/11/2016 11:28
SETBUILDER-376,317066,SETBUILDER,,software,Done,Bug,09/11/2016 18:18,15/11/2016 22:04
SETBUILDER-375,316895,SETBUILDER,,software,Done,Improvement,09/11/2016 09:55,25/11/2016 12:42
SETBUILDER-374,316890,SETBUILDER,,software,Done,Bug,09/11/2016 09:44,25/11/2016 12:55
SETBUILDER-373,316839,SETBUILDER,,software,Done,Bug,08/11/2016 17:33,15/11/2016 22:09
SETBUILDER-372,316832,SETBUILDER,,software,Done,Bug,08/11/2016 16:37,16/11/2016 08:22
SETBUILDER-371,316830,SETBUILDER,,software,Done,Bug,08/11/2016 16:28,23/01/2017 15:06
SETBUILDER-370,316826,SETBUILDER,,software,Done,Bug,08/11/2016 16:18,15/11/2016 22:07
SETBUILDER-369,316823,SETBUILDER,,software,Done,Bug,08/11/2016 16:12,19/12/2016 17:45
SETBUILDER-368,316816,SETBUILDER,,software,Done,Bug,08/11/2016 15:57,16/11/2016 21:58
SETBUILDER-367,316795,SETBUILDER,,software,Done,Bug,08/11/2016 15:13,15/11/2016 22:03
SETBUILDER-366,315937,SETBUILDER,,software,To Do,Task,03/11/2016 15:33,
SETBUILDER-365,315684,SETBUILDER,,software,Done,Task,02/11/2016 16:53,16/11/2016 09:08
SETBUILDER-364,315344,SETBUILDER,,software,Done,Improvement,02/11/2016 09:49,15/11/2016 21:28
SETBUILDER-363,315197,SETBUILDER,,software,Done,Sub-task,31/10/2016 14:05,31/10/2016 14:05
SETBUILDER-362,315180,SETBUILDER,,software,Done,Sub-task,31/10/2016 12:53,08/11/2016 08:45
SETBUILDER-361,315105,SETBUILDER,,software,Done,Sub-task,31/10/2016 08:58,03/11/2016 15:26
SETBUILDER-360,315002,SETBUILDER,,software,Done,Sub-task,28/10/2016 14:52,04/01/2017 09:00
SETBUILDER-359,314363,SETBUILDER,,software,Done,Sub-task,27/10/2016 13:25,31/10/2016 12:20
SETBUILDER-358,314360,SETBUILDER,,software,Done,Bug,27/10/2016 13:24,28/10/2016 13:45
SETBUILDER-357,314043,SETBUILDER,,software,Done,Bug,27/10/2016 09:41,27/10/2016 14:39
SETBUILDER-356,314032,SETBUILDER,,software,Done,Sub-task,27/10/2016 09:01,27/10/2016 13:24
SETBUILDER-355,313862,SETBUILDER,,software,Done,Sub-task,26/10/2016 14:06,31/10/2016 12:20
SETBUILDER-354,313803,SETBUILDER,,software,Done,Task,26/10/2016 11:25,27/10/2016 12:00
SETBUILDER-353,313779,SETBUILDER,,software,Done,Sub-task,26/10/2016 10:57,31/10/2016 14:05
SETBUILDER-352,313774,SETBUILDER,,software,Done,Bug,26/10/2016 10:54,20/12/2016 08:00
SETBUILDER-351,313687,SETBUILDER,,software,Done,Bug,25/10/2016 16:41,15/11/2016 08:44
SETBUILDER-350,313293,SETBUILDER,,software,Done,Bug,24/10/2016 11:17,27/10/2016 16:32
SETBUILDER-349,313248,SETBUILDER,,software,Done,Bug,24/10/2016 10:40,27/10/2016 16:36
SETBUILDER-348,313245,SETBUILDER,,software,Done,Bug,24/10/2016 10:24,27/10/2016 14:50
SETBUILDER-347,313231,SETBUILDER,,software,Done,Bug,24/10/2016 09:58,27/10/2016 14:27
SETBUILDER-346,313217,SETBUILDER,,software,Done,Bug,24/10/2016 09:34,24/10/2016 15:26
SETBUILDER-345,312861,SETBUILDER,,software,Done,Sub-task,20/10/2016 10:52,20/10/2016 14:53
SETBUILDER-344,312494,SETBUILDER,,software,Done,Bug,19/10/2016 09:14,26/10/2016 08:21
SETBUILDER-343,312346,SETBUILDER,,software,To Do,Task,18/10/2016 14:21,
SETBUILDER-342,312337,SETBUILDER,,software,To Do,Task,18/10/2016 14:04,
SETBUILDER-341,312144,SETBUILDER,,software,Done,Task,18/10/2016 08:57,03/11/2016 15:26
SETBUILDER-340,312034,SETBUILDER,,software,Done,Task,17/10/2016 13:00,19/10/2016 08:45
SETBUILDER-339,312033,SETBUILDER,,software,Done,Bug,17/10/2016 12:57,18/10/2016 09:13
SETBUILDER-338,312000,SETBUILDER,,software,Done,Task,17/10/2016 11:59,19/10/2016 09:10
SETBUILDER-337,311397,SETBUILDER,,software,Done,Task,13/10/2016 09:13,17/10/2016 12:09
SETBUILDER-336,310846,SETBUILDER,,software,Done,Improvement,11/10/2016 10:21,31/10/2016 14:06
SETBUILDER-335,310803,SETBUILDER,,software,Done,Task,11/10/2016 09:18,27/10/2016 16:36
SETBUILDER-334,310795,SETBUILDER,,software,Done,Task,11/10/2016 08:54,11/10/2016 14:37
SETBUILDER-333,310364,SETBUILDER,,software,Done,Improvement,10/10/2016 11:13,04/01/2017 09:00
SETBUILDER-332,310356,SETBUILDER,,software,Done,Bug,10/10/2016 11:05,10/10/2016 15:23
SETBUILDER-331,310355,SETBUILDER,,software,Done,Bug,10/10/2016 11:03,11/10/2016 10:10
SETBUILDER-330,310350,SETBUILDER,,software,Done,Bug,10/10/2016 10:57,11/10/2016 09:54
SETBUILDER-329,310330,SETBUILDER,,software,Done,Bug,10/10/2016 10:22,10/10/2016 14:59
SETBUILDER-328,310317,SETBUILDER,,software,Done,Bug,10/10/2016 10:04,10/10/2016 14:58
SETBUILDER-327,310309,SETBUILDER,,software,Done,Bug,10/10/2016 09:49,13/10/2016 11:24
SETBUILDER-326,310257,SETBUILDER,,software,Done,Task,07/10/2016 18:00,13/10/2016 13:34
SETBUILDER-325,310102,SETBUILDER,,software,Done,Task,07/10/2016 11:03,10/10/2016 08:13
SETBUILDER-324,310001,SETBUILDER,,software,Done,Task,06/10/2016 16:15,02/01/2017 16:19
SETBUILDER-323,309938,SETBUILDER,,software,Done,Bug,06/10/2016 12:54,10/10/2016 08:29
SETBUILDER-322,309467,SETBUILDER,,software,Done,Sub-task,04/10/2016 14:08,04/10/2016 14:08
SETBUILDER-321,309456,SETBUILDER,,software,Done,Task,04/10/2016 13:45,04/11/2016 10:12
SETBUILDER-320,309428,SETBUILDER,,software,Done,Task,04/10/2016 12:48,20/10/2016 10:13
SETBUILDER-319,308355,SETBUILDER,,software,Done,Task,29/09/2016 10:39,04/10/2016 19:17
SETBUILDER-318,308077,SETBUILDER,,software,Done,Bug,28/09/2016 09:55,13/10/2016 09:42
SETBUILDER-317,308074,SETBUILDER,,software,Done,Bug,28/09/2016 09:48,03/10/2016 11:00
SETBUILDER-316,308017,SETBUILDER,,software,Done,Bug,27/09/2016 15:34,03/10/2016 12:26
SETBUILDER-315,307817,SETBUILDER,,software,Done,Bug,27/09/2016 09:07,03/10/2016 12:27
SETBUILDER-314,307692,SETBUILDER,,software,Done,Sub-task,26/09/2016 13:53,29/09/2016 09:36
SETBUILDER-313,307690,SETBUILDER,,software,Done,Sub-task,26/09/2016 13:52,03/10/2016 11:29
SETBUILDER-312,307183,SETBUILDER,,software,Done,Bug,23/09/2016 08:10,03/10/2016 12:23
SETBUILDER-311,306987,SETBUILDER,,software,Done,Task,22/09/2016 10:43,02/01/2017 16:19
SETBUILDER-310,306984,SETBUILDER,,software,Done,Task,22/09/2016 10:30,17/01/2017 14:27
SETBUILDER-309,306971,SETBUILDER,,software,Done,Sub-task,22/09/2016 09:53,04/10/2016 14:27
SETBUILDER-308,306950,SETBUILDER,,software,Done,Sub-task,22/09/2016 08:13,03/10/2016 12:28
SETBUILDER-307,306948,SETBUILDER,,software,Done,Sub-task,22/09/2016 08:11,03/10/2016 12:29
SETBUILDER-306,306905,SETBUILDER,,software,Done,Task,21/09/2016 15:19,04/10/2016 14:27
SETBUILDER-305,306902,SETBUILDER,,software,Done,Task,21/09/2016 15:16,03/10/2016 12:28
SETBUILDER-304,306899,SETBUILDER,,software,Done,Sub-task,21/09/2016 15:04,03/10/2016 12:29
SETBUILDER-303,306742,SETBUILDER,,software,Done,Sub-task,21/09/2016 10:33,04/10/2016 13:16
SETBUILDER-302,306654,SETBUILDER,,software,Done,Task,20/09/2016 14:01,04/10/2016 19:17
SETBUILDER-301,306649,SETBUILDER,,software,Done,Sub-task,20/09/2016 13:55,03/10/2016 13:26
SETBUILDER-300,306648,SETBUILDER,,software,Done,Task,20/09/2016 13:55,03/10/2016 13:26
SETBUILDER-299,306599,SETBUILDER,,software,Done,Bug,20/09/2016 11:57,28/09/2016 14:13
SETBUILDER-298,306598,SETBUILDER,,software,Done,Improvement,20/09/2016 11:56,03/10/2016 13:07
SETBUILDER-297,306597,SETBUILDER,,software,Done,Bug,20/09/2016 11:54,28/09/2016 14:13
SETBUILDER-296,306550,SETBUILDER,,software,Done,Sub-task,20/09/2016 10:16,21/09/2016 10:46
SETBUILDER-295,306491,SETBUILDER,,software,Done,Sub-task,20/09/2016 08:52,18/10/2016 09:43
SETBUILDER-294,306420,SETBUILDER,,software,Done,Task,19/09/2016 14:15,28/09/2016 14:12
SETBUILDER-293,306377,SETBUILDER,,software,Done,Improvement,19/09/2016 12:44,31/10/2016 12:20
SETBUILDER-292,306218,SETBUILDER,,software,Done,Sub-task,19/09/2016 09:15,19/09/2016 09:15
SETBUILDER-291,306217,SETBUILDER,,software,Done,Sub-task,19/09/2016 09:07,19/09/2016 09:07
SETBUILDER-290,306216,SETBUILDER,,software,Done,Sub-task,19/09/2016 09:05,19/09/2016 09:06
SETBUILDER-289,306215,SETBUILDER,,software,Done,Sub-task,19/09/2016 09:05,19/09/2016 09:13
SETBUILDER-288,306214,SETBUILDER,,software,Done,Sub-task,19/09/2016 09:05,19/09/2016 09:13
SETBUILDER-287,306203,SETBUILDER,,software,Done,Sub-task,19/09/2016 08:31,19/09/2016 08:34
SETBUILDER-286,306145,SETBUILDER,,software,Done,Task,16/09/2016 15:42,03/10/2016 13:13
SETBUILDER-285,306087,SETBUILDER,,software,Done,Sub-task,16/09/2016 13:37,03/10/2016 12:32
SETBUILDER-284,306086,SETBUILDER,,software,Done,Task,16/09/2016 13:34,03/10/2016 12:32
SETBUILDER-283,305936,SETBUILDER,,software,Done,Bug,16/09/2016 08:09,28/09/2016 14:12
SETBUILDER-282,305919,SETBUILDER,,software,Done,Task,15/09/2016 16:22,27/09/2016 15:08
SETBUILDER-281,271423,SETBUILDER,,software,Done,Task,15/09/2016 10:15,21/10/2016 08:23
SETBUILDER-280,271395,SETBUILDER,,software,Done,Task,15/09/2016 09:20,03/10/2016 12:29
SETBUILDER-279,271372,SETBUILDER,,software,Done,Sub-task,15/09/2016 08:12,15/09/2016 14:48
SETBUILDER-278,271368,SETBUILDER,,software,Done,Sub-task,15/09/2016 07:58,30/09/2016 09:49
SETBUILDER-277,271338,SETBUILDER,,software,Done,Sub-task,14/09/2016 15:53,08/11/2016 08:44
SETBUILDER-276,271205,SETBUILDER,,software,Done,Task,14/09/2016 09:13,18/10/2016 07:53
SETBUILDER-275,271186,SETBUILDER,,software,Done,Sub-task,14/09/2016 07:46,04/10/2016 19:50
SETBUILDER-274,271185,SETBUILDER,,software,Done,Task,14/09/2016 07:45,04/10/2016 19:50
SETBUILDER-273,270955,SETBUILDER,,software,Done,Task,13/09/2016 10:33,03/10/2016 11:29
SETBUILDER-272,270952,SETBUILDER,,software,Done,Task,13/09/2016 10:32,04/10/2016 13:30
SETBUILDER-271,270951,SETBUILDER,,software,Done,Bug,13/09/2016 10:31,19/09/2016 09:14
SETBUILDER-270,270705,SETBUILDER,,software,Done,Task,12/09/2016 13:25,27/09/2016 15:08
SETBUILDER-269,270616,SETBUILDER,,software,Done,Sub-task,12/09/2016 10:51,19/09/2016 09:16
SETBUILDER-268,270615,SETBUILDER,,software,Done,Task,12/09/2016 10:50,28/09/2016 14:13
SETBUILDER-267,270608,SETBUILDER,,software,Done,Improvement,12/09/2016 10:41,19/09/2016 09:16
SETBUILDER-266,270577,SETBUILDER,,software,Done,Bug,12/09/2016 09:22,20/09/2016 08:54
SETBUILDER-265,270519,SETBUILDER,,software,Done,Bug,09/09/2016 14:53,19/09/2016 12:55
SETBUILDER-264,270512,SETBUILDER,,software,Done,Bug,09/09/2016 14:22,19/09/2016 12:56
SETBUILDER-263,270441,SETBUILDER,,software,Done,Sub-task,09/09/2016 11:45,20/10/2016 16:46
SETBUILDER-262,270284,SETBUILDER,,software,Done,Bug,08/09/2016 13:26,19/09/2016 09:18
SETBUILDER-261,270272,SETBUILDER,,software,Done,Bug,08/09/2016 12:52,19/09/2016 12:32
SETBUILDER-260,269908,SETBUILDER,,software,Done,Improvement,07/09/2016 14:54,28/10/2016 09:47
SETBUILDER-259,269822,SETBUILDER,,software,Done,Sub-task,07/09/2016 11:40,26/10/2016 08:51
SETBUILDER-258,269821,SETBUILDER,,software,Done,Sub-task,07/09/2016 11:40,19/09/2016 08:52
SETBUILDER-257,269820,SETBUILDER,,software,Done,Sub-task,07/09/2016 11:39,19/09/2016 09:15
SETBUILDER-256,269819,SETBUILDER,,software,Done,Sub-task,07/09/2016 11:39,03/10/2016 12:30
SETBUILDER-255,269818,SETBUILDER,,software,Done,Sub-task,07/09/2016 11:38,19/09/2016 09:13
SETBUILDER-254,269817,SETBUILDER,,software,Done,Sub-task,07/09/2016 11:38,19/09/2016 09:13
SETBUILDER-253,269816,SETBUILDER,,software,Done,Sub-task,07/09/2016 11:38,19/09/2016 08:35
SETBUILDER-252,269606,SETBUILDER,,software,Done,Bug,06/09/2016 10:24,04/10/2016 12:51
SETBUILDER-251,269602,SETBUILDER,,software,Done,Bug,06/09/2016 10:21,19/09/2016 12:21
SETBUILDER-250,269589,SETBUILDER,,software,Done,Bug,06/09/2016 10:12,20/09/2016 09:50
SETBUILDER-249,269559,SETBUILDER,,software,Done,Sub-task,06/09/2016 09:03,19/09/2016 09:33
SETBUILDER-248,269198,SETBUILDER,,software,Done,Bug,02/09/2016 11:40,20/09/2016 09:44
SETBUILDER-247,268673,SETBUILDER,,software,Done,Sub-task,31/08/2016 14:10,13/10/2016 07:22
SETBUILDER-246,268672,SETBUILDER,,software,Done,Sub-task,31/08/2016 14:09,13/10/2016 07:23
SETBUILDER-245,268671,SETBUILDER,,software,Done,Task,31/08/2016 14:09,13/10/2016 07:22
SETBUILDER-244,268507,SETBUILDER,,software,Done,Sub-task,31/08/2016 10:48,19/09/2016 09:06
SETBUILDER-243,268506,SETBUILDER,,software,Done,Sub-task,31/08/2016 10:48,19/09/2016 09:07
SETBUILDER-242,268247,SETBUILDER,,software,Done,Sub-task,30/08/2016 08:42,13/09/2016 10:07
SETBUILDER-241,268246,SETBUILDER,,software,Done,Sub-task,30/08/2016 08:41,13/09/2016 10:08
SETBUILDER-240,268245,SETBUILDER,,software,Done,Sub-task,30/08/2016 08:41,13/09/2016 10:08
SETBUILDER-239,268244,SETBUILDER,,software,Done,Sub-task,30/08/2016 08:41,13/09/2016 10:10
SETBUILDER-238,268243,SETBUILDER,,software,Done,Sub-task,30/08/2016 08:41,04/10/2016 19:19
SETBUILDER-237,268117,SETBUILDER,,software,Done,Sub-task,29/08/2016 12:04,17/10/2016 12:12
SETBUILDER-236,268031,SETBUILDER,,software,Done,Sub-task,29/08/2016 07:17,13/09/2016 10:13
SETBUILDER-235,267954,SETBUILDER,,software,Done,Sub-task,26/08/2016 13:44,31/08/2016 16:14
SETBUILDER-234,267953,SETBUILDER,,software,Done,Sub-task,26/08/2016 13:44,02/09/2016 15:21
SETBUILDER-233,267952,SETBUILDER,,software,Done,Sub-task,26/08/2016 13:43,30/08/2016 15:44
SETBUILDER-232,267842,SETBUILDER,,software,Done,Sub-task,26/08/2016 07:59,20/10/2016 16:46
SETBUILDER-231,267841,SETBUILDER,,software,Done,Sub-task,26/08/2016 07:58,15/09/2016 14:54
SETBUILDER-230,267840,SETBUILDER,,software,Done,Sub-task,26/08/2016 07:58,31/08/2016 12:57
SETBUILDER-229,267839,SETBUILDER,,software,Done,Sub-task,26/08/2016 07:58,31/08/2016 12:57
SETBUILDER-228,267838,SETBUILDER,,software,Done,Sub-task,26/08/2016 07:57,31/08/2016 12:57
SETBUILDER-227,267837,SETBUILDER,,software,Done,Sub-task,26/08/2016 07:57,31/08/2016 12:57
SETBUILDER-226,267770,SETBUILDER,,software,Done,Sub-task,25/08/2016 13:32,02/09/2016 15:20
SETBUILDER-225,267765,SETBUILDER,,software,Done,Sub-task,25/08/2016 13:05,13/09/2016 10:13
SETBUILDER-224,267633,SETBUILDER,,software,Done,Sub-task,24/08/2016 15:07,14/09/2016 15:59
SETBUILDER-223,267608,SETBUILDER,,software,Done,Sub-task,24/08/2016 14:04,13/09/2016 10:13
SETBUILDER-222,267597,SETBUILDER,,software,Done,Sub-task,24/08/2016 13:34,30/08/2016 10:30
SETBUILDER-221,267570,SETBUILDER,,software,Done,Task,24/08/2016 12:45,24/08/2016 14:57
SETBUILDER-220,267548,SETBUILDER,,software,Done,Sub-task,24/08/2016 11:27,17/10/2016 12:12
SETBUILDER-219,267547,SETBUILDER,,software,Done,Sub-task,24/08/2016 11:27,13/09/2016 10:13
SETBUILDER-218,267514,SETBUILDER,,software,Done,Improvement,24/08/2016 09:48,30/08/2016 10:31
SETBUILDER-217,267511,SETBUILDER,,software,Done,Task,24/08/2016 09:38,03/10/2016 13:06
SETBUILDER-216,267432,SETBUILDER,,software,Done,Bug,23/08/2016 14:16,20/09/2016 12:33
SETBUILDER-215,267395,SETBUILDER,,software,Done,Sub-task,23/08/2016 11:49,23/08/2016 11:49
SETBUILDER-214,267382,SETBUILDER,,software,Done,Sub-task,23/08/2016 11:24,31/08/2016 16:16
SETBUILDER-213,267378,SETBUILDER,,software,Done,Improvement,23/08/2016 11:13,31/08/2016 16:16
SETBUILDER-212,267374,SETBUILDER,,software,Done,Task,23/08/2016 11:05,02/09/2016 15:20
SETBUILDER-211,267318,SETBUILDER,,software,Done,Task,23/08/2016 08:31,30/08/2016 12:28
SETBUILDER-210,267182,SETBUILDER,,software,Done,Sub-task,22/08/2016 13:06,25/08/2016 13:10
SETBUILDER-209,267061,SETBUILDER,,software,Done,Sub-task,19/08/2016 17:26,23/08/2016 15:28
SETBUILDER-208,267016,SETBUILDER,,software,Done,Sub-task,19/08/2016 13:33,23/08/2016 07:46
SETBUILDER-207,266778,SETBUILDER,,software,Done,Bug,18/08/2016 10:28,30/08/2016 10:03
SETBUILDER-206,266775,SETBUILDER,,software,Done,Bug,18/08/2016 10:27,24/08/2016 09:33
SETBUILDER-205,266658,SETBUILDER,,software,Done,Sub-task,17/08/2016 13:01,23/08/2016 07:13
SETBUILDER-204,266656,SETBUILDER,,software,Done,Sub-task,17/08/2016 12:52,18/08/2016 10:45
SETBUILDER-203,266655,SETBUILDER,,software,Done,Improvement,17/08/2016 12:48,31/08/2016 16:14
SETBUILDER-202,266654,SETBUILDER,,software,Done,Improvement,17/08/2016 12:45,30/08/2016 15:44
SETBUILDER-201,266469,SETBUILDER,,software,Done,Sub-task,16/08/2016 13:13,23/08/2016 11:21
SETBUILDER-200,266430,SETBUILDER,,software,Done,Sub-task,16/08/2016 11:37,23/08/2016 07:32
SETBUILDER-199,266414,SETBUILDER,,software,Done,Sub-task,16/08/2016 10:53,24/08/2016 10:01
SETBUILDER-198,265870,SETBUILDER,,software,Done,Improvement,10/08/2016 12:27,02/09/2016 15:21
SETBUILDER-197,265868,SETBUILDER,,software,Done,Sub-task,10/08/2016 12:20,23/08/2016 14:22
SETBUILDER-196,265866,SETBUILDER,,software,Done,Task,10/08/2016 12:16,04/10/2016 13:37
SETBUILDER-195,265844,SETBUILDER,,software,Done,Task,10/08/2016 11:30,17/08/2016 10:45
SETBUILDER-194,265672,SETBUILDER,,software,Done,Task,09/08/2016 12:18,08/11/2016 08:44
SETBUILDER-193,265644,SETBUILDER,,software,Done,Sub-task,09/08/2016 11:33,10/08/2016 17:02
SETBUILDER-192,265547,SETBUILDER,,software,Done,Sub-task,08/08/2016 15:17,09/08/2016 16:05
SETBUILDER-191,265541,SETBUILDER,,software,Done,Sub-task,08/08/2016 15:14,10/08/2016 12:17
SETBUILDER-190,265363,SETBUILDER,,software,Done,Sub-task,08/08/2016 09:20,09/08/2016 16:31
SETBUILDER-189,265362,SETBUILDER,,software,Done,Sub-task,08/08/2016 09:19,09/08/2016 16:31
SETBUILDER-188,265344,SETBUILDER,,software,Done,Sub-task,08/08/2016 08:22,16/08/2016 13:47
SETBUILDER-187,265342,SETBUILDER,,software,Done,Sub-task,08/08/2016 08:21,18/08/2016 10:38
SETBUILDER-186,265340,SETBUILDER,,software,Done,Sub-task,08/08/2016 08:20,18/08/2016 12:15
SETBUILDER-185,265339,SETBUILDER,,software,Done,Sub-task,08/08/2016 08:18,04/10/2016 19:18
SETBUILDER-184,265338,SETBUILDER,,software,Done,Sub-task,08/08/2016 08:18,18/10/2016 07:52
SETBUILDER-183,264788,SETBUILDER,,software,Done,Sub-task,04/08/2016 15:06,10/08/2016 10:17
SETBUILDER-182,264787,SETBUILDER,,software,Done,Task,04/08/2016 15:00,23/08/2016 11:50
SETBUILDER-181,264770,SETBUILDER,,software,Done,Task,04/08/2016 13:32,24/08/2016 10:01
SETBUILDER-180,264598,SETBUILDER,,software,Done,Sub-task,03/08/2016 14:01,23/08/2016 07:23
SETBUILDER-179,264559,SETBUILDER,,software,Done,Task,03/08/2016 11:47,04/08/2016 13:33
SETBUILDER-178,264273,SETBUILDER,,software,Done,Sub-task,01/08/2016 16:04,23/08/2016 07:13
SETBUILDER-177,264272,SETBUILDER,,software,Done,Sub-task,01/08/2016 16:04,18/08/2016 12:43
SETBUILDER-176,264255,SETBUILDER,,software,Done,Task,01/08/2016 15:04,18/08/2016 10:45
SETBUILDER-175,263812,SETBUILDER,,software,Done,Sub-task,01/08/2016 10:26,09/08/2016 15:56
SETBUILDER-174,263789,SETBUILDER,,software,Done,Sub-task,01/08/2016 09:40,18/08/2016 12:12
SETBUILDER-173,263728,SETBUILDER,,software,Done,Sub-task,31/07/2016 14:50,01/08/2016 12:50
SETBUILDER-172,263434,SETBUILDER,,software,Done,Sub-task,28/07/2016 15:38,09/08/2016 15:08
SETBUILDER-171,263431,SETBUILDER,,software,Done,Sub-task,28/07/2016 15:35,09/08/2016 16:30
SETBUILDER-170,263430,SETBUILDER,,software,Done,Sub-task,28/07/2016 15:34,08/08/2016 09:17
SETBUILDER-169,263427,SETBUILDER,,software,Done,Sub-task,28/07/2016 15:33,08/08/2016 09:17
SETBUILDER-168,263426,SETBUILDER,,software,Done,Sub-task,28/07/2016 15:31,03/08/2016 23:00
SETBUILDER-167,263165,SETBUILDER,,software,Done,Task,27/07/2016 14:40,23/08/2016 07:46
SETBUILDER-166,263164,SETBUILDER,,software,Done,Task,27/07/2016 14:39,23/08/2016 11:21
SETBUILDER-165,262953,SETBUILDER,,software,Done,Sub-task,26/07/2016 15:46,09/08/2016 15:54
SETBUILDER-164,262952,SETBUILDER,,software,Done,Sub-task,26/07/2016 15:45,09/08/2016 15:54
SETBUILDER-163,262951,SETBUILDER,,software,Done,Sub-task,26/07/2016 15:45,09/08/2016 15:54
SETBUILDER-162,262940,SETBUILDER,,software,Done,Sub-task,26/07/2016 14:54,09/08/2016 15:54
SETBUILDER-161,262939,SETBUILDER,,software,Done,Sub-task,26/07/2016 14:43,09/08/2016 15:57
SETBUILDER-160,261968,SETBUILDER,,software,Done,Sub-task,19/07/2016 13:47,03/08/2016 17:35
SETBUILDER-159,261924,SETBUILDER,,software,Done,Sub-task,19/07/2016 12:22,29/07/2016 14:43
SETBUILDER-158,260048,SETBUILDER,,software,Done,Sub-task,14/07/2016 07:59,29/07/2016 13:43
SETBUILDER-157,260047,SETBUILDER,,software,Done,Sub-task,14/07/2016 07:58,26/07/2016 09:47
