Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
SEEFT-88,155486,SEEFT,,software,Closed,Task,12/12/2013 12:24,12/12/2013 12:24
SEEFT-87,155485,SEEFT,,software,Closed,Task,12/12/2013 12:22,12/12/2013 12:23
SEEFT-86,154823,SEEFT,,software,Closed,Sub-task,04/12/2013 15:08,12/12/2013 12:20
SEEFT-85,154344,SEEFT,,software,Closed,Sub-task,29/11/2013 13:08,29/11/2013 13:08
SEEFT-84,150858,SEEFT,,software,Closed,Sub-task,16/10/2013 16:19,28/11/2013 13:25
SEEFT-83,150823,SEEFT,,software,Closed,Sub-task,16/10/2013 15:20,02/12/2013 14:51
SEEFT-82,150822,SEEFT,,software,Closed,Sub-task,16/10/2013 15:18,06/11/2014 14:42
SEEFT-81,150821,SEEFT,,software,Closed,Sub-task,16/10/2013 15:15,02/12/2013 15:06
SEEFT-80,150811,SEEFT,,software,Closed,Sub-task,16/10/2013 13:51,28/11/2013 13:23
SEEFT-79,150809,SEEFT,,software,Closed,Sub-task,16/10/2013 13:46,02/12/2013 13:00
SEEFT-78,150808,SEEFT,,software,Closed,Sub-task,16/10/2013 13:44,02/12/2013 14:51
SEEFT-77,150806,SEEFT,,software,Closed,Sub-task,16/10/2013 13:41,02/12/2013 13:08
SEEFT-76,150805,SEEFT,,software,Closed,Sub-task,16/10/2013 13:38,02/12/2013 14:22
SEEFT-75,149503,SEEFT,,software,Closed,Sub-task,01/10/2013 09:52,26/11/2013 14:27
SEEFT-74,148798,SEEFT,,software,Closed,Sub-task,25/09/2013 12:01,02/12/2013 12:15
SEEFT-73,146994,SEEFT,,software,Closed,Sub-task,29/08/2013 13:58,28/11/2013 13:28
SEEFT-72,146992,SEEFT,,software,Closed,Sub-task,29/08/2013 13:45,28/11/2013 13:29
SEEFT-71,146986,SEEFT,,software,Closed,Sub-task,29/08/2013 13:26,13/09/2013 11:32
SEEFT-70,146983,SEEFT,,software,Closed,Sub-task,29/08/2013 13:07,02/12/2013 15:06
SEEFT-69,146980,SEEFT,,software,Closed,Sub-task,29/08/2013 13:03,04/10/2013 11:04
SEEFT-68,146974,SEEFT,,software,Closed,Sub-task,29/08/2013 12:52,27/11/2013 14:32
SEEFT-67,146973,SEEFT,,software,Closed,Sub-task,29/08/2013 12:49,04/10/2013 11:20
SEEFT-66,146972,SEEFT,,software,Closed,Sub-task,29/08/2013 12:48,20/09/2013 12:24
SEEFT-65,146971,SEEFT,,software,Closed,Sub-task,29/08/2013 12:47,25/09/2013 11:58
SEEFT-64,146970,SEEFT,,software,Closed,Sub-task,29/08/2013 12:44,04/10/2013 11:25
SEEFT-63,146968,SEEFT,,software,Closed,Bug,29/08/2013 12:40,06/11/2014 14:42
SEEFT-60,146639,SEEFT,,software,Closed,Sub-task,23/08/2013 13:50,06/11/2014 14:42
SEEFT-59,146635,SEEFT,,software,Closed,Task,23/08/2013 13:38,30/08/2013 13:15
SEEFT-58,146634,SEEFT,,software,Closed,Task,23/08/2013 13:36,27/11/2013 14:39
SEEFT-57,146633,SEEFT,,software,Closed,Sub-task,23/08/2013 13:35,20/09/2013 12:49
SEEFT-56,146627,SEEFT,,software,Closed,Task,23/08/2013 13:32,30/08/2013 14:39
SEEFT-55,146625,SEEFT,,software,Closed,Sub-task,23/08/2013 13:28,03/12/2013 14:16
SEEFT-54,146624,SEEFT,,software,Closed,Sub-task,23/08/2013 13:24,03/12/2013 14:16
SEEFT-53,146621,SEEFT,,software,Closed,Task,23/08/2013 13:09,03/12/2013 14:17
SEEFT-52,146620,SEEFT,,software,Closed,Task,23/08/2013 13:08,12/12/2013 12:20
SEEFT-51,146619,SEEFT,,software,Closed,Task,23/08/2013 13:04,20/09/2013 12:49
SEEFT-50,146618,SEEFT,,software,Closed,Test,23/08/2013 13:01,12/09/2013 12:26
SEEFT-49,141983,SEEFT,,software,Closed,Task,19/06/2013 17:13,21/08/2013 09:55
SEEFT-48,139122,SEEFT,,software,Closed,Sub-task,09/05/2013 12:58,09/05/2013 13:37
SEEFT-47,139096,SEEFT,,software,Closed,Sub-task,09/05/2013 10:27,09/05/2013 11:59
SEEFT-46,139095,SEEFT,,software,Closed,Sub-task,09/05/2013 10:25,23/08/2013 13:26
SEEFT-45,139057,SEEFT,,software,Closed,Sub-task,08/05/2013 15:36,08/05/2013 15:38
SEEFT-44,139037,SEEFT,,software,Closed,Sub-task,08/05/2013 12:41,08/05/2013 17:05
SEEFT-43,138912,SEEFT,,software,Closed,Sub-task,07/05/2013 10:10,21/08/2013 09:58
SEEFT-42,138901,SEEFT,,software,Closed,User Story,07/05/2013 09:24,23/08/2013 13:30
SEEFT-41,138860,SEEFT,,software,Closed,Sub-task,06/05/2013 14:51,23/08/2013 13:14
SEEFT-40,138859,SEEFT,,software,Closed,Sub-task,06/05/2013 14:49,23/08/2013 13:15
SEEFT-39,138353,SEEFT,,software,Closed,Sub-task,24/04/2013 11:24,24/04/2013 13:12
SEEFT-38,138121,SEEFT,,software,Closed,Sub-task,22/04/2013 12:19,22/04/2013 15:17
SEEFT-37,138120,SEEFT,,software,Closed,Sub-task,22/04/2013 12:15,24/04/2013 11:26
SEEFT-36,138119,SEEFT,,software,Closed,Sub-task,22/04/2013 12:14,21/08/2013 09:54
SEEFT-35,137966,SEEFT,,software,Closed,Task,19/04/2013 10:41,21/08/2013 09:56
SEEFT-34,137964,SEEFT,,software,Closed,Sub-task,19/04/2013 10:22,23/08/2013 13:13
SEEFT-33,137963,SEEFT,,software,Closed,Sub-task,19/04/2013 10:20,06/05/2013 14:39
SEEFT-32,137962,SEEFT,,software,Closed,User Story,19/04/2013 10:18,21/08/2013 09:59
SEEFT-31,137867,SEEFT,,software,Closed,Sub-task,18/04/2013 11:55,19/04/2013 10:08
SEEFT-30,137865,SEEFT,,software,Closed,Sub-task,18/04/2013 11:53,19/04/2013 10:15
SEEFT-29,137864,SEEFT,,software,Closed,User Story,18/04/2013 11:53,19/04/2013 10:15
SEEFT-28,137863,SEEFT,,software,Closed,Sub-task,18/04/2013 11:50,19/04/2013 09:57
