Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
CHEWY-142,131175,CHEWY,,software,Open,Sub-task,04/02/2013 14:45,
CHEWY-141,131171,CHEWY,,software,Resolved,Sub-task,04/02/2013 14:18,04/02/2013 17:08
CHEWY-140,131162,CHEWY,,software,Resolved,Sub-task,04/02/2013 13:57,04/02/2013 17:07
CHEWY-139,131150,CHEWY,,software,Open,Sub-task,04/02/2013 13:27,
CHEWY-138,131148,CHEWY,,software,Resolved,Sub-task,04/02/2013 13:09,04/02/2013 17:07
CHEWY-137,131135,CHEWY,,software,Resolved,Sub-task,04/02/2013 12:24,04/02/2013 17:06
CHEWY-136,131131,CHEWY,,software,Resolved,Sub-task,04/02/2013 12:10,04/02/2013 17:07
CHEWY-135,131128,CHEWY,,software,Resolved,Sub-task,04/02/2013 11:53,04/02/2013 17:06
CHEWY-134,131120,CHEWY,,software,Resolved,Sub-task,04/02/2013 11:32,04/02/2013 17:06
CHEWY-133,131113,CHEWY,,software,Resolved,Sub-task,04/02/2013 11:14,04/02/2013 17:06
CHEWY-132,131110,CHEWY,,software,Resolved,Sub-task,04/02/2013 10:59,04/02/2013 17:08
CHEWY-131,131105,CHEWY,,software,Resolved,Sub-task,04/02/2013 10:38,04/02/2013 17:05
CHEWY-130,131100,CHEWY,,software,Resolved,Sub-task,04/02/2013 10:25,04/02/2013 17:05
CHEWY-129,131091,CHEWY,,software,Resolved,Sub-task,04/02/2013 09:59,04/02/2013 17:03
CHEWY-128,131085,CHEWY,,software,Resolved,Sub-task,04/02/2013 09:48,04/02/2013 17:03
CHEWY-127,131047,CHEWY,,software,Resolved,Sub-task,01/02/2013 15:51,04/02/2013 17:03
CHEWY-126,131041,CHEWY,,software,Resolved,Sub-task,01/02/2013 15:25,04/02/2013 17:03
CHEWY-125,131011,CHEWY,,software,Resolved,Sub-task,01/02/2013 14:37,04/02/2013 17:01
CHEWY-124,130997,CHEWY,,software,Resolved,Sub-task,01/02/2013 14:12,04/02/2013 17:02
CHEWY-123,130993,CHEWY,,software,Resolved,Sub-task,01/02/2013 13:48,04/02/2013 17:02
CHEWY-122,130990,CHEWY,,software,Resolved,Sub-task,01/02/2013 13:26,04/02/2013 17:00
CHEWY-121,130987,CHEWY,,software,Resolved,Sub-task,01/02/2013 13:16,04/02/2013 17:01
CHEWY-120,130983,CHEWY,,software,Resolved,Sub-task,01/02/2013 13:01,04/02/2013 17:00
CHEWY-119,130976,CHEWY,,software,Resolved,Sub-task,01/02/2013 12:38,04/02/2013 17:00
CHEWY-118,130969,CHEWY,,software,Resolved,Sub-task,01/02/2013 12:19,04/02/2013 16:59
CHEWY-117,130964,CHEWY,,software,Resolved,Sub-task,01/02/2013 12:05,04/02/2013 16:59
CHEWY-116,130961,CHEWY,,software,Resolved,Sub-task,01/02/2013 11:50,01/02/2013 16:30
CHEWY-115,130951,CHEWY,,software,Resolved,Sub-task,01/02/2013 11:30,01/02/2013 16:30
CHEWY-114,130948,CHEWY,,software,Resolved,Sub-task,01/02/2013 11:23,01/02/2013 16:30
CHEWY-113,130943,CHEWY,,software,Resolved,Sub-task,01/02/2013 11:10,01/02/2013 16:30
CHEWY-112,130941,CHEWY,,software,Resolved,Sub-task,01/02/2013 11:06,01/02/2013 16:31
CHEWY-111,130933,CHEWY,,software,Open,Sub-task,01/02/2013 10:52,
CHEWY-110,130925,CHEWY,,software,Open,Sub-task,01/02/2013 10:28,
CHEWY-109,130923,CHEWY,,software,Resolved,Sub-task,01/02/2013 10:12,01/02/2013 16:32
CHEWY-108,130918,CHEWY,,software,Resolved,Sub-task,01/02/2013 09:57,01/02/2013 16:32
CHEWY-107,130842,CHEWY,,software,Resolved,Sub-task,31/01/2013 15:41,01/02/2013 16:31
CHEWY-106,130832,CHEWY,,software,Resolved,Sub-task,31/01/2013 15:13,01/02/2013 16:33
CHEWY-105,130819,CHEWY,,software,Open,Sub-task,31/01/2013 14:21,
