Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
IM-483,691684,IM,,software,To Do,Bug,06/10/2020 17:10,
IM-482,691240,IM,,software,To Do,Bug sub-task,02/10/2020 15:48,
IM-481,691100,IM,,software,To Do,Bug,01/10/2020 14:32,
IM-480,690967,IM,,software,Done,Sub-task,30/09/2020 13:38,15/10/2020 14:35
IM-479,690964,IM,,software,Done,Sub-task,30/09/2020 13:38,15/10/2020 14:34
IM-478,690907,IM,,software,To Do,Story,30/09/2020 11:05,
IM-477,690444,IM,,software,To Do,Bug,24/09/2020 16:58,
IM-476,690238,IM,,software,To Do,Bug,23/09/2020 16:37,
IM-475,689799,IM,,software,To Do,Story,21/09/2020 10:56,
IM-474,689792,IM,,software,To Do,Story,21/09/2020 10:35,
IM-473,689788,IM,,software,dev review,Story,21/09/2020 10:24,
IM-472,689678,IM,,software,To Do,Task,18/09/2020 13:45,
IM-471,689666,IM,,software,Done,Bug,18/09/2020 12:52,30/09/2020 10:50
IM-470,689663,IM,,software,Done,Bug,18/09/2020 12:37,24/09/2020 21:30
IM-469,689225,IM,,software,Done,Bug sub-task,16/09/2020 14:08,17/09/2020 12:32
IM-468,688832,IM,,software,Done,Bug,11/09/2020 15:23,21/09/2020 15:47
IM-467,688582,IM,,software,To Do,Sub-task,09/09/2020 11:48,
IM-466,688580,IM,,software,To Do,Sub-task,09/09/2020 11:48,
IM-465,688579,IM,,software,In progress,Sub-task,09/09/2020 11:47,
IM-464,688561,IM,,software,Done,Bug,09/09/2020 10:37,10/09/2020 11:53
IM-463,688379,IM,,software,QA,Task,07/09/2020 16:20,
IM-462,687869,IM,,software,In progress,Bug,02/09/2020 16:54,
IM-461,687866,IM,,software,To Do,Bug,02/09/2020 16:47,
IM-460,687511,IM,,software,Done,Bug,01/09/2020 11:48,01/09/2020 13:15
IM-459,687190,IM,,software,To Do,Sub-task,27/08/2020 16:35,
IM-458,687188,IM,,software,Done,Sub-task,27/08/2020 14:54,31/08/2020 10:13
IM-457,687187,IM,,software,dev review,Story,27/08/2020 14:54,
IM-456,687159,IM,,software,To Do,Bug,27/08/2020 12:45,
IM-455,687157,IM,,software,To Do,Bug,27/08/2020 12:37,
IM-454,687026,IM,,software,To Do,Sub-task,26/08/2020 15:23,
IM-453,686822,IM,,software,Done,Task,25/08/2020 10:08,31/08/2020 10:33
IM-452,686745,IM,,software,In progress,Sub-task,24/08/2020 13:36,
IM-451,686744,IM,,software,Done,Sub-task,24/08/2020 13:34,01/09/2020 08:36
IM-450,686499,IM,,software,To Do,Story,20/08/2020 13:41,
IM-449,686495,IM,,software,To Do,Task,20/08/2020 13:10,
IM-448,686493,IM,,software,Done,Sub-task,20/08/2020 13:03,03/09/2020 09:13
IM-447,686489,IM,,software,Ready for Development,Story,20/08/2020 12:39,01/09/2020 16:22
IM-446,686488,IM,,software,Done,Sub-task,20/08/2020 12:36,01/09/2020 16:12
IM-445,686487,IM,,software,Done,Sub-task,20/08/2020 12:08,20/10/2020 15:03
IM-443,686483,IM,,software,Obsolete,Sub-task,20/08/2020 11:22,
IM-442,686474,IM,,software,Ready for QA,Story,20/08/2020 10:03,
IM-441,686328,IM,,software,To Do,Story,18/08/2020 14:48,
IM-440,686327,IM,,software,To Do,Story,18/08/2020 14:38,
IM-439,686272,IM,,software,To Do,Story,18/08/2020 09:50,
IM-438,686271,IM,,software,To Do,Story,18/08/2020 09:48,
IM-437,686270,IM,,software,To Do,Story,18/08/2020 09:45,
IM-436,686269,IM,,software,To Do,Story,18/08/2020 09:42,
IM-435,686266,IM,,software,Done,Story,18/08/2020 09:25,19/08/2020 14:41
IM-434,686244,IM,,software,Done,Sub-task,17/08/2020 15:40,02/09/2020 10:13
IM-433,686240,IM,,software,Done,Sub-task,17/08/2020 15:26,02/09/2020 08:55
IM-432,686238,IM,,software,Done,Sub-task,17/08/2020 15:20,01/09/2020 17:35
IM-431,686122,IM,,software,In progress,Sub-task,13/08/2020 16:32,
IM-430,685719,IM,,software,Done,Task,11/08/2020 13:02,19/08/2020 12:48
IM-429,685677,IM,,software,Done,Sub-task,11/08/2020 10:18,13/08/2020 09:50
IM-428,685667,IM,,software,Done,Bug sub-task,11/08/2020 09:39,17/08/2020 14:48
IM-427,685666,IM,,software,Done,Bug sub-task,11/08/2020 09:37,17/08/2020 14:48
IM-426,685664,IM,,software,Done,Bug sub-task,11/08/2020 09:30,17/08/2020 14:48
IM-425,685663,IM,,software,Done,Bug sub-task,11/08/2020 09:26,17/08/2020 14:48
IM-424,685660,IM,,software,Done,Bug sub-task,11/08/2020 09:14,17/08/2020 14:49
IM-423,685630,IM,,software,Ready for QA,Sub-task,10/08/2020 16:35,
IM-422,685542,IM,,software,Ready for Merge,Story,10/08/2020 09:10,
IM-421,685372,IM,,software,Done,Bug sub-task,06/08/2020 16:17,17/08/2020 11:35
IM-420,685261,IM,,software,To Do,Story,06/08/2020 12:33,
IM-419,684742,IM,,software,dev review,Sub-task,03/08/2020 10:58,
IM-418,684487,IM,,software,Done,Sub-task,30/07/2020 11:31,04/08/2020 09:02
IM-417,684467,IM,,software,Done,Sub-task,30/07/2020 10:13,30/07/2020 10:19
IM-416,684403,IM,,software,To Do,Story,29/07/2020 13:59,
IM-415,684402,IM,,software,Ready for QA,Story,29/07/2020 13:58,
IM-414,684401,IM,,software,To Do,Story,29/07/2020 13:28,
IM-413,683822,IM,,software,Done,Story,23/07/2020 12:21,17/08/2020 14:49
IM-412,683800,IM,,software,dev review,Story,23/07/2020 11:33,
IM-411,683789,IM,,software,In progress,Story,23/07/2020 11:22,
IM-410,683776,IM,,software,Done,Sub-task,23/07/2020 10:30,30/07/2020 09:50
IM-409,683774,IM,,software,Done,Sub-task,23/07/2020 10:25,30/07/2020 09:52
IM-408,683734,IM,,software,Done,Sub-task,22/07/2020 20:07,22/07/2020 20:10
IM-407,683732,IM,,software,Done,Sub-task,22/07/2020 19:26,22/07/2020 19:58
IM-406,683723,IM,,software,Done,Sub-task,22/07/2020 16:15,22/07/2020 16:19
IM-405,683619,IM,,software,Done,Sub-task,22/07/2020 08:38,04/08/2020 09:02
IM-404,683618,IM,,software,Done,Sub-task,22/07/2020 08:37,04/08/2020 09:02
IM-403,683617,IM,,software,Done,Sub-task,22/07/2020 08:36,04/08/2020 09:02
IM-402,683603,IM,,software,Done,Sub-task,21/07/2020 16:34,21/07/2020 16:43
IM-401,683600,IM,,software,Done,Sub-task,21/07/2020 16:22,21/07/2020 16:32
IM-400,683589,IM,,software,Done,Sub-task,21/07/2020 15:08,21/07/2020 15:24
IM-399,683588,IM,,software,Done,Sub-task,21/07/2020 15:08,21/07/2020 15:22
IM-398,683587,IM,,software,Done,Story,21/07/2020 15:08,21/07/2020 15:22
IM-397,683583,IM,,software,Done,Sub-task,21/07/2020 15:02,21/07/2020 15:20
IM-396,683580,IM,,software,Done,Story,21/07/2020 15:00,20/08/2020 12:10
IM-395,683512,IM,,software,Done,Sub-task,21/07/2020 11:03,22/07/2020 16:31
IM-394,683407,IM,,software,Obsolete,Bug sub-task,20/07/2020 14:19,
IM-393,683374,IM,,software,Done,Sub-task,20/07/2020 13:12,20/07/2020 15:00
IM-392,683372,IM,,software,Done,Sub-task,20/07/2020 13:07,22/07/2020 16:27
IM-391,683359,IM,,software,In progress,Sub-task,20/07/2020 12:27,
IM-390,683358,IM,,software,Done,Bug sub-task,20/07/2020 12:25,20/07/2020 14:56
IM-389,683335,IM,,software,Done,Sub-task,20/07/2020 11:12,22/07/2020 16:31
IM-388,683238,IM,,software,Done,Sub-task,17/07/2020 16:36,13/08/2020 12:53
IM-387,683028,IM,,software,Done,Sub-task,16/07/2020 16:39,20/08/2020 11:16
IM-386,683011,IM,,software,In progress,Sub-task,16/07/2020 14:56,
IM-385,682989,IM,,software,Done,Story,16/07/2020 13:48,20/07/2020 15:21
IM-384,682958,IM,,software,Done,Sub-task,16/07/2020 12:45,16/07/2020 14:48
IM-383,682931,IM,,software,dev review,Bug,16/07/2020 09:14,
IM-382,682930,IM,,software,Done,Story,16/07/2020 08:58,31/08/2020 09:22
IM-381,682929,IM,,software,Done,Story,16/07/2020 08:58,20/08/2020 11:47
IM-380,682926,IM,,software,Done,Sub-task,16/07/2020 08:09,21/07/2020 16:01
IM-379,682881,IM,,software,Done,Sub-task,15/07/2020 16:35,07/08/2020 09:25
IM-378,682757,IM,,software,To Do,Sub-task,15/07/2020 10:48,
IM-377,682756,IM,,software,To Do,Sub-task,15/07/2020 10:48,
IM-376,682558,IM,,software,Obsolete,Sub-task,13/07/2020 14:12,
IM-375,682557,IM,,software,Done,Sub-task,13/07/2020 14:11,21/07/2020 15:05
IM-374,682428,IM,,software,Done,Task,10/07/2020 14:14,15/07/2020 09:07
IM-373,682341,IM,,software,Done,Sub-task,09/07/2020 15:21,01/09/2020 14:38
IM-372,682340,IM,,software,Done,Sub-task,09/07/2020 15:20,01/09/2020 14:38
IM-371,682339,IM,,software,Done,Sub-task,09/07/2020 15:19,01/09/2020 14:38
IM-370,682338,IM,,software,Done,Sub-task,09/07/2020 15:19,01/09/2020 14:38
IM-369,682337,IM,,software,Done,Sub-task,09/07/2020 15:16,01/09/2020 14:39
