Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
WKK-78,158235,WKK,,software,Closed,Task,03/02/2014 10:44,31/03/2015 20:48
WKK-76,139151,WKK,,software,Closed,Task,10/05/2013 09:23,13/05/2013 15:09
WKK-75,110239,WKK,,software,Closed,Internal Bug,05/09/2012 13:31,24/09/2012 16:29
WKK-74,110174,WKK,,software,Closed,Sub-task,05/09/2012 09:10,24/10/2012 20:55
WKK-73,110167,WKK,,software,Closed,Sub-task,04/09/2012 20:42,24/10/2012 20:55
WKK-72,110166,WKK,,software,Closed,Sub-task,04/09/2012 20:42,24/10/2012 20:55
WKK-71,110165,WKK,,software,Closed,Sub-task,04/09/2012 20:41,24/10/2012 20:55
WKK-70,110164,WKK,,software,Closed,Sub-task,04/09/2012 20:41,24/10/2012 20:55
WKK-69,110163,WKK,,software,Closed,Task,04/09/2012 20:39,05/10/2012 09:28
WKK-68,101645,WKK,,software,Closed,Internal Bug,05/06/2012 13:54,06/06/2012 11:04
WKK-67,101641,WKK,,software,Closed,Internal Bug,05/06/2012 13:51,06/06/2012 11:05
WKK-66,101290,WKK,,software,Closed,Internal Bug,01/06/2012 15:24,04/06/2012 17:00
WKK-65,97595,WKK,,software,Closed,Sub-task,23/04/2012 16:00,25/04/2012 08:39
WKK-64,97594,WKK,,software,Closed,Sub-task,23/04/2012 16:00,07/05/2012 09:13
WKK-63,97592,WKK,,software,Closed,Sub-task,23/04/2012 15:59,03/07/2012 11:15
WKK-62,97591,WKK,,software,Closed,Sub-task,23/04/2012 15:58,03/07/2012 11:15
WKK-61,89838,WKK,,software,Closed,Internal Bug,01/02/2012 10:11,06/06/2012 08:57
WKK-60,89749,WKK,,software,Closed,Internal Bug,31/01/2012 15:26,07/05/2012 09:13
WKK-58,89733,WKK,,software,Closed,Task,31/01/2012 14:52,03/07/2012 11:15
WKK-57,58314,WKK,,software,Closed,Task,31/05/2011 16:35,03/07/2012 11:15
WKK-56,56995,WKK,,software,Closed,Internal Bug,16/05/2011 13:58,17/05/2011 08:30
WKK-55,56986,WKK,,software,Closed,Internal Bug,16/05/2011 13:17,17/05/2011 09:18
WKK-54,56027,WKK,,software,Closed,Internal Bug,29/04/2011 18:05,16/05/2011 13:39
WKK-53,56005,WKK,,software,Closed,Internal Bug,29/04/2011 13:57,18/05/2011 14:15
WKK-52,56004,WKK,,software,Closed,Internal Bug,29/04/2011 13:54,29/04/2011 17:02
WKK-51,56003,WKK,,software,Closed,Internal Bug,29/04/2011 13:53,18/05/2011 13:28
WKK-50,56002,WKK,,software,Closed,Internal Bug,29/04/2011 13:45,29/04/2011 15:08
WKK-49,56001,WKK,,software,Closed,Internal Bug,29/04/2011 13:42,29/04/2011 16:36
WKK-48,55999,WKK,,software,Closed,Internal Bug,29/04/2011 13:37,29/04/2011 15:12
WKK-47,55987,WKK,,software,Closed,Internal Bug,29/04/2011 13:00,10/05/2011 15:51
WKK-44,55983,WKK,,software,Closed,Internal Bug,29/04/2011 12:31,29/04/2011 16:36
WKK-43,55979,WKK,,software,Closed,Internal Bug,29/04/2011 12:19,18/05/2011 13:48
WKK-42,55978,WKK,,software,Closed,Internal Bug,29/04/2011 12:12,29/04/2011 14:59
WKK-41,55977,WKK,,software,Closed,Internal Bug,29/04/2011 12:00,29/04/2011 15:50
WKK-40,55974,WKK,,software,Closed,Internal Bug,29/04/2011 11:56,29/04/2011 12:24
WKK-39,55973,WKK,,software,Closed,Internal Bug,29/04/2011 11:42,29/04/2011 12:07
WKK-38,55969,WKK,,software,Closed,Internal Bug,29/04/2011 11:23,29/04/2011 15:34
WKK-37,55956,WKK,,software,Closed,Internal Bug,29/04/2011 10:35,29/04/2011 11:56
WKK-36,55891,WKK,,software,Closed,Sub-task,28/04/2011 21:07,07/06/2011 23:26
WKK-35,55760,WKK,,software,Closed,Sub-task,27/04/2011 17:32,07/06/2011 23:26
WKK-34,54964,WKK,,software,Closed,Sub-task,15/04/2011 20:07,07/06/2011 23:25
WKK-33,54138,WKK,,software,Closed,Sub-task,05/04/2011 14:34,07/06/2011 23:25
WKK-32,54133,WKK,,software,Closed,Sub-task,05/04/2011 14:28,20/05/2011 09:31
