Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
TIA-69,425974,TIA,,software,Done,Story,16/05/2017 10:15,
TIA-68,425973,TIA,,software,Done,Story,16/05/2017 10:11,
TIA-67,425971,TIA,,software,Done,Story,16/05/2017 10:09,
TIA-66,423020,TIA,,software,Done,Story,08/05/2017 07:34,
TIA-65,419653,TIA,,software,Done,Bug,24/04/2017 11:43,
TIA-64,419617,TIA,,software,Done,Story,24/04/2017 11:09,
TIA-63,415096,TIA,,software,Done,Story,11/04/2017 14:47,
TIA-62,415094,TIA,,software,Done,Story,11/04/2017 14:43,
TIA-61,415089,TIA,,software,Done,Story,11/04/2017 14:39,
TIA-60,415087,TIA,,software,Done,Story,11/04/2017 14:35,
TIA-59,415085,TIA,,software,Done,Story,11/04/2017 14:33,
TIA-58,415079,TIA,,software,Done,Story,11/04/2017 14:28,
TIA-57,414978,TIA,,software,Done,Story,11/04/2017 11:41,
TIA-56,414976,TIA,,software,Done,Story,11/04/2017 11:38,
TIA-55,411268,TIA,,software,Done,Story,31/03/2017 12:16,
TIA-54,410770,TIA,,software,Done,Story,30/03/2017 14:06,
TIA-53,407870,TIA,,software,Done,Story,21/03/2017 10:24,
TIA-52,405155,TIA,,software,Open,Story,13/03/2017 15:18,
TIA-51,404903,TIA,,software,Done,Story,13/03/2017 09:50,
TIA-50,404899,TIA,,software,Done,Story,13/03/2017 09:47,
TIA-49,404898,TIA,,software,Done,Story,13/03/2017 09:46,
TIA-48,404897,TIA,,software,Done,Story,13/03/2017 09:46,
TIA-47,404894,TIA,,software,Done,Story,13/03/2017 09:45,
TIA-46,403134,TIA,,software,Done,Story,07/03/2017 11:22,
TIA-45,403132,TIA,,software,Done,Story,07/03/2017 11:19,
TIA-44,403086,TIA,,software,Done,Story,07/03/2017 10:05,
TIA-43,403080,TIA,,software,Open,Story,07/03/2017 09:49,
TIA-42,403067,TIA,,software,Done,Story,07/03/2017 09:12,
TIA-41,403063,TIA,,software,Done,Story,07/03/2017 09:02,
TIA-40,403058,TIA,,software,Done,Story,07/03/2017 08:58,
TIA-39,403056,TIA,,software,Done,Story,07/03/2017 08:58,
TIA-38,403054,TIA,,software,Done,Story,07/03/2017 08:55,
TIA-37,403053,TIA,,software,Done,Story,07/03/2017 08:54,
TIA-36,403052,TIA,,software,Done,Story,07/03/2017 08:54,
TIA-35,403051,TIA,,software,Done,Story,07/03/2017 08:53,
TIA-34,403050,TIA,,software,Done,Story,07/03/2017 08:52,
TIA-33,403049,TIA,,software,Done,Story,07/03/2017 08:51,
TIA-30,403040,TIA,,software,Done,Story,07/03/2017 08:44,
TIA-29,403039,TIA,,software,Done,Story,07/03/2017 08:42,
TIA-28,403038,TIA,,software,Done,Story,07/03/2017 08:41,
TIA-27,402946,TIA,,software,Done,Story,06/03/2017 15:53,
TIA-26,401852,TIA,,software,Done,Story,02/03/2017 15:21,
TIA-25,401844,TIA,,software,Done,Story,02/03/2017 15:10,
TIA-24,401837,TIA,,software,Open,Epic,02/03/2017 15:09,
TIA-23,401836,TIA,,software,Open,Epic,02/03/2017 15:09,
TIA-22,401835,TIA,,software,Done,Story,02/03/2017 15:08,
TIA-21,401834,TIA,,software,Open,Epic,02/03/2017 15:08,
TIA-20,401833,TIA,,software,Done,Story,02/03/2017 15:07,
TIA-19,401832,TIA,,software,Open,Epic,02/03/2017 15:07,
TIA-18,401831,TIA,,software,Done,Story,02/03/2017 15:06,
TIA-17,401830,TIA,,software,Open,Epic,02/03/2017 15:05,
TIA-16,401829,TIA,,software,Done,Story,02/03/2017 15:04,
TIA-15,401828,TIA,,software,Open,Epic,02/03/2017 15:04,
TIA-14,401826,TIA,,software,Done,Story,02/03/2017 15:02,
TIA-13,401825,TIA,,software,Open,Epic,02/03/2017 15:02,
TIA-12,401824,TIA,,software,Open,Epic,02/03/2017 15:01,
TIA-11,401823,TIA,,software,Open,Epic,02/03/2017 15:01,
TIA-10,401822,TIA,,software,Open,Epic,02/03/2017 14:59,
TIA-9,401821,TIA,,software,Done,Story,02/03/2017 14:59,
TIA-8,401820,TIA,,software,Open,Epic,02/03/2017 14:59,
TIA-7,401819,TIA,,software,Open,Epic,02/03/2017 14:58,
TIA-6,401818,TIA,,software,Open,Epic,02/03/2017 14:54,
TIA-5,401804,TIA,,software,Open,Story,02/03/2017 14:43,
TIA-4,401802,TIA,,software,Open,Epic,02/03/2017 14:42,
TIA-3,401801,TIA,,software,Done,Story,02/03/2017 14:41,
TIA-2,401796,TIA,,software,Done,Story,02/03/2017 14:25,
TIA-1,401789,TIA,,software,Open,Epic,02/03/2017 14:09,
