Issue key,Issue id,Project key,Column1,Project type,Status,Issue Type,Created,Resolved
FENIXPR-211,175828,FENIXPR,,software,Closed,Bug,22/09/2014 12:35,22/09/2014 12:36
FENIXPR-210,175827,FENIXPR,,software,Closed,Bug,22/09/2014 12:34,22/09/2014 12:35
FENIXPR-209,175823,FENIXPR,,software,Closed,Sub-task,22/09/2014 12:15,29/09/2014 13:09
FENIXPR-208,175822,FENIXPR,,software,Resolved,Sub-task,22/09/2014 12:13,22/09/2014 12:13
FENIXPR-207,175821,FENIXPR,,software,Resolved,Task,22/09/2014 12:10,30/09/2014 14:20
FENIXPR-206,175820,FENIXPR,,software,Closed,Sub-task,22/09/2014 12:07,30/09/2014 12:55
FENIXPR-205,175818,FENIXPR,,software,Resolved,Sub-task,22/09/2014 12:03,22/09/2014 12:04
FENIXPR-204,175817,FENIXPR,,software,Resolved,Sub-task,22/09/2014 12:03,23/09/2014 16:04
FENIXPR-203,175815,FENIXPR,,software,Resolved,Sub-task,22/09/2014 12:03,01/10/2014 12:34
FENIXPR-202,175814,FENIXPR,,software,Resolved,Sub-task,22/09/2014 12:03,22/09/2014 12:05
FENIXPR-201,175813,FENIXPR,,software,Resolved,Sub-task,22/09/2014 12:02,22/09/2014 12:15
FENIXPR-200,175812,FENIXPR,,software,Closed,Sub-task,22/09/2014 12:02,29/09/2014 13:10
FENIXPR-199,175811,FENIXPR,,software,Resolved,Task,22/09/2014 12:01,01/10/2014 13:29
FENIXPR-198,175809,FENIXPR,,software,Resolved,Sub-task,22/09/2014 12:00,22/09/2014 12:00
FENIXPR-197,175807,FENIXPR,,software,Resolved,Sub-task,22/09/2014 11:57,22/09/2014 12:01
FENIXPR-196,175805,FENIXPR,,software,Closed,Sub-task,22/09/2014 11:56,30/09/2014 12:55
FENIXPR-195,175804,FENIXPR,,software,Closed,Sub-task,22/09/2014 11:53,29/09/2014 13:07
FENIXPR-194,175800,FENIXPR,,software,Closed,Sub-task,22/09/2014 11:18,29/09/2014 13:08
FENIXPR-193,175779,FENIXPR,,software,Closed,Bug,22/09/2014 08:25,22/09/2014 08:26
FENIXPR-192,175771,FENIXPR,,software,Resolved,Task,19/09/2014 16:21,06/11/2014 14:32
FENIXPR-191,175754,FENIXPR,,software,Resolved,Task,19/09/2014 15:14,30/09/2014 14:20
FENIXPR-190,175748,FENIXPR,,software,Resolved,Sub-task,19/09/2014 14:09,19/09/2014 14:10
FENIXPR-189,175713,FENIXPR,,software,Resolved,Improvement,19/09/2014 11:29,06/11/2014 14:32
FENIXPR-188,175711,FENIXPR,,software,Resolved,Improvement,19/09/2014 11:29,06/11/2014 14:32
FENIXPR-187,175691,FENIXPR,,software,Closed,Bug,19/09/2014 10:33,22/09/2014 07:44
FENIXPR-186,175686,FENIXPR,,software,Closed,Bug,19/09/2014 10:06,22/09/2014 11:01
FENIXPR-185,175677,FENIXPR,,software,Resolved,Sub-task,19/09/2014 09:50,22/09/2014 10:12
FENIXPR-184,175661,FENIXPR,,software,Closed,Bug,19/09/2014 08:44,19/09/2014 09:28
FENIXPR-183,175643,FENIXPR,,software,Closed,Bug,18/09/2014 15:00,19/09/2014 09:37
FENIXPR-182,175632,FENIXPR,,software,Closed,Bug,18/09/2014 13:36,18/09/2014 15:11
FENIXPR-181,175599,FENIXPR,,software,Closed,Bug,18/09/2014 10:28,18/09/2014 12:37
FENIXPR-180,175583,FENIXPR,,software,Closed,Bug,18/09/2014 08:22,18/09/2014 08:23
FENIXPR-179,175582,FENIXPR,,software,Resolved,Sub-task,18/09/2014 07:59,18/09/2014 10:40
FENIXPR-178,175581,FENIXPR,,software,Resolved,Sub-task,18/09/2014 07:48,25/09/2014 12:19
FENIXPR-177,175569,FENIXPR,,software,Closed,Task,17/09/2014 17:32,17/09/2014 17:33
FENIXPR-176,175526,FENIXPR,,software,Closed,Bug,17/09/2014 13:49,18/09/2014 07:18
FENIXPR-175,175511,FENIXPR,,software,Open,Bug,17/09/2014 11:49,
FENIXPR-174,175507,FENIXPR,,software,Closed,Bug,17/09/2014 11:25,17/09/2014 17:31
FENIXPR-173,175506,FENIXPR,,software,Resolved,Sub-task,17/09/2014 11:24,18/09/2014 10:40
FENIXPR-172,175505,FENIXPR,,software,Closed,Bug,17/09/2014 11:18,18/09/2014 08:20
FENIXPR-171,175504,FENIXPR,,software,Closed,Bug,17/09/2014 11:15,18/09/2014 15:05
FENIXPR-170,175480,FENIXPR,,software,Closed,Bug,17/09/2014 09:16,18/09/2014 08:34
FENIXPR-169,175460,FENIXPR,,software,Open,Bug,16/09/2014 15:09,
FENIXPR-168,175442,FENIXPR,,software,Closed,Bug,16/09/2014 13:54,22/09/2014 12:09
FENIXPR-167,175439,FENIXPR,,software,Closed,Bug,16/09/2014 13:34,17/09/2014 07:54
FENIXPR-166,175415,FENIXPR,,software,Resolved,Sub-task,16/09/2014 12:23,18/09/2014 11:44
FENIXPR-165,175414,FENIXPR,,software,Resolved,Sub-task,16/09/2014 12:22,16/09/2014 12:24
FENIXPR-164,175412,FENIXPR,,software,Resolved,Bug,16/09/2014 12:12,04/03/2016 14:23
FENIXPR-163,175404,FENIXPR,,software,Closed,Task,16/09/2014 11:10,16/09/2014 11:18
FENIXPR-162,175399,FENIXPR,,software,Closed,Bug,16/09/2014 10:55,18/09/2014 08:34
FENIXPR-161,175398,FENIXPR,,software,Closed,Sub-task,16/09/2014 10:52,16/09/2014 11:18
FENIXPR-160,175393,FENIXPR,,software,Resolved,Sub-task,16/09/2014 10:28,16/09/2014 12:24
FENIXPR-159,175392,FENIXPR,,software,Resolved,Task,16/09/2014 10:27,16/12/2014 08:17
FENIXPR-158,175364,FENIXPR,,software,Resolved,User Story,16/09/2014 08:40,22/09/2014 10:28
FENIXPR-157,175363,FENIXPR,,software,Closed,Bug,16/09/2014 08:35,17/09/2014 15:40
FENIXPR-156,175295,FENIXPR,,software,Closed,Task,15/09/2014 11:53,09/03/2015 14:58
FENIXPR-155,175269,FENIXPR,,software,Resolved,Sub-task,15/09/2014 10:53,18/09/2014 07:55
FENIXPR-154,175240,FENIXPR,,software,Resolved,Sub-task,15/09/2014 08:51,19/09/2014 10:46
FENIXPR-153,175122,FENIXPR,,software,Resolved,Bug,11/09/2014 14:22,12/09/2014 13:16
FENIXPR-152,174921,FENIXPR,,software,Closed,User Story,09/09/2014 17:08,24/09/2014 10:58
FENIXPR-151,174920,FENIXPR,,software,Closed,User Story,09/09/2014 17:02,19/09/2014 08:22
FENIXPR-150,174919,FENIXPR,,software,Resolved,User Story,09/09/2014 16:59,22/09/2014 12:07
FENIXPR-149,174918,FENIXPR,,software,Closed,User Story,09/09/2014 16:55,30/09/2014 12:51
FENIXPR-148,174915,FENIXPR,,software,Closed,User Story,09/09/2014 16:35,30/09/2014 12:52
FENIXPR-147,174904,FENIXPR,,software,Closed,Task,09/09/2014 15:38,25/09/2014 15:23
FENIXPR-146,174886,FENIXPR,,software,Closed,User Story,09/09/2014 13:44,24/09/2014 10:59
FENIXPR-145,174884,FENIXPR,,software,Closed,User Story,09/09/2014 13:39,16/09/2014 08:39
FENIXPR-144,174883,FENIXPR,,software,Closed,Sub-task,09/09/2014 13:33,01/10/2014 13:49
FENIXPR-143,174880,FENIXPR,,software,Closed,Sub-task,09/09/2014 13:22,30/09/2014 12:51
FENIXPR-142,174879,FENIXPR,,software,Resolved,Sub-task,09/09/2014 13:21,25/09/2014 12:42
FENIXPR-141,174877,FENIXPR,,software,Closed,Sub-task,09/09/2014 13:18,30/09/2014 12:50
FENIXPR-140,174876,FENIXPR,,software,Resolved,Sub-task,09/09/2014 13:17,15/09/2014 12:34
FENIXPR-139,174875,FENIXPR,,software,Resolved,Sub-task,09/09/2014 13:16,15/09/2014 10:48
FENIXPR-138,174733,FENIXPR,,software,Resolved,Bug,09/09/2014 13:05,10/09/2014 13:24
FENIXPR-137,174682,FENIXPR,,software,Closed,Task,08/09/2014 15:29,25/09/2014 15:24
FENIXPR-136,174653,FENIXPR,,software,Closed,Task,08/09/2014 12:29,22/09/2014 13:38
FENIXPR-135,174652,FENIXPR,,software,Closed,Task,08/09/2014 12:26,25/09/2014 15:23
FENIXPR-134,174562,FENIXPR,,software,Resolved,Bug,05/09/2014 13:25,05/09/2014 13:28
FENIXPR-133,174445,FENIXPR,,software,Resolved,Sub-task,04/09/2014 13:52,01/10/2014 12:28
FENIXPR-132,173968,FENIXPR,,software,Closed,Task,01/09/2014 09:40,30/09/2014 12:50
FENIXPR-131,173198,FENIXPR,,software,Resolved,Task,19/08/2014 15:14,01/09/2014 09:32
FENIXPR-130,173095,FENIXPR,,software,Resolved,Task,18/08/2014 14:01,24/09/2014 10:58
FENIXPR-129,173093,FENIXPR,,software,Resolved,Task,18/08/2014 13:57,23/09/2014 17:39
FENIXPR-128,171548,FENIXPR,,software,Resolved,Task,30/07/2014 15:12,06/11/2014 14:32
FENIXPR-127,170645,FENIXPR,,software,Resolved,Bug,16/07/2014 14:14,04/09/2014 10:58
FENIXPR-126,170641,FENIXPR,,software,Resolved,Improvement,16/07/2014 13:31,15/09/2014 13:25
FENIXPR-125,170465,FENIXPR,,software,Closed,Sub-task,14/07/2014 12:27,15/07/2014 11:13
FENIXPR-124,170366,FENIXPR,,software,Resolved,Task,11/07/2014 12:34,01/10/2014 10:30
FENIXPR-123,170339,FENIXPR,,software,Closed,Sub-task,11/07/2014 09:48,11/07/2014 12:57
FENIXPR-122,170337,FENIXPR,,software,Resolved,Bug,11/07/2014 09:37,04/09/2014 10:56
FENIXPR-121,170321,FENIXPR,,software,Closed,Sub-task,11/07/2014 08:00,11/07/2014 12:56
FENIXPR-120,170301,FENIXPR,,software,Resolved,Bug,10/07/2014 14:26,04/09/2014 10:54
FENIXPR-119,170270,FENIXPR,,software,Closed,Sub-task,10/07/2014 11:54,14/07/2014 12:28
FENIXPR-118,170254,FENIXPR,,software,Resolved,User Story,10/07/2014 10:54,01/10/2014 12:28
FENIXPR-117,170246,FENIXPR,,software,Closed,Bug,10/07/2014 10:25,10/07/2014 15:28
FENIXPR-116,170088,FENIXPR,,software,Closed,Sub-task,08/07/2014 12:29,08/07/2014 14:53
FENIXPR-115,170087,FENIXPR,,software,Closed,Sub-task,08/07/2014 12:28,09/07/2014 11:37
FENIXPR-114,170086,FENIXPR,,software,Closed,Sub-task,08/07/2014 12:21,08/07/2014 12:21
FENIXPR-113,169980,FENIXPR,,software,Closed,Sub-task,07/07/2014 10:51,10/07/2014 15:28
FENIXPR-112,169975,FENIXPR,,software,Closed,Sub-task,07/07/2014 10:38,30/09/2014 12:54
FENIXPR-111,169974,FENIXPR,,software,Resolved,Sub-task,07/07/2014 10:37,08/07/2014 14:50
FENIXPR-110,169972,FENIXPR,,software,Closed,Sub-task,07/07/2014 10:36,07/07/2014 13:57
FENIXPR-109,169971,FENIXPR,,software,Resolved,Sub-task,07/07/2014 10:33,11/09/2014 14:39
FENIXPR-108,169969,FENIXPR,,software,Resolved,Sub-task,07/07/2014 10:29,09/09/2014 13:25
FENIXPR-107,169963,FENIXPR,,software,Resolved,Bug,07/07/2014 10:03,15/07/2014 13:28
FENIXPR-106,169959,FENIXPR,,software,Closed,Sub-task,07/07/2014 09:52,07/07/2014 10:12
FENIXPR-105,169915,FENIXPR,,software,Resolved,Bug,04/07/2014 15:10,03/09/2014 14:15
FENIXPR-104,169900,FENIXPR,,software,Resolved,Bug,04/07/2014 14:25,04/09/2014 11:24
FENIXPR-103,169895,FENIXPR,,software,Resolved,Bug,04/07/2014 13:30,04/09/2014 08:38
FENIXPR-102,169894,FENIXPR,,software,Resolved,Bug,04/07/2014 13:29,04/09/2014 08:35
FENIXPR-101,169893,FENIXPR,,software,Resolved,Bug,04/07/2014 13:27,04/09/2014 12:51
FENIXPR-100,169892,FENIXPR,,software,Resolved,Bug,04/07/2014 13:25,04/09/2014 09:17
FENIXPR-99,169891,FENIXPR,,software,Resolved,Bug,04/07/2014 13:23,04/09/2014 09:20
FENIXPR-98,169875,FENIXPR,,software,Resolved,Bug,04/07/2014 11:54,04/09/2014 09:31
FENIXPR-97,169868,FENIXPR,,software,Resolved,Bug,04/07/2014 10:54,04/09/2014 10:54
FENIXPR-96,169867,FENIXPR,,software,Resolved,Bug,04/07/2014 10:45,04/09/2014 09:50
FENIXPR-95,169864,FENIXPR,,software,Resolved,Bug,04/07/2014 10:40,04/09/2014 10:22
FENIXPR-94,169863,FENIXPR,,software,Resolved,Bug,04/07/2014 10:22,04/09/2014 10:44
FENIXPR-93,169748,FENIXPR,,software,Resolved,Sub-task,03/07/2014 11:23,06/11/2014 14:32
FENIXPR-92,169443,FENIXPR,,software,Resolved,Sub-task,30/06/2014 14:33,06/11/2014 14:32
FENIXPR-91,169425,FENIXPR,,software,Closed,Improvement,30/06/2014 12:50,01/07/2014 10:03
FENIXPR-90,169424,FENIXPR,,software,Closed,Improvement,30/06/2014 12:48,01/07/2014 11:15
FENIXPR-89,169423,FENIXPR,,software,In progress,Bug,30/06/2014 12:48,
FENIXPR-88,169422,FENIXPR,,software,Closed,Bug,30/06/2014 12:44,01/07/2014 12:14
FENIXPR-87,169418,FENIXPR,,software,Closed,Bug,30/06/2014 12:27,10/07/2014 15:28
FENIXPR-86,169405,FENIXPR,,software,Resolved,Task,30/06/2014 11:50,13/11/2014 09:23
FENIXPR-85,169400,FENIXPR,,software,Resolved,Task,30/06/2014 11:37,06/11/2014 14:32
FENIXPR-84,169399,FENIXPR,,software,Closed,Sub-task,30/06/2014 11:34,02/07/2014 10:58
FENIXPR-83,169398,FENIXPR,,software,Closed,Sub-task,30/06/2014 11:33,30/06/2014 11:35
FENIXPR-82,169385,FENIXPR,,software,Resolved,Sub-task,30/06/2014 10:00,30/06/2014 10:01
FENIXPR-81,169380,FENIXPR,,software,Resolved,Sub-task,30/06/2014 09:32,30/06/2014 09:34
FENIXPR-80,169379,FENIXPR,,software,Resolved,Sub-task,30/06/2014 09:28,30/06/2014 09:33
FENIXPR-79,169376,FENIXPR,,software,Reopened,Task,30/06/2014 09:21,
FENIXPR-78,169375,FENIXPR,,software,Resolved,Task,30/06/2014 09:19,30/06/2014 09:21
FENIXPR-77,169374,FENIXPR,,software,Resolved,Task,30/06/2014 09:14,30/06/2014 09:18
FENIXPR-76,169139,FENIXPR,,software,Closed,Sub-task,25/06/2014 13:41,30/06/2014 08:21
FENIXPR-75,169074,FENIXPR,,software,Closed,Sub-task,25/06/2014 10:38,30/06/2014 08:20
FENIXPR-74,169038,FENIXPR,,software,Closed,User Story,24/06/2014 17:14,09/07/2014 12:23
FENIXPR-73,169036,FENIXPR,,software,Closed,User Story,24/06/2014 16:39,09/07/2014 12:23
FENIXPR-72,169032,FENIXPR,,software,Resolved,Bug,24/06/2014 15:56,04/09/2014 07:54
FENIXPR-71,169031,FENIXPR,,software,Closed,Bug,24/06/2014 15:53,07/07/2014 13:57
FENIXPR-70,169030,FENIXPR,,software,Resolved,Bug,24/06/2014 15:51,04/09/2014 08:34
FENIXPR-69,169028,FENIXPR,,software,Resolved,User Story,24/06/2014 15:29,11/09/2014 14:39
FENIXPR-68,168979,FENIXPR,,software,Resolved,Sub-task,24/06/2014 12:50,30/06/2014 08:20
FENIXPR-67,168948,FENIXPR,,software,Open,User Story,24/06/2014 09:23,
FENIXPR-66,168933,FENIXPR,,software,Closed,User Story,24/06/2014 00:06,30/09/2014 12:48
FENIXPR-65,168928,FENIXPR,,software,Resolved,User Story,23/06/2014 17:54,24/06/2014 09:18
FENIXPR-64,168925,FENIXPR,,software,Resolved,User Story,23/06/2014 16:38,25/06/2014 09:34
FENIXPR-63,168910,FENIXPR,,software,Resolved,User Story,23/06/2014 15:59,10/07/2014 12:16
FENIXPR-62,168905,FENIXPR,,software,Resolved,User Story,23/06/2014 15:46,09/09/2014 13:25
FENIXPR-61,168806,FENIXPR,,software,Resolved,Sub-task,18/06/2014 16:43,06/11/2014 14:31
FENIXPR-60,168805,FENIXPR,,software,Resolved,Sub-task,18/06/2014 16:38,06/11/2014 14:32
FENIXPR-59,168803,FENIXPR,,software,Resolved,Sub-task,18/06/2014 16:32,06/11/2014 14:32
FENIXPR-58,168758,FENIXPR,,software,Resolved,User Story,18/06/2014 12:28,15/07/2014 10:21
FENIXPR-57,168757,FENIXPR,,software,Closed,User Story,18/06/2014 12:23,10/07/2014 12:13
FENIXPR-56,168756,FENIXPR,,software,Closed,User Story,18/06/2014 12:22,02/07/2014 10:59
FENIXPR-55,168751,FENIXPR,,software,Resolved,User Story,18/06/2014 12:04,12/09/2014 11:43
FENIXPR-54,168748,FENIXPR,,software,Closed,User Story,18/06/2014 11:58,10/07/2014 10:20
FENIXPR-53,168660,FENIXPR,,software,Resolved,Bug,17/06/2014 13:35,04/09/2014 10:42
FENIXPR-52,168572,FENIXPR,,software,Resolved,Bug,16/06/2014 15:33,04/09/2014 13:18
FENIXPR-51,168330,FENIXPR,,software,Closed,Bug,12/06/2014 11:52,12/06/2014 13:47
FENIXPR-50,168270,FENIXPR,,software,Closed,Bug,11/06/2014 14:30,17/06/2014 09:05
FENIXPR-49,168267,FENIXPR,,software,Closed,Bug,11/06/2014 14:24,12/06/2014 08:01
FENIXPR-48,168244,FENIXPR,,software,Closed,Bug,11/06/2014 12:35,12/06/2014 12:52
FENIXPR-47,168241,FENIXPR,,software,Closed,Bug,11/06/2014 12:29,11/06/2014 14:14
FENIXPR-46,168239,FENIXPR,,software,Closed,Bug,11/06/2014 12:26,12/06/2014 09:28
FENIXPR-45,168231,FENIXPR,,software,Closed,Bug,11/06/2014 11:20,11/06/2014 14:40
FENIXPR-44,168169,FENIXPR,,software,Closed,Bug,10/06/2014 15:45,17/06/2014 09:26
FENIXPR-43,168168,FENIXPR,,software,Closed,Bug,10/06/2014 15:43,11/06/2014 13:13
FENIXPR-42,168167,FENIXPR,,software,Closed,Bug,10/06/2014 15:41,11/06/2014 13:13
FENIXPR-41,168162,FENIXPR,,software,Closed,Bug,10/06/2014 15:12,11/06/2014 13:03
FENIXPR-40,168161,FENIXPR,,software,Closed,Bug,10/06/2014 15:07,11/06/2014 14:17
FENIXPR-39,168146,FENIXPR,,software,Closed,Bug,10/06/2014 13:51,10/06/2014 15:09
FENIXPR-38,167988,FENIXPR,,software,Resolved,User Story,06/06/2014 16:59,15/07/2014 13:28
FENIXPR-37,167987,FENIXPR,,software,Closed,User Story,06/06/2014 16:58,09/06/2014 14:32
FENIXPR-36,167838,FENIXPR,,software,Closed,Sub-task,05/06/2014 15:31,06/06/2014 15:00
FENIXPR-35,167837,FENIXPR,,software,Closed,Sub-task,05/06/2014 15:30,06/06/2014 15:00
FENIXPR-34,167836,FENIXPR,,software,Closed,Sub-task,05/06/2014 15:30,06/06/2014 15:00
FENIXPR-33,167790,FENIXPR,,software,Closed,Sub-task,05/06/2014 12:33,05/06/2014 12:36
FENIXPR-32,167789,FENIXPR,,software,Closed,Sub-task,05/06/2014 12:33,05/06/2014 13:47
FENIXPR-31,167741,FENIXPR,,software,Closed,Sub-task,05/06/2014 08:27,05/06/2014 12:10
FENIXPR-30,167740,FENIXPR,,software,Closed,Sub-task,05/06/2014 08:26,05/06/2014 12:10
FENIXPR-29,167739,FENIXPR,,software,Closed,Sub-task,05/06/2014 08:26,05/06/2014 12:10
FENIXPR-28,167726,FENIXPR,,software,Closed,User Story,04/06/2014 17:07,27/06/2014 06:38
FENIXPR-27,167725,FENIXPR,,software,Closed,User Story,04/06/2014 16:50,18/06/2014 11:43
FENIXPR-26,167724,FENIXPR,,software,Closed,User Story,04/06/2014 16:50,05/06/2014 12:09
FENIXPR-25,167723,FENIXPR,,software,Closed,User Story,04/06/2014 16:49,05/06/2014 12:37
FENIXPR-24,167722,FENIXPR,,software,Closed,User Story,04/06/2014 16:48,05/06/2014 13:54
FENIXPR-23,167721,FENIXPR,,software,Resolved,User Story,04/06/2014 16:47,18/06/2014 11:47
FENIXPR-22,167720,FENIXPR,,software,Closed,User Story,04/06/2014 16:46,09/06/2014 09:55
FENIXPR-21,167719,FENIXPR,,software,Closed,User Story,04/06/2014 16:37,15/07/2014 11:13
FENIXPR-20,167698,FENIXPR,,software,Closed,User Story,04/06/2014 14:07,09/07/2014 12:23
FENIXPR-19,167673,FENIXPR,,software,Closed,Sub-task,04/06/2014 12:15,04/06/2014 16:21
FENIXPR-18,167380,FENIXPR,,software,Resolved,Sub-task,30/05/2014 13:52,27/06/2014 14:01
FENIXPR-17,166981,FENIXPR,,software,Closed,Sub-task,26/05/2014 15:22,23/06/2014 07:02
FENIXPR-16,166842,FENIXPR,,software,Resolved,Task,23/05/2014 12:30,16/06/2014 10:54
FENIXPR-15,166841,FENIXPR,,software,Resolved,Task,23/05/2014 12:28,16/06/2014 10:54
FENIXPR-14,166839,FENIXPR,,software,Resolved,Task,23/05/2014 12:23,10/06/2014 09:18
FENIXPR-13,166838,FENIXPR,,software,Closed,Sub-task,23/05/2014 12:18,04/06/2014 11:58
FENIXPR-12,166837,FENIXPR,,software,Closed,Sub-task,23/05/2014 12:18,04/06/2014 11:57
FENIXPR-11,166519,FENIXPR,,software,Resolved,Sub-task,20/05/2014 11:41,27/06/2014 14:01
FENIXPR-10,166465,FENIXPR,,software,Resolved,User Story,19/05/2014 17:37,30/06/2014 10:02
FENIXPR-9,166452,FENIXPR,,software,Resolved,User Story,19/05/2014 15:20,01/10/2014 12:29
FENIXPR-8,166451,FENIXPR,,software,Resolved,User Story,19/05/2014 15:19,01/10/2014 12:28
FENIXPR-7,166448,FENIXPR,,software,Closed,User Story,19/05/2014 15:14,06/06/2014 15:01
FENIXPR-6,166447,FENIXPR,,software,Closed,User Story,19/05/2014 15:13,09/06/2014 11:12
FENIXPR-5,166446,FENIXPR,,software,Closed,User Story,19/05/2014 15:11,05/06/2014 08:16
FENIXPR-4,166265,FENIXPR,,software,Resolved,Sub-task,15/05/2014 14:30,27/06/2014 14:01
FENIXPR-3,166076,FENIXPR,,software,Resolved,Task,13/05/2014 13:13,04/06/2014 11:47
FENIXPR-2,166075,FENIXPR,,software,Resolved,Task,13/05/2014 13:13,12/02/2015 22:45
FENIXPR-1,166074,FENIXPR,,software,Resolved,Task,13/05/2014 13:12,06/11/2014 14:32
