Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
IPGRCPC-170,413164,IPGRCPC,,software,Open,Story,05/04/2017 20:01,
IPGRCPC-169,413163,IPGRCPC,,software,Open,Story,05/04/2017 19:54,
IPGRCPC-168,413162,IPGRCPC,,software,Open,Story,05/04/2017 19:51,
IPGRCPC-167,413161,IPGRCPC,,software,Open,Story,05/04/2017 19:49,
IPGRCPC-166,413160,IPGRCPC,,software,Open,Story,05/04/2017 19:48,
IPGRCPC-165,413159,IPGRCPC,,software,Open,Story,05/04/2017 19:47,
IPGRCPC-164,413158,IPGRCPC,,software,Open,Epic,05/04/2017 19:47,
IPGRCPC-163,413155,IPGRCPC,,software,Open,Story,05/04/2017 19:38,
IPGRCPC-162,413154,IPGRCPC,,software,Open,Story,05/04/2017 19:37,
IPGRCPC-161,413153,IPGRCPC,,software,Open,Story,05/04/2017 19:36,
IPGRCPC-160,413152,IPGRCPC,,software,Open,Story,05/04/2017 19:34,
IPGRCPC-159,413151,IPGRCPC,,software,Open,Story,05/04/2017 19:33,
IPGRCPC-158,413150,IPGRCPC,,software,Open,Story,05/04/2017 19:31,
IPGRCPC-157,413149,IPGRCPC,,software,Open,Story,05/04/2017 19:30,
IPGRCPC-156,413148,IPGRCPC,,software,Open,Story,05/04/2017 19:28,
IPGRCPC-155,413147,IPGRCPC,,software,Open,Story,05/04/2017 19:27,
IPGRCPC-154,413146,IPGRCPC,,software,Open,Story,05/04/2017 19:24,
IPGRCPC-153,413145,IPGRCPC,,software,Open,Story,05/04/2017 19:24,
IPGRCPC-152,413144,IPGRCPC,,software,Open,Story,05/04/2017 19:23,
IPGRCPC-151,413143,IPGRCPC,,software,Open,Story,05/04/2017 19:21,
IPGRCPC-150,413142,IPGRCPC,,software,Open,Story,05/04/2017 19:20,
IPGRCPC-149,413141,IPGRCPC,,software,Open,Story,05/04/2017 19:19,
IPGRCPC-148,413140,IPGRCPC,,software,Open,Story,05/04/2017 19:18,
IPGRCPC-147,413139,IPGRCPC,,software,Open,Story,05/04/2017 19:16,
IPGRCPC-146,413138,IPGRCPC,,software,Open,Story,05/04/2017 19:14,
IPGRCPC-145,413137,IPGRCPC,,software,Open,Story,05/04/2017 19:13,
IPGRCPC-144,413136,IPGRCPC,,software,Open,Story,05/04/2017 19:13,
IPGRCPC-143,413135,IPGRCPC,,software,Open,Story,05/04/2017 19:08,
IPGRCPC-142,413134,IPGRCPC,,software,Open,Story,05/04/2017 19:08,
IPGRCPC-141,413133,IPGRCPC,,software,Open,Story,05/04/2017 19:07,
IPGRCPC-140,413132,IPGRCPC,,software,Open,Story,05/04/2017 19:07,
IPGRCPC-139,413131,IPGRCPC,,software,Open,Story,05/04/2017 19:05,
IPGRCPC-138,413130,IPGRCPC,,software,Open,Story,05/04/2017 19:04,
IPGRCPC-137,413129,IPGRCPC,,software,Open,Story,05/04/2017 19:04,
IPGRCPC-136,413128,IPGRCPC,,software,Open,Story,05/04/2017 19:03,
IPGRCPC-135,413127,IPGRCPC,,software,Open,Story,05/04/2017 19:00,
IPGRCPC-134,413125,IPGRCPC,,software,Open,Story,05/04/2017 18:48,
IPGRCPC-133,413124,IPGRCPC,,software,Open,Story,05/04/2017 18:40,
IPGRCPC-132,413123,IPGRCPC,,software,Open,Story,05/04/2017 18:31,
IPGRCPC-131,413120,IPGRCPC,,software,Open,Story,05/04/2017 18:17,
IPGRCPC-130,413117,IPGRCPC,,software,Open,Story,05/04/2017 17:56,
IPGRCPC-129,413112,IPGRCPC,,software,Open,Story,05/04/2017 17:50,
IPGRCPC-128,413111,IPGRCPC,,software,Open,Story,05/04/2017 17:49,
IPGRCPC-127,413106,IPGRCPC,,software,Open,Story,05/04/2017 17:19,
IPGRCPC-126,413104,IPGRCPC,,software,Open,Story,05/04/2017 17:15,
