Issue key,Issue id,Project key,Column1,Project type,Status,Issue Type,Created,Resolved
ONETVOD30CC-56,204748,ONETVOD30CC,,software,Closed,Bug,20/08/2015 14:29,27/08/2015 17:29
ONETVOD30CC-55,204467,ONETVOD30CC,,software,Closed,Bug,18/08/2015 12:38,24/09/2015 11:46
ONETVOD30CC-54,204078,ONETVOD30CC,,software,Closed,Bug,12/08/2015 10:37,12/08/2015 14:10
ONETVOD30CC-53,203940,ONETVOD30CC,,software,Closed,Bug,11/08/2015 10:19,02/09/2015 07:33
ONETVOD30CC-52,203331,ONETVOD30CC,,software,Closed,Task,05/08/2015 09:36,04/10/2016 14:34
ONETVOD30CC-51,202721,ONETVOD30CC,,software,Closed,Bug,28/07/2015 16:36,04/08/2015 10:53
ONETVOD30CC-50,202720,ONETVOD30CC,,software,Closed,Bug,28/07/2015 16:31,05/08/2015 14:15
ONETVOD30CC-49,202697,ONETVOD30CC,,software,Closed,Bug,28/07/2015 14:01,04/08/2015 10:51
ONETVOD30CC-48,202696,ONETVOD30CC,,software,Closed,Bug,28/07/2015 14:00,04/08/2015 10:50
ONETVOD30CC-47,202695,ONETVOD30CC,,software,Closed,Bug,28/07/2015 13:59,04/08/2015 10:50
ONETVOD30CC-46,202170,ONETVOD30CC,,software,Closed,Bug,20/07/2015 15:51,24/07/2015 09:50
ONETVOD30CC-45,202169,ONETVOD30CC,,software,Closed,Bug,20/07/2015 15:50,24/07/2015 09:44
ONETVOD30CC-44,202168,ONETVOD30CC,,software,Closed,Bug,20/07/2015 15:49,22/07/2015 08:45
ONETVOD30CC-43,202167,ONETVOD30CC,,software,Closed,Bug,20/07/2015 15:49,28/07/2015 15:26
ONETVOD30CC-42,202166,ONETVOD30CC,,software,Closed,Bug,20/07/2015 15:48,04/08/2015 10:51
ONETVOD30CC-41,202165,ONETVOD30CC,,software,Closed,Bug,20/07/2015 15:46,04/08/2015 10:51
ONETVOD30CC-40,202164,ONETVOD30CC,,software,Closed,Bug,20/07/2015 15:46,24/07/2015 09:50
ONETVOD30CC-39,202163,ONETVOD30CC,,software,Closed,Bug,20/07/2015 15:45,22/07/2015 10:56
ONETVOD30CC-38,202162,ONETVOD30CC,,software,Closed,Bug,20/07/2015 15:43,22/07/2015 10:56
