Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
CAMP-90,75531,CAMP,,software,Resolved,Task,02/09/2011 10:46,02/09/2011 10:49
CAMP-89,75191,CAMP,,software,Closed,Task,31/08/2011 17:07,21/01/2013 11:46
CAMP-88,74978,CAMP,,software,Closed,Task,30/08/2011 16:30,21/01/2013 11:46
CAMP-87,74865,CAMP,,software,Closed,Task,30/08/2011 09:12,21/01/2013 11:46
CAMP-84,74114,CAMP,,software,Closed,Task,22/08/2011 12:15,21/01/2013 11:46
CAMP-81,59656,CAMP,,software,Resolved,Bug,14/06/2011 12:08,14/06/2011 13:13
CAMP-80,59648,CAMP,,software,Resolved,Bug,14/06/2011 11:48,15/06/2011 09:12
CAMP-79,58831,CAMP,,software,Resolved,Bug,06/06/2011 10:39,14/06/2011 13:33
CAMP-78,58189,CAMP,,software,Closed,Task,31/05/2011 10:15,21/01/2013 11:46
CAMP-77,57543,CAMP,,software,Closed,User Story,23/05/2011 13:12,21/01/2013 11:46
CAMP-76,57338,CAMP,,software,Closed,Task,19/05/2011 12:00,21/01/2013 11:46
CAMP-75,56406,CAMP,,software,Closed,Task,06/05/2011 13:59,21/01/2013 11:46
CAMP-74,55012,CAMP,,software,Closed,Task,18/04/2011 11:53,21/01/2013 11:46
CAMP-72,53953,CAMP,,software,Closed,Task,04/04/2011 10:35,21/01/2013 11:46
CAMP-70,52894,CAMP,,software,Closed,Task,21/03/2011 11:59,21/01/2013 11:46
CAMP-69,52046,CAMP,,software,Closed,Task,07/03/2011 11:32,21/01/2013 11:46
CAMP-67,51655,CAMP,,software,Closed,Task,01/03/2011 08:08,21/01/2013 11:46
CAMP-66,51237,CAMP,,software,Closed,Task,21/02/2011 15:21,21/01/2013 11:46
CAMP-62,50610,CAMP,,software,Closed,Task,10/02/2011 09:52,21/01/2013 11:46
CAMP-57,50042,CAMP,,software,Closed,Task,01/02/2011 18:52,21/01/2013 11:46
CAMP-56,49399,CAMP,,software,Closed,Task,24/01/2011 14:17,21/01/2013 11:46
CAMP-54,48927,CAMP,,software,Closed,Bug,16/01/2011 12:02,16/01/2011 12:50
CAMP-53,48926,CAMP,,software,Closed,Bug,16/01/2011 11:54,16/01/2011 12:50
CAMP-50,48349,CAMP,,software,Closed,Task,07/01/2011 17:53,21/01/2013 11:46
CAMP-49,47792,CAMP,,software,Closed,Task,29/12/2010 14:17,24/01/2011 14:19
CAMP-48,46850,CAMP,,software,Closed,Task,14/12/2010 10:07,21/01/2013 11:46
CAMP-47,46599,CAMP,,software,Closed,Task,09/12/2010 16:15,24/01/2011 14:22
CAMP-46,45838,CAMP,,software,Closed,Task,29/11/2010 19:30,24/01/2011 14:17
CAMP-45,45572,CAMP,,software,Closed,Sub-task,25/11/2010 18:44,24/01/2011 14:18
CAMP-44,45525,CAMP,,software,Closed,Sub-task,25/11/2010 13:03,24/01/2011 14:18
CAMP-43,45462,CAMP,,software,Closed,Sub-task,24/11/2010 15:45,24/01/2011 14:18
CAMP-42,44796,CAMP,,software,Closed,Task,15/11/2010 17:29,24/01/2011 14:18
CAMP-41,44767,CAMP,,software,Closed,Task,15/11/2010 15:56,15/12/2010 10:58
CAMP-40,44339,CAMP,,software,Closed,Sub-task,05/11/2010 18:04,09/11/2010 10:30
CAMP-39,44337,CAMP,,software,Closed,Sub-task,05/11/2010 17:39,05/11/2010 18:25
CAMP-38,44334,CAMP,,software,Closed,Sub-task,05/11/2010 16:17,24/01/2011 14:18
CAMP-37,44282,CAMP,,software,Closed,Sub-task,05/11/2010 13:18,05/11/2010 18:03
CAMP-36,44253,CAMP,,software,Closed,Sub-task,05/11/2010 10:59,24/01/2011 14:18
CAMP-35,44210,CAMP,,software,Resolved,Sub-task,04/11/2010 14:29,05/11/2010 10:56
CAMP-34,44069,CAMP,,software,Resolved,Sub-task,03/11/2010 12:04,05/11/2010 13:21
CAMP-33,44040,CAMP,,software,Closed,Task,03/11/2010 10:24,21/01/2013 11:46
CAMP-32,43487,CAMP,,software,Resolved,Sub-task,26/10/2010 12:21,03/11/2010 17:55
CAMP-31,43483,CAMP,,software,Closed,Task,26/10/2010 12:06,24/01/2011 14:18
CAMP-30,43454,CAMP,,software,Closed,Task,25/10/2010 17:53,21/01/2013 11:46
CAMP-29,43453,CAMP,,software,Closed,Task,25/10/2010 17:50,15/11/2010 15:55
CAMP-28,43321,CAMP,,software,Resolved,Sub-task,22/10/2010 17:24,25/10/2010 17:54
CAMP-27,43314,CAMP,,software,Resolved,Task,22/10/2010 16:32,25/10/2010 17:55
CAMP-26,43266,CAMP,,software,Closed,Task,22/10/2010 10:11,21/01/2013 11:46
CAMP-25,43120,CAMP,,software,Resolved,Task,20/10/2010 10:22,25/10/2010 17:55
CAMP-24,43070,CAMP,,software,Closed,Task,19/10/2010 11:16,31/03/2011 16:25
CAMP-23,43069,CAMP,,software,Resolved,Task,19/10/2010 11:10,25/10/2010 17:55
CAMP-22,43048,CAMP,,software,Resolved,Sub-task,18/10/2010 16:37,25/10/2010 17:55
CAMP-21,43047,CAMP,,software,Resolved,Sub-task,18/10/2010 16:35,25/10/2010 17:55
CAMP-20,43046,CAMP,,software,Resolved,Sub-task,18/10/2010 16:35,25/10/2010 17:55
CAMP-19,43045,CAMP,,software,Resolved,Sub-task,18/10/2010 16:34,25/10/2010 17:55
CAMP-18,43043,CAMP,,software,Resolved,Sub-task,18/10/2010 16:33,25/10/2010 17:55
CAMP-17,43042,CAMP,,software,Resolved,Sub-task,18/10/2010 16:33,25/10/2010 17:55
CAMP-16,43041,CAMP,,software,Resolved,Sub-task,18/10/2010 16:32,19/10/2010 11:25
CAMP-15,42784,CAMP,,software,Resolved,Task,14/10/2010 14:08,25/10/2010 17:57
CAMP-14,42360,CAMP,,software,Closed,Task,07/10/2010 11:50,21/01/2013 11:46
CAMP-13,41860,CAMP,,software,Closed,Task,30/09/2010 16:46,14/10/2010 18:36
CAMP-12,41859,CAMP,,software,Resolved,Task,30/09/2010 16:43,25/10/2010 17:56
CAMP-11,41858,CAMP,,software,Resolved,Task,30/09/2010 16:42,25/10/2010 17:56
CAMP-10,41857,CAMP,,software,Closed,Task,30/09/2010 16:41,14/10/2010 18:33
CAMP-9,41856,CAMP,,software,Closed,Task,30/09/2010 16:40,14/10/2010 18:35
CAMP-8,41855,CAMP,,software,Resolved,Task,30/09/2010 16:37,25/10/2010 17:56
CAMP-7,41783,CAMP,,software,Resolved,Task,30/09/2010 13:07,04/10/2010 09:47
CAMP-6,41782,CAMP,,software,Closed,Task,30/09/2010 13:05,21/01/2013 11:46
CAMP-5,41776,CAMP,,software,Closed,Task,30/09/2010 12:22,30/09/2010 12:49
CAMP-4,41771,CAMP,,software,Closed,Task,30/09/2010 11:29,14/10/2010 18:30
CAMP-3,41768,CAMP,,software,Resolved,Task,30/09/2010 11:27,25/10/2010 17:56
CAMP-1,41748,CAMP,,software,Resolved,Task,30/09/2010 10:50,25/10/2010 17:56
