Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
TENGAMESPACK-344,131238,TENGAMESPACK,,software,Open,Task,05/02/2013 10:37,
TENGAMESPACK-343,131236,TENGAMESPACK,,software,Open,Task,05/02/2013 10:36,
TENGAMESPACK-342,131235,TENGAMESPACK,,software,Open,Task,05/02/2013 10:33,
TENGAMESPACK-341,131195,TENGAMESPACK,,software,Open,Task,04/02/2013 16:45,
TENGAMESPACK-340,131069,TENGAMESPACK,,software,Open,Task,02/02/2013 23:23,
TENGAMESPACK-339,131068,TENGAMESPACK,,software,Open,Task,02/02/2013 19:50,
TENGAMESPACK-338,131067,TENGAMESPACK,,software,Open,Task,02/02/2013 17:57,
TENGAMESPACK-337,131066,TENGAMESPACK,,software,Open,Task,02/02/2013 12:20,
TENGAMESPACK-336,131065,TENGAMESPACK,,software,Resolved,Task,02/02/2013 10:34,04/02/2013 19:30
TENGAMESPACK-335,131064,TENGAMESPACK,,software,Open,Task,02/02/2013 10:04,
TENGAMESPACK-334,131063,TENGAMESPACK,,software,Resolved,Task,02/02/2013 10:00,02/02/2013 14:31
TENGAMESPACK-333,131040,TENGAMESPACK,,software,Open,Improvement,01/02/2013 15:25,
TENGAMESPACK-332,131019,TENGAMESPACK,,software,Resolved,Bug,01/02/2013 14:44,05/02/2013 10:38
TENGAMESPACK-331,131017,TENGAMESPACK,,software,Resolved,Bug,01/02/2013 14:42,03/02/2013 14:04
TENGAMESPACK-330,131014,TENGAMESPACK,,software,Resolved,Bug,01/02/2013 14:41,03/02/2013 15:27
TENGAMESPACK-329,131012,TENGAMESPACK,,software,Open,Improvement,01/02/2013 14:38,
TENGAMESPACK-328,131009,TENGAMESPACK,,software,Resolved,Bug,01/02/2013 14:34,04/02/2013 22:02
TENGAMESPACK-327,130892,TENGAMESPACK,,software,Open,Task,01/02/2013 00:57,
TENGAMESPACK-326,130727,TENGAMESPACK,,software,Resolved,Task,30/01/2013 20:38,04/02/2013 09:41
TENGAMESPACK-325,130726,TENGAMESPACK,,software,Open,Task,30/01/2013 20:37,
TENGAMESPACK-324,130725,TENGAMESPACK,,software,Resolved,Task,30/01/2013 20:36,04/02/2013 09:39
TENGAMESPACK-323,130571,TENGAMESPACK,,software,Open,Task,30/01/2013 08:28,
TENGAMESPACK-322,130384,TENGAMESPACK,,software,Resolved,Task,29/01/2013 07:35,30/01/2013 10:47
TENGAMESPACK-321,130383,TENGAMESPACK,,software,Resolved,Task,29/01/2013 07:17,29/01/2013 22:48
TENGAMESPACK-320,130381,TENGAMESPACK,,software,Resolved,Task,29/01/2013 06:49,29/01/2013 14:23
TENGAMESPACK-319,130349,TENGAMESPACK,,software,Resolved,Task,28/01/2013 14:53,29/01/2013 11:42
TENGAMESPACK-318,130347,TENGAMESPACK,,software,Resolved,Bug,28/01/2013 14:52,28/01/2013 20:30
TENGAMESPACK-317,130346,TENGAMESPACK,,software,Open,Bug,28/01/2013 14:49,
TENGAMESPACK-316,130345,TENGAMESPACK,,software,Open,Task,28/01/2013 14:48,
TENGAMESPACK-315,130338,TENGAMESPACK,,software,Open,Improvement,28/01/2013 14:30,
TENGAMESPACK-314,130330,TENGAMESPACK,,software,Open,Improvement,28/01/2013 14:14,
TENGAMESPACK-313,130329,TENGAMESPACK,,software,Resolved,Improvement,28/01/2013 14:12,28/01/2013 20:59
TENGAMESPACK-312,130328,TENGAMESPACK,,software,Open,Bug,28/01/2013 14:12,
TENGAMESPACK-311,130325,TENGAMESPACK,,software,Resolved,Bug,28/01/2013 14:00,03/02/2013 17:47
TENGAMESPACK-310,130322,TENGAMESPACK,,software,Open,Improvement,28/01/2013 13:55,
TENGAMESPACK-309,130321,TENGAMESPACK,,software,Resolved,Improvement,28/01/2013 13:43,28/01/2013 14:35
TENGAMESPACK-308,130319,TENGAMESPACK,,software,Resolved,Bug,28/01/2013 13:40,05/02/2013 09:53
TENGAMESPACK-307,130316,TENGAMESPACK,,software,Resolved,Improvement,28/01/2013 13:35,03/02/2013 14:04
TENGAMESPACK-306,130309,TENGAMESPACK,,software,Resolved,Bug,28/01/2013 13:22,28/01/2013 14:55
TENGAMESPACK-305,130248,TENGAMESPACK,,software,Resolved,Task,27/01/2013 22:44,31/01/2013 10:31
TENGAMESPACK-304,130247,TENGAMESPACK,,software,Resolved,Task,27/01/2013 22:01,31/01/2013 10:32
TENGAMESPACK-303,130233,TENGAMESPACK,,software,Resolved,Task,27/01/2013 10:39,28/01/2013 14:45
TENGAMESPACK-302,130232,TENGAMESPACK,,software,Resolved,Task,27/01/2013 10:37,27/01/2013 21:01
TENGAMESPACK-301,130192,TENGAMESPACK,,software,Open,Bug,25/01/2013 14:25,
TENGAMESPACK-300,130190,TENGAMESPACK,,software,Resolved,Bug,25/01/2013 14:16,26/01/2013 18:48
TENGAMESPACK-299,130187,TENGAMESPACK,,software,Resolved,Bug,25/01/2013 14:14,03/02/2013 00:57
TENGAMESPACK-298,130186,TENGAMESPACK,,software,Resolved,Bug,25/01/2013 14:12,01/02/2013 21:42
TENGAMESPACK-297,130181,TENGAMESPACK,,software,Resolved,Bug,25/01/2013 14:07,25/01/2013 14:17
TENGAMESPACK-296,130179,TENGAMESPACK,,software,Resolved,Bug,25/01/2013 14:06,26/01/2013 18:47
TENGAMESPACK-295,130178,TENGAMESPACK,,software,Resolved,Bug,25/01/2013 14:05,26/01/2013 17:58
TENGAMESPACK-294,130177,TENGAMESPACK,,software,Resolved,Bug,25/01/2013 14:05,25/01/2013 14:18
TENGAMESPACK-293,130162,TENGAMESPACK,,software,Open,New Feature,25/01/2013 12:40,
TENGAMESPACK-292,130160,TENGAMESPACK,,software,Resolved,Task,25/01/2013 12:20,26/01/2013 19:08
TENGAMESPACK-291,130159,TENGAMESPACK,,software,Open,Task,25/01/2013 12:18,
TENGAMESPACK-290,130157,TENGAMESPACK,,software,Open,Task,25/01/2013 12:17,
