 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.09,0.65,0.69,0.8,0.72,0.65,0.02
01:00 - 02:00,0.05,0.51,0.53,0.68,0.58,0.62,0.11
02:00 - 03:00,0.09,0.38,0.34,0.83,0.29,0.52,0.04
03:00 - 04:00,0.09,0.21,0.17,0.26,0.22,0.15,0.03
04:00 - 05:00,0.16,0.41,0.19,0.25,0.18,0.11,0.03
05:00 - 06:00,0.18,0.28,0.28,0.24,0.26,0.09,0.01
06:00 - 07:00,0.18,0.44,0.33,0.31,0.28,0.08,0.02
07:00 - 08:00,0.18,0.32,0.2,0.34,0.36,0.05,0.05
08:00 - 09:00,0.21,0.42,0.31,0.34,0.42,0.07,0.01
09:00 - 10:00,0.52,0.59,0.58,0.6,0.62,0.05,0.02
10:00 - 11:00,0.71,0.82,0.68,0.77,0.95,0.1,0.06
11:00 - 12:00,0.71,0.92,0.98,0.86,0.9,0.08,0.06
12:00 - 13:00,0.92,1.16,1.24,1.02,0.85,0.04,0.08
13:00 - 14:00,0.98,1.23,1.11,1.01,1.17,0.1,0.13
14:00 - 15:00,0.88,1.16,1.09,1.35,1.31,0.1,0.07
15:00 - 16:00,1.0,1.37,1.38,1.39,1.32,0.12,0.11
16:00 - 17:00,1.22,1.4,1.31,1.33,1.33,0.12,0.17
17:00 - 18:00,1.47,1.38,1.68,1.47,1.46,0.15,0.16
18:00 - 19:00,1.29,1.39,1.57,1.32,1.42,0.14,0.11
19:00 - 20:00,0.98,1.1,1.0,1.11,0.87,0.16,0.12
20:00 - 21:00,0.91,1.12,0.95,1.23,1.04,0.17,0.12
21:00 - 22:00,0.67,1.09,1.08,1.19,1.1,0.1,0.08
22:00 - 23:00,0.81,0.85,1.06,0.97,0.86,0.08,0.11
23:00 - 00:00,0.64,0.71,0.73,1.04,0.78,0.07,0.08
