 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.0,0.0,0.06,0.0,0.0,0.0
01:00 - 02:00,0.0,0.0,0.0,0.0,0.0,0.11,0.0
02:00 - 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00 - 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00 - 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:00 - 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:00 - 07:00,0.0,0.0,0.0,0.06,0.0,0.0,0.0
07:00 - 08:00,0.28,0.17,0.22,0.33,0.28,0.0,0.0
08:00 - 09:00,0.72,1.66,1.05,1.16,1.33,0.0,0.0
09:00 - 10:00,2.0,2.05,2.0,1.55,2.0,0.0,0.11
10:00 - 11:00,2.33,3.49,3.83,2.38,1.55,0.06,0.06
11:00 - 12:00,2.5,3.83,3.0,2.88,2.27,0.0,0.11
12:00 - 13:00,2.05,1.33,1.22,1.28,1.66,0.0,0.0
13:00 - 14:00,4.55,1.72,2.0,1.44,2.05,0.0,0.0
14:00 - 15:00,1.66,1.72,2.27,1.94,2.0,0.06,0.0
15:00 - 16:00,2.05,1.89,2.16,1.94,1.83,0.28,0.0
16:00 - 17:00,1.66,1.16,0.55,0.67,1.28,0.0,0.06
17:00 - 18:00,0.67,0.72,0.28,0.72,0.55,0.06,0.06
18:00 - 19:00,0.72,0.22,0.39,0.06,0.0,0.0,0.0
19:00 - 20:00,0.11,0.11,0.22,1.94,0.06,0.0,0.0
20:00 - 21:00,0.44,0.22,0.06,0.39,0.0,0.06,0.0
21:00 - 22:00,0.17,0.44,0.06,0.28,0.11,0.0,0.17
22:00 - 23:00,0.06,0.11,0.06,0.11,0.0,0.0,0.06
23:00 - 00:00,0.22,0.11,0.0,0.11,0.0,0.0,0.0
